wall_time_s,wall_bj,q0,q1,q2,qd0,qd1,qd2,tau_meas0,tau_meas1,tau_meas2,tau_cmd0,tau_cmd1,tau_cmd2,q_des0,q_des1,q_des2,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,control_mode,roll,pitch,yaw,gyro0,gyro1,gyro2,acc0,acc1,acc2,rm_q0,rm_q1,rm_q2,rm_iq0,rm_iq1,rm_iq2,wheel_en,wheel_w0,wheel_w1,wheel_w2
1787330000.0018125,2026-08-22 00:33:20.001,0.613754153251648,0.3356579542160034,0.610702395439148,0.25274658203125,0.0549468994140625,0.2967033386230469,-0.0024423599243164062,0.0024423599243164062,-0.0024423599243164062,4.2632856369018555,9.0,7.151138782501221,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.08142751455307007,0.01142801158130169,-1.0342541933059692,0.3373575508594513,0.039713144302368164,0.03906757012009621,0.29961565136909485,0.9427623748779297,-9.819933891296387,11.636502265930176,13.962529182434082,0.2217254638671875,-0.014000000432133675,-0.12600000202655792,0.03799999877810478,0,0.0,0.0,0.0
1787330000.0066798,2026-08-22 00:33:20.006,0.613754153251648,0.3356579542160034,0.612228274345398,0.010990142822265625,-0.010990142822265625,0.2967033386230469,-0.0024423599243164062,-0.0024423599243164062,-0.0073261260986328125,4.289117336273193,9.0,7.137171268463135,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.07966309040784836,0.01153633650392294,-1.0342377424240112,0.35828137397766113,0.013032318092882633,0.02020961418747902,0.47851499915122986,1.0186262130737305,-9.660079002380371,11.636502265930176,13.962529182434082,0.2217254638671875,-0.014000000432133675,-0.12600000202655792,0.03799999877810478,0,0.0,0.0,0.0
1787330000.0124555,2026-08-22 00:33:20.012,0.6148985624313354,0.3356579542160034,0.6148985624313354,0.14285659790039062,-0.20878982543945312,0.4285697937011719,0.0024423599243164062,-0.0024423599243164062,-0.0024423599243164062,4.389016628265381,9.0,7.120614528656006,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.07782267034053802,0.011595168150961399,-1.034231185913086,0.37047410011291504,0.010708342306315899,0.0243159718811512,0.21856236457824707,0.7869386672973633,-9.782587051391602,11.636502265930176,13.962529182434082,0.2217254638671875,0.008999999612569809,0.02800000086426735,-0.12399999797344208,0,0.0,0.0,0.0
1787330000.018114,2026-08-22 00:33:20.018,0.615280032157898,0.3364208936691284,0.6171873807907104,0.27472686767578125,0.5384597778320312,0.7802200317382812,0.0024423599243164062,-0.0073261260986328125,-0.0073261260986328125,4.394303798675537,9.0,7.122631549835205,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.07690422981977463,0.011628241278231144,-1.0342074632644653,0.3675382733345032,0.010738981887698174,0.029225822538137436,0.0536477193236351,0.5090275406837463,-9.733131408691406,11.636502265930176,13.962529182434082,0.2217254638671875,0.008999999612569809,0.02800000086426735,-0.12399999797344208,0,0.0,0.0,0.0
1787330000.021779,2026-08-22 00:33:20.021,0.6164244413375854,0.3383282423019409,0.6194761991500854,-0.14285659790039062,0.07692337036132812,0.34066009521484375,0.0024423599243164062,0.017093658447265625,-0.0073261260986328125,4.504731178283691,9.0,7.078308582305908,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.07427915930747986,0.011867870576679707,-1.0341590642929077,0.34203195571899414,0.04017353057861328,0.025640929117798805,0.11335111409425735,0.5731588006019592,-9.79332447052002,11.636502265930176,13.962529182434082,0.2217254638671875,0.008999999612569809,0.02800000086426735,-0.12399999797344208,0,0.0,0.0,0.0
1787330000.0266345,2026-08-22 00:33:20.026,0.617568850517273,0.3398541212081909,0.621383547782898,0.3186798095703125,0.20878982543945312,0.5384597778320312,0.0024423599243164062,0.017093658447265625,-0.0073261260986328125,4.504977226257324,9.0,7.075836658477783,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.0734366774559021,0.011981355026364326,-1.0341520309448242,0.3369583785533905,0.04153928905725479,0.022726507857441902,0.32009801268577576,0.6531103849411011,-9.712233543395996,11.636502265930176,13.962529182434082,0.2217254638671875,0.006000000052154064,0.014000000432133675,0.023000000044703484,0,0.0,0.0,0.0
1787330000.0316515,2026-08-22 00:33:20.031,0.6187132596969604,0.3413800001144409,0.622909426689148,0.3626365661621094,0.5824165344238281,0.6043968200683594,0.0024423599243164062,0.021978378295898438,-0.0024423599243164062,4.595017910003662,9.0,7.022494316101074,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.07089259475469589,0.012261252850294113,-1.0341947078704834,0.3431984484195709,0.029089761897921562,0.006712832488119602,0.35522425174713135,0.806695818901062,-9.760117530822754,11.636502265930176,13.962529182434082,0.2217254638671875,0.006000000052154064,0.014000000432133675,0.023000000044703484,0,0.0,0.0,0.0
1787330000.0367844,2026-08-22 00:33:20.036,0.620620608329773,0.3429058790206909,0.6255797147750854,0.34066009521484375,0.1868133544921875,0.25274658203125,0.0073261260986328125,0.021978378295898438,-0.0073261260986328125,4.595017910003662,9.0,7.022494316101074,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.06915086507797241,0.012368476949632168,-1.0343174934387207,0.3496178090572357,0.021843837574124336,-0.007750659249722958,0.16250811517238617,0.6570848226547241,-9.708155632019043,11.636502265930176,13.962529182434082,0.2217254638671875,0.003000000026077032,0.014000000432133675,-0.020999999716877937,0,0.0,0.0,0.0
1787330000.0427577,2026-08-22 00:33:20.042,0.620620608329773,0.3429058790206909,0.6255797147750854,0.34066009521484375,0.1868133544921875,0.25274658203125,0.0073261260986328125,0.021978378295898438,-0.0073261260986328125,4.595017910003662,9.0,7.022494316101074,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.06915086507797241,0.012368476949632168,-1.0343174934387207,0.3496178090572357,0.021843837574124336,-0.007750659249722958,0.16250811517238617,0.6570848226547241,-9.708155632019043,11.636502265930176,13.962529182434082,0.2217254638671875,0.003000000026077032,0.014000000432133675,-0.020999999716877937,0,0.0,0.0,0.0
1787330000.0477703,2026-08-22 00:33:20.047,0.6225279569625854,0.3448132276535034,0.6293944120407104,0.20878982543945312,0.1868133544921875,0.4285697937011719,0.0073261260986328125,0.017093658447265625,-0.0073261260986328125,4.736051559448242,9.0,6.987295150756836,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,-0.06575024873018265,0.01263203751295805,-1.0345845222473145,0.33731892704963684,0.03072633035480976,-0.0035522840917110443,0.00540797458961606,0.5093836188316345,-9.697861671447754,11.636502265930176,13.962529182434082,0.2217254638671875,-0.009999999776482582,0.014000000432133675,0.0010000000474974513,0,0.0,0.0,0.0
