wall_time_s,wall_bj,q0,q1,q2,qd0,qd1,qd2,tau_meas0,tau_meas1,tau_meas2,tau_cmd0,tau_cmd1,tau_cmd2,q_des0,q_des1,q_des2,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,control_mode,roll,pitch,yaw,gyro0,gyro1,gyro2,acc0,acc1,acc2,rm_q0,rm_q1,rm_q2,rm_iq0,rm_iq1,rm_iq2,wheel_en,wheel_w0,wheel_w1,wheel_w2
1787377180.0016034,2026-08-22 13:39:40.001,0.6362608671188354,0.577513575553894,0.568358302116394,0.20878982543945312,-0.3626365661621094,0.010990142822265625,-0.0024423599243164062,-0.0024423599243164062,0.0073261260986328125,-0.39207881689071655,0.45360463857650757,-0.04092651233077049,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.017921729013323784,-0.04565700516104698,0.04425155743956566,5.174840407562442e-05,9.85152946668677e-05,-0.0005909458268433809,-0.21197831630706787,-0.2234882116317749,-9.799108505249023,10.932917594909668,11.230487823486328,10.999070167541504,-0.0010000000474974513,-0.039000000804662704,0.0020000000949949026,0,0.0,0.0,0.0
1787377180.0048144,2026-08-22 13:39:40.004,0.6362608671188354,0.577513575553894,0.5687397718429565,0.16483688354492188,-0.1868133544921875,0.010990142822265625,-0.0024423599243164062,-0.0073261260986328125,0.012209892272949219,-0.3955925703048706,0.45140504837036133,-0.054410215467214584,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.017921729013323784,-0.04565700516104698,0.04425155743956566,5.174840407562442e-05,9.85152946668677e-05,-0.0005909458268433809,-0.21197831630706787,-0.2234882116317749,-9.799108505249023,10.932917594909668,11.230487823486328,10.999070167541504,-0.0010000000474974513,-0.039000000804662704,0.0020000000949949026,0,0.0,0.0,0.0
1787377180.0095503,2026-08-22 13:39:40.009,0.6362608671188354,0.577513575553894,0.5687397718429565,0.34066009521484375,-0.23077011108398438,0.27472686767578125,-0.0024423599243164062,-0.0024423599243164062,0.0024423599243164062,-0.4069908559322357,0.4732472002506256,-0.052157267928123474,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.01789853163063526,-0.045616962015628815,0.04426402226090431,-0.00028818310238420963,0.0008073490462265909,0.0005638668080791831,-0.23485267162322998,-0.21779707074165344,-9.799077033996582,10.932917594909668,11.230487823486328,10.999070167541504,0.026000000536441803,0.0689999982714653,-0.004999999888241291,0,0.0,0.0,0.0
1787377180.0138123,2026-08-22 13:39:40.013,0.6362608671188354,0.577513575553894,0.5687397718429565,0.27472686767578125,-0.3186798095703125,0.120880126953125,0.0024423599243164062,-0.0073261260986328125,0.012209892272949219,-0.3939538300037384,0.4688758850097656,-0.05807100981473923,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.01786942034959793,-0.04556936025619507,0.044285327196121216,-0.00014711650146637112,0.00023269208031706512,-0.0003547438245732337,-0.22028090059757233,-0.20133961737155914,-9.771443367004395,10.932917594909668,11.230487823486328,10.999048233032227,0.027000000700354576,0.0010000000474974513,0.014999999664723873,0,0.0,0.0,0.0
1787377180.0188475,2026-08-22 13:39:40.018,0.635879397392273,0.577513575553894,0.5687397718429565,-0.27472686767578125,-0.1868133544921875,-0.0549468994140625,-0.0024423599243164062,-0.0024423599243164062,0.0073261260986328125,-0.3939538300037384,0.4688758850097656,-0.05807100981473923,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.01783992536365986,-0.04551777243614197,0.04431205987930298,0.00012937879364471883,-0.00021538129658438265,0.000866007583681494,-0.19973953068256378,-0.20773717761039734,-9.797295570373535,10.932917594909668,11.230487823486328,10.999048233032227,0.027000000700354576,0.0010000000474974513,0.014999999664723873,0,0.0,0.0,0.0
1787377180.0238857,2026-08-22 13:39:40.023,0.6362608671188354,0.577513575553894,0.5687397718429565,-0.010990142822265625,-0.23077011108398438,0.20878982543945312,-0.0024423599243164062,-0.0024423599243164062,0.012209892272949219,-0.3838208317756653,0.4754502475261688,-0.0576968789100647,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.017832407727837563,-0.04550737887620926,0.044321343302726746,-0.0003261627280153334,-0.0006308230222202837,0.0010469573317095637,-0.22834663093090057,-0.21987470984458923,-9.816637992858887,10.932917594909668,11.230487823486328,10.999070167541504,-0.03799999877810478,-0.11999999731779099,-0.014000000432133675,0,0.0,0.0,0.0
1787377180.0288427,2026-08-22 13:39:40.028,0.635879397392273,0.577513575553894,0.569121241569519,-0.1868133544921875,-0.120880126953125,0.25274658203125,-0.0024423599243164062,-0.0024423599243164062,0.012209892272949219,-0.3780532777309418,0.4762919843196869,-0.05406128615140915,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.017807288095355034,-0.04546523466706276,0.0443308986723423,-0.00027285394025966525,-0.0007514114840887487,0.0012279334478080273,-0.20093749463558197,-0.22957836091518402,-9.811554908752441,10.932917594909668,11.230487823486328,10.999070167541504,-0.03799999877810478,-0.11999999731779099,-0.014000000432133675,0,0.0,0.0,0.0
1787377180.0338445,2026-08-22 13:39:40.033,0.6362608671188354,0.577513575553894,0.569121241569519,0.120880126953125,0.14285659790039062,0.2967033386230469,0.0024423599243164062,0.0024423599243164062,0.0024423599243164062,-0.3808339238166809,0.47471126914024353,-0.053027790039777756,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.017794854938983917,-0.04544521123170853,0.044338613748550415,-0.0001956738851731643,-0.0011072399793192744,0.0023200642317533493,-0.20453619956970215,-0.23121508955955505,-9.818222999572754,10.932917594909668,11.230487823486328,10.999070167541504,-0.03799999877810478,-0.11999999731779099,-0.014000000432133675,0,0.0,0.0,0.0
1787377180.0388892,2026-08-22 13:39:40.038,0.6362608671188354,0.577513575553894,0.5687397718429565,-0.03296661376953125,-0.20878982543945312,-0.03296661376953125,-0.0024423599243164062,-0.0024423599243164062,0.012209892272949219,-0.3888404667377472,0.4650087058544159,-0.06971034407615662,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.017742736265063286,-0.0453571081161499,0.044362623244524,-0.000824960705358535,-0.0007756701088510454,0.001475191325880587,-0.20079320669174194,-0.22376830875873566,-9.803901672363281,10.932917594909668,11.230487823486328,10.999070167541504,-0.017000000923871994,-0.003000000026077032,0.00800000037997961,0,0.0,0.0,0.0
1787377180.0446186,2026-08-22 13:39:40.044,0.635879397392273,0.577513575553894,0.569121241569519,-0.27472686767578125,0.010990142822265625,0.14285659790039062,-0.0024423599243164062,-0.0024423599243164062,0.0073261260986328125,-0.38780587911605835,0.4591604173183441,-0.058893103152513504,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.017742736265063286,-0.0453571081161499,0.044362623244524,-0.000824960705358535,-0.0007756701088510454,0.001475191325880587,-0.20079320669174194,-0.22376830875873566,-9.803901672363281,10.932917594909668,11.230487823486328,10.999070167541504,-0.017000000923871994,-0.003000000026077032,0.00800000037997961,0,0.0,0.0,0.0
1787377180.0488255,2026-08-22 13:39:40.048,0.6362608671188354,0.577513575553894,0.5687397718429565,0.14285659790039062,-0.120880126953125,0.09889984130859375,-0.0024423599243164062,-0.0024423599243164062,0.0073261260986328125,-0.38936319947242737,0.4654659926891327,-0.05493733286857605,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0.017705751582980156,-0.04529039189219475,0.044381529092788696,0.00020241735910531133,7.018080941634253e-05,0.0021836499217897654,-0.20698334276676178,-0.22508582472801208,-9.780789375305176,10.932917594909668,11.230487823486328,10.999070167541504,0.01899999938905239,-0.008999999612569809,0.00800000037997961,0,0.0,0.0,0.0
