t,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,yaw,ls_y,rs_x,rs_y,lag_rad,frozen,f_press_N,chassis,w0,w1,w2
31.4966,0.823565,-1.025066,0.867435,0.252747,-0.252747,-0.120880,0.822407,-1.046046,0.867039,-0.023175,-0.419617,-0.007936,-0.041514,-0.456655,-0.021978,-0.269665,-0.145975,0.208785,-0.270421,-0.146331,0.204920,0.306640,0.370971,2.864328,0.000,0.000,0.000,0.020981,0,0.000,1,0.0000,0.0000,0.0000
31.5068,0.823565,-1.024684,0.867435,0.142857,0.098900,-0.010990,0.822407,-1.046046,0.867039,-0.023175,-0.427246,-0.007936,-0.041514,-0.490843,-0.017094,-0.269651,-0.145965,0.208857,-0.270421,-0.146331,0.204920,0.306622,0.370996,2.865666,0.000,0.000,0.000,0.021362,0,0.000,1,0.0000,0.0000,0.0000
31.5167,0.823184,-1.023921,0.867435,-0.076923,0.340660,0.142857,0.822407,-1.046046,0.867039,-0.015546,-0.442505,-0.007936,-0.041514,-0.510379,-0.017094,-0.269635,-0.145870,0.209013,-0.270421,-0.146331,0.204920,0.306563,0.371036,2.866446,0.000,0.000,0.000,0.022125,0,0.000,1,0.0000,0.0000,0.0000
31.5270,0.823565,-1.024303,0.867435,-0.010990,-0.054947,-0.032967,0.822407,-1.046046,0.867039,-0.023175,-0.434875,-0.007936,-0.056166,-0.471307,-0.017094,-0.269636,-0.145955,0.208928,-0.270421,-0.146331,0.204920,0.306605,0.371022,2.867789,0.000,0.000,0.000,0.021744,0,0.000,1,0.0000,0.0000,0.0000
31.5369,0.823565,-1.023921,0.867054,-0.032967,-0.142857,-0.318680,0.822407,-1.046046,0.867039,-0.023175,-0.442505,-0.000306,-0.070818,-0.471307,-0.031746,-0.269563,-0.145997,0.209016,-0.270421,-0.146331,0.204920,0.306560,0.371035,2.868601,0.000,0.000,0.000,0.022125,0,0.000,1,0.0000,0.0000,0.0000
31.5470,0.823565,-1.023921,0.867435,0.032967,-0.120880,-0.142857,0.822407,-1.046046,0.867039,-0.023175,-0.442505,-0.007936,-0.061050,-0.481074,-0.031746,-0.269622,-0.145945,0.209000,-0.270421,-0.146331,0.204920,0.306587,0.371048,2.870011,0.000,0.000,0.000,0.022125,0,0.000,1,0.0000,0.0000,0.0000
31.5569,0.823565,-1.023540,0.867435,0.296703,0.252747,-0.186813,0.822407,-1.046046,0.867039,-0.023175,-0.450134,-0.007936,-0.051282,-0.476191,-0.021978,-0.269607,-0.145935,0.209071,-0.270421,-0.146331,0.204920,0.306570,0.371074,2.871184,0.000,0.000,0.000,0.022507,0,0.000,1,0.0000,0.0000,0.0000
31.5671,0.823565,-1.023540,0.867435,0.230770,-0.010990,0.076923,0.822407,-1.046046,0.867039,-0.023175,-0.450134,-0.007936,-0.056166,-0.476191,-0.041514,-0.269607,-0.145935,0.209071,-0.270421,-0.146331,0.204920,0.306570,0.371074,2.872371,0.000,0.000,0.000,0.022507,0,0.000,1,0.0000,0.0000,0.0000
31.5770,0.823565,-1.023540,0.867435,-0.208790,-0.142857,-0.142857,0.822407,-1.046046,0.867039,-0.023175,-0.450134,-0.007936,-0.021978,-0.481074,-0.012210,-0.269607,-0.145935,0.209071,-0.270421,-0.146331,0.204920,0.306570,0.371074,2.873870,0.000,0.000,0.000,0.022507,0,0.000,1,0.0000,0.0000,0.0000
31.5872,0.823565,-1.023158,0.867435,-0.120880,0.362637,0.098900,0.822407,-1.046046,0.867039,-0.023175,-0.457764,-0.007936,-0.046398,-0.490843,-0.021978,-0.269592,-0.145925,0.209143,-0.270421,-0.146331,0.204920,0.306552,0.371100,2.875101,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.5978,0.823565,-1.023540,0.867435,-0.208790,-0.318680,-0.230770,0.822407,-1.046046,0.867039,-0.023175,-0.450134,-0.007936,-0.046398,-0.500610,-0.002442,-0.269607,-0.145935,0.209071,-0.270421,-0.146331,0.204920,0.306570,0.371074,2.876066,0.000,0.000,0.000,0.022507,0,0.000,1,0.0000,0.0000,0.0000
31.6079,0.823184,-1.023158,0.867435,-0.340660,0.428570,-0.384617,0.822407,-1.046046,0.867039,-0.015546,-0.457764,-0.007936,-0.017094,-0.485958,-0.021978,-0.269606,-0.145850,0.209156,-0.270421,-0.146331,0.204920,0.306528,0.371087,2.877312,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6176,0.823565,-1.023158,0.867435,-0.098900,0.142857,0.098900,0.822407,-1.046046,0.867039,-0.023175,-0.457764,-0.007936,-0.036630,-0.481074,0.002442,-0.269592,-0.145925,0.209143,-0.270421,-0.146331,0.204920,0.306552,0.371100,2.878577,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6279,0.823947,-1.023158,0.867817,0.252747,-0.208790,0.252747,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.015565,-0.051282,-0.471307,-0.026862,-0.269638,-0.145949,0.209113,-0.270421,-0.146331,0.204920,0.306604,0.371125,2.879080,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6377,0.823947,-1.023158,0.867817,0.076923,0.098900,0.164837,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.015565,-0.051282,-0.485958,-0.041514,-0.269638,-0.145949,0.209113,-0.270421,-0.146331,0.204920,0.306604,0.371125,2.879395,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6482,0.823947,-1.023158,0.867435,0.010990,-0.098900,0.142857,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.056166,-0.485958,-0.031746,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.879189,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6582,0.823947,-1.023158,0.867435,0.054947,-0.142857,-0.032967,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.080586,-0.481074,-0.012210,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.878687,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6681,0.823947,-1.023158,0.867435,-0.186813,0.098900,-0.164837,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.061050,-0.471307,-0.021978,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.878194,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6781,0.823947,-1.023158,0.867054,0.032967,0.032967,-0.450550,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.000306,-0.026862,-0.490843,-0.026862,-0.269520,-0.146053,0.209146,-0.270421,-0.146331,0.204920,0.306549,0.371099,2.877529,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6881,0.823947,-1.023158,0.867435,-0.098900,-0.098900,-0.230770,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.070818,-0.471307,-0.026862,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.876842,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.6980,0.823947,-1.023158,0.867435,0.164837,-0.098900,-0.076923,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.046398,-0.476191,-0.031746,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.875974,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.7082,0.823947,-1.022777,0.867054,-0.098900,0.318680,-0.362637,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.000306,-0.061050,-0.451771,-0.017094,-0.269506,-0.146043,0.209217,-0.270421,-0.146331,0.204920,0.306532,0.371125,2.875318,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.7183,0.823947,-1.022777,0.867435,0.164837,-0.076923,-0.186813,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.007936,-0.065934,-0.539682,-0.031746,-0.269565,-0.145991,0.209201,-0.270421,-0.146331,0.204920,0.306559,0.371138,2.874844,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.7283,0.823947,-1.023158,0.867435,0.230770,-0.296703,-0.054947,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.041514,-0.495727,-0.041514,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.874251,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.7387,0.823947,-1.022777,0.867817,0.296703,0.340660,0.318680,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.015565,-0.021978,-0.476191,-0.061050,-0.269624,-0.145939,0.209184,-0.270421,-0.146331,0.204920,0.306586,0.371151,2.874067,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.7484,0.823947,-1.023158,0.867435,0.010990,-0.252747,-0.054947,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.051282,-0.476191,-0.051282,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.874135,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.7587,0.823947,-1.023158,0.867435,-0.098900,-0.230770,0.010990,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.056166,-0.466422,-0.031746,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.874290,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.7687,0.823565,-1.023158,0.867817,-0.318680,-0.252747,0.164837,0.822407,-1.046046,0.867039,-0.023175,-0.457764,-0.015565,-0.036630,-0.495727,-0.036630,-0.269652,-0.145874,0.209126,-0.270421,-0.146331,0.204920,0.306580,0.371113,2.874684,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.7787,0.823565,-1.023158,0.867435,-0.054947,-0.186813,-0.296703,0.822407,-1.046046,0.867039,-0.023175,-0.457764,-0.007936,-0.041514,-0.471307,-0.031746,-0.269592,-0.145925,0.209143,-0.270421,-0.146331,0.204920,0.306552,0.371100,2.875008,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.7894,0.823565,-1.022777,0.867435,-0.164837,0.362637,-0.142857,0.822407,-1.046046,0.867039,-0.023175,-0.465393,-0.007936,-0.017094,-0.417583,0.002442,-0.269578,-0.145916,0.209214,-0.270421,-0.146331,0.204920,0.306535,0.371126,2.875704,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.7991,0.823947,-1.022777,0.867817,-0.296703,-0.164837,0.098900,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.015565,-0.056166,-0.525030,-0.036630,-0.269624,-0.145939,0.209184,-0.270421,-0.146331,0.204920,0.306586,0.371151,2.876195,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.8091,0.823947,-1.022777,0.867817,-0.098900,0.076923,0.186813,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.015565,-0.061050,-0.476191,-0.051282,-0.269624,-0.145939,0.209184,-0.270421,-0.146331,0.204920,0.306586,0.371151,2.877101,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.8193,0.823947,-1.022777,0.867435,-0.032967,0.186813,0.054947,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.007936,-0.031746,-0.495727,-0.056166,-0.269565,-0.145991,0.209201,-0.270421,-0.146331,0.204920,0.306559,0.371138,2.877856,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.8293,0.823947,-1.023158,0.867435,0.076923,-0.010990,0.164837,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.026862,-0.437119,-0.046398,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.878638,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.8391,0.823947,-1.022777,0.867435,-0.406593,0.208790,0.120880,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.007936,-0.051282,-0.476191,-0.036630,-0.269565,-0.145991,0.209201,-0.270421,-0.146331,0.204920,0.306559,0.371138,2.879350,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.8493,0.823947,-1.022777,0.867435,-0.076923,0.010990,-0.076923,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.007936,-0.070818,-0.481074,-0.075702,-0.269565,-0.145991,0.209201,-0.270421,-0.146331,0.204920,0.306559,0.371138,2.879969,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.8594,0.823565,-1.023158,0.867435,-0.274727,-0.296703,-0.032967,0.822407,-1.046046,0.867039,-0.023175,-0.457764,-0.007936,-0.056166,-0.500610,-0.085470,-0.269592,-0.145925,0.209143,-0.270421,-0.146331,0.204920,0.306552,0.371100,2.880476,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.8697,0.823947,-1.023158,0.867435,0.076923,-0.230770,-0.384617,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.056166,-0.471307,-0.041514,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.880900,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.8797,0.823947,-1.022777,0.867435,-0.032967,0.076923,-0.252747,0.822407,-1.046046,0.867039,-0.030805,-0.465393,-0.007936,-0.070818,-0.476191,-0.041514,-0.269565,-0.145991,0.209201,-0.270421,-0.146331,0.204920,0.306559,0.371138,2.881115,0.000,0.000,0.000,0.023270,0,0.000,1,0.0000,0.0000,0.0000
31.8898,0.823947,-1.023158,0.867435,-0.274727,-0.054947,0.164837,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.061050,-0.485958,-0.036630,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.881105,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.8999,0.823947,-1.023158,0.867054,0.010990,0.098900,-0.186813,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.000306,-0.036630,-0.402930,0.012210,-0.269520,-0.146053,0.209146,-0.270421,-0.146331,0.204920,0.306549,0.371099,2.880928,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.9100,0.823947,-1.023158,0.867435,0.406593,0.032967,0.340660,0.822407,-1.046046,0.867039,-0.030805,-0.457764,-0.007936,-0.041514,-0.461538,0.007326,-0.269579,-0.146001,0.209129,-0.270421,-0.146331,0.204920,0.306577,0.371112,2.880779,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.9201,0.823565,-1.023158,0.867054,-0.296703,0.230770,-0.252747,0.822407,-1.046046,0.867039,-0.023175,-0.457764,-0.000306,-0.007326,-0.446886,-0.017094,-0.269533,-0.145977,0.209159,-0.270421,-0.146331,0.204920,0.306525,0.371086,2.880651,0.000,0.000,0.000,0.022888,0,0.000,1,0.0000,0.0000,0.0000
31.9302,0.823565,-1.023540,0.867054,-0.340660,-0.208790,-0.010990,0.822407,-1.046046,0.867039,-0.023175,-0.450134,-0.000306,-0.007326,-0.451771,0.002442,-0.269548,-0.145987,0.209088,-0.270421,-0.146331,0.204920,0.306543,0.371061,2.880609,0.000,0.000,0.000,0.022507,0,0.000,1,0.0000,0.0000,0.0000
31.9402,0.823565,-1.023921,0.866672,0.098900,-0.252747,-0.076923,0.822407,-1.046046,0.867039,-0.023175,-0.442505,0.007323,-0.007326,-0.432235,0.012210,-0.269503,-0.146049,0.209033,-0.270421,-0.146331,0.204920,0.306533,0.371022,2.880700,0.000,0.000,0.000,0.022125,0,0.000,1,0.0000,0.0000,0.0000
31.9501,0.823565,-1.023921,0.866672,0.076923,0.208790,-0.318680,0.822407,-1.046046,0.867039,-0.023175,-0.442505,0.007323,-0.021978,-0.432235,0.007326,-0.269503,-0.146049,0.209033,-0.270421,-0.146331,0.204920,0.306533,0.371022,2.880898,0.000,0.000,0.000,0.022125,0,0.000,1,0.0000,0.0000,0.0000
31.9603,0.823565,-1.024303,0.866672,0.032967,-0.186813,-0.186813,0.822407,-1.046046,0.867039,-0.023175,-0.434875,0.007323,-0.056166,-0.412699,-0.036630,-0.269518,-0.146059,0.208961,-0.270421,-0.146331,0.204920,0.306550,0.370996,2.881269,0.000,0.000,0.000,0.021744,0,0.000,1,0.0000,0.0000,0.0000
31.9702,0.823565,-1.024303,0.866672,-0.252747,0.340660,0.010990,0.822407,-1.046046,0.867039,-0.023175,-0.434875,0.007323,-0.021978,-0.407814,0.002442,-0.269518,-0.146059,0.208961,-0.270421,-0.146331,0.204920,0.306550,0.370996,2.881791,0.000,0.000,0.000,0.021744,0,0.000,1,0.0000,0.0000,0.0000
31.9804,0.823565,-1.024684,0.866672,-0.142857,-0.010990,-0.010990,0.822407,-1.046046,0.867039,-0.023175,-0.427246,0.007323,-0.017094,-0.378510,0.007326,-0.269533,-0.146068,0.208890,-0.270421,-0.146331,0.204920,0.306568,0.370970,2.882465,0.000,0.000,0.000,0.021362,0,0.000,1,0.0000,0.0000,0.0000
31.9904,0.823565,-1.025066,0.866672,0.142857,-0.142857,-0.208790,0.822407,-1.046046,0.867039,-0.023175,-0.419617,0.007323,-0.002442,-0.398046,-0.002442,-0.269547,-0.146078,0.208818,-0.270421,-0.146331,0.204920,0.306585,0.370944,2.883213,0.000,0.000,0.000,0.020981,0,0.000,1,0.0000,0.0000,0.0000
32.0006,0.823565,-1.025828,0.866672,0.120880,-0.208790,-0.252747,0.822407,-1.046046,0.867039,-0.023175,-0.404358,0.007323,-0.031746,-0.368742,-0.002442,-0.269576,-0.146098,0.208676,-0.270421,-0.146331,0.204920,0.306620,0.370893,2.884002,0.000,0.000,0.000,0.020218,0,0.000,1,0.0000,0.0000,0.0000
32.0106,0.823565,-1.025828,0.866672,-0.032967,0.120880,-0.120880,0.822407,-1.046046,0.867039,-0.023175,-0.404358,0.007323,-0.007326,-0.383394,0.007326,-0.269576,-0.146098,0.208676,-0.270421,-0.146331,0.204920,0.306620,0.370893,2.884718,0.000,0.000,0.000,0.020218,0,0.000,1,0.0000,0.0000,0.0000
32.0206,0.823565,-1.026210,0.867054,-0.164837,-0.274727,0.340660,0.822407,-1.046046,0.867039,-0.023175,-0.396729,-0.000306,-0.036630,-0.368742,-0.026862,-0.269650,-0.146056,0.208588,-0.270421,-0.146331,0.204920,0.306665,0.370880,2.885335,0.000,0.000,0.000,0.019836,0,0.000,1,0.0000,0.0000,0.0000
32.0307,0.823565,-1.026210,0.867054,0.186813,0.010990,0.142857,0.822407,-1.046046,0.867039,-0.023175,-0.396729,-0.000306,-0.046398,-0.407814,-0.031746,-0.269650,-0.146056,0.208588,-0.270421,-0.146331,0.204920,0.306665,0.370880,2.885856,0.000,0.000,0.000,0.019836,0,0.000,1,0.0000,0.0000,0.0000
32.0408,0.823565,-1.026591,0.867054,-0.032967,-0.142857,0.384617,0.822407,-1.046046,0.867039,-0.023175,-0.389099,-0.000306,-0.021978,-0.388278,-0.031746,-0.269664,-0.146066,0.208516,-0.270421,-0.146331,0.204920,0.306682,0.370854,2.886264,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.0509,0.823565,-1.026210,0.866672,-0.274727,-0.032967,0.208790,0.822407,-1.046046,0.867039,-0.023175,-0.396729,0.007323,-0.085470,-0.417583,-0.017094,-0.269591,-0.146108,0.208604,-0.270421,-0.146331,0.204920,0.306637,0.370867,2.886508,0.000,0.000,0.000,0.019836,0,0.000,1,0.0000,0.0000,0.0000
32.0612,0.823565,-1.026591,0.866672,-0.164837,-0.076923,-0.010990,0.822407,-1.046046,0.867039,-0.023175,-0.389099,0.007323,-0.075702,-0.388278,-0.021978,-0.269605,-0.146117,0.208533,-0.270421,-0.146331,0.204920,0.306655,0.370841,2.886583,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.0710,0.823565,-1.026591,0.866672,-0.076923,-0.120880,0.120880,0.822407,-1.046046,0.867039,-0.023175,-0.389099,0.007323,-0.046398,-0.388278,0.002442,-0.269605,-0.146117,0.208533,-0.270421,-0.146331,0.204920,0.306655,0.370841,2.886486,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.0811,0.823565,-1.026591,0.866672,0.274727,-0.032967,0.032967,0.822407,-1.046046,0.867039,-0.023175,-0.389099,0.007323,-0.056166,-0.373627,-0.031746,-0.269605,-0.146117,0.208533,-0.270421,-0.146331,0.204920,0.306655,0.370841,2.886160,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.0912,0.823565,-1.026591,0.866291,-0.164837,-0.076923,-0.208790,0.822407,-1.046046,0.867039,-0.023175,-0.389099,0.014952,-0.065934,-0.388278,0.012210,-0.269546,-0.146169,0.208549,-0.270421,-0.146331,0.204920,0.306628,0.370828,2.885844,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.1011,0.823184,-1.026591,0.867054,-0.384617,0.164837,0.560440,0.822407,-1.046046,0.867039,-0.015546,-0.389099,-0.000306,-0.002442,-0.373627,-0.031746,-0.269677,-0.145990,0.208530,-0.270421,-0.146331,0.204920,0.306658,0.370842,2.885574,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.1112,0.823565,-1.026591,0.866672,-0.054947,0.296703,0.340660,0.822407,-1.046046,0.867039,-0.023175,-0.389099,0.007323,-0.041514,-0.402930,0.026862,-0.269605,-0.146117,0.208533,-0.270421,-0.146331,0.204920,0.306655,0.370841,2.885374,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.1213,0.823565,-1.026591,0.866291,0.120880,0.054947,0.054947,0.822407,-1.046046,0.867039,-0.023175,-0.389099,0.014952,-0.046398,-0.402930,0.031746,-0.269546,-0.146169,0.208549,-0.270421,-0.146331,0.204920,0.306628,0.370828,2.885315,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.1314,0.823565,-1.026591,0.866291,0.318680,0.208790,-0.318680,0.822407,-1.046046,0.867039,-0.023175,-0.389099,0.014952,-0.041514,-0.417583,0.017094,-0.269546,-0.146169,0.208549,-0.270421,-0.146331,0.204920,0.306628,0.370828,2.885403,0.000,0.000,0.000,0.019455,0,0.000,1,0.0000,0.0000,0.0000
32.1415,0.823565,-1.026973,0.866672,-0.098900,-0.230770,0.186813,0.822407,-1.046046,0.867039,-0.023175,-0.381470,0.007323,-0.051282,-0.422466,-0.007326,-0.269619,-0.146127,0.208461,-0.270421,-0.146331,0.204920,0.306672,0.370815,2.885633,0.000,0.000,0.000,0.019073,0,0.000,1,0.0000,0.0000,0.0000
32.1517,0.823565,-1.026973,0.866672,0.186813,0.186813,0.142857,0.822407,-1.046046,0.867039,-0.023175,-0.381470,0.007323,-0.002442,-0.373627,-0.026862,-0.269619,-0.146127,0.208461,-0.270421,-0.146331,0.204920,0.306672,0.370815,2.885979,0.000,0.000,0.000,0.019073,0,0.000,1,0.0000,0.0000,0.0000
32.1618,0.823184,-1.026973,0.866672,0.142857,0.384617,-0.098900,0.822407,-1.046046,0.867039,-0.015546,-0.381470,0.007323,-0.012210,-0.393163,-0.026862,-0.269633,-0.146052,0.208475,-0.270421,-0.146331,0.204920,0.306648,0.370803,2.886409,0.000,0.000,0.000,0.019073,0,0.000,1,0.0000,0.0000,0.0000
32.1720,0.823184,-1.027354,0.866672,-0.032967,0.010990,0.142857,0.822407,-1.046046,0.867039,-0.015546,-0.373840,0.007323,-0.026862,-0.398046,0.026862,-0.269647,-0.146062,0.208403,-0.270421,-0.146331,0.204920,0.306665,0.370777,2.886893,0.000,0.000,0.000,0.018692,0,0.000,1,0.0000,0.0000,0.0000
32.1820,0.823184,-1.027354,0.866672,0.010990,0.208790,-0.054947,0.822407,-1.046046,0.867039,-0.015546,-0.373840,0.007323,-0.031746,-0.349206,0.012210,-0.269647,-0.146062,0.208403,-0.270421,-0.146331,0.204920,0.306665,0.370777,2.887373,0.000,0.000,0.000,0.018692,0,0.000,1,0.0000,0.0000,0.0000
32.1921,0.823184,-1.027354,0.866291,0.032967,0.010990,-0.164837,0.822407,-1.046046,0.867039,-0.015546,-0.373840,0.014952,-0.026862,-0.373627,0.007326,-0.269588,-0.146113,0.208420,-0.270421,-0.146331,0.204920,0.306638,0.370764,2.887849,0.000,0.000,0.000,0.018692,0,0.000,1,0.0000,0.0000,0.0000
32.2020,0.823184,-1.027354,0.866672,-0.230770,0.252747,0.318680,0.822407,-1.046046,0.867039,-0.015546,-0.373840,0.007323,-0.051282,-0.383394,-0.002442,-0.269647,-0.146062,0.208403,-0.270421,-0.146331,0.204920,0.306665,0.370777,2.888319,0.000,0.000,0.000,0.018692,0,0.000,1,0.0000,0.0000,0.0000
32.2122,0.823184,-1.027736,0.866672,-0.362637,-0.032967,-0.120880,0.822407,-1.046046,0.867039,-0.015546,-0.366211,0.007323,-0.061050,-0.378510,-0.002442,-0.269662,-0.146071,0.208332,-0.270421,-0.146331,0.204920,0.306683,0.370751,2.888769,0.000,0.000,0.000,0.018311,0,0.000,1,0.0000,0.0000,0.0000
32.2223,0.823565,-1.027354,0.866672,0.054947,0.318680,0.406593,0.822407,-1.046046,0.867039,-0.023175,-0.373840,0.007323,-0.056166,-0.363858,-0.021978,-0.269634,-0.146137,0.208390,-0.270421,-0.146331,0.204920,0.306689,0.370789,2.889170,0.000,0.000,0.000,0.018692,0,0.000,1,0.0000,0.0000,0.0000
32.2324,0.823565,-1.027736,0.866291,0.164837,0.274727,-0.274727,0.822407,-1.046046,0.867039,-0.023175,-0.366211,0.014952,-0.041514,-0.349206,-0.017094,-0.269589,-0.146198,0.208335,-0.270421,-0.146331,0.204920,0.306680,0.370750,2.889525,0.000,0.000,0.000,0.018311,0,0.000,1,0.0000,0.0000,0.0000
32.2424,0.823565,-1.027736,0.866291,0.164837,-0.230770,-0.362637,0.822407,-1.046046,0.867039,-0.023175,-0.366211,0.014952,-0.051282,-0.417583,-0.017094,-0.269589,-0.146198,0.208335,-0.270421,-0.146331,0.204920,0.306680,0.370750,2.889806,0.000,0.000,0.000,0.018311,0,0.000,1,0.0000,0.0000,0.0000
32.2525,0.823184,-1.028117,0.866672,0.032967,-0.186813,-0.076923,0.822407,-1.046046,0.867039,-0.015546,-0.358582,0.007323,-0.056166,-0.398046,0.007326,-0.269676,-0.146081,0.208261,-0.270421,-0.146331,0.204920,0.306700,0.370725,2.889994,0.000,0.000,0.000,0.017929,0,0.000,1,0.0000,0.0000,0.0000
32.2627,0.823565,-1.027736,0.867054,0.208790,0.032967,0.362637,0.822407,-1.046046,0.867039,-0.023175,-0.366211,-0.000306,-0.046398,-0.368742,-0.021978,-0.269707,-0.146095,0.208302,-0.270421,-0.146331,0.204920,0.306734,0.370777,2.890106,0.000,0.000,0.000,0.018311,0,0.000,1,0.0000,0.0000,0.0000
