t,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,yaw,ls_y,rs_x,rs_y,lag_rad,frozen,f_press_N,chassis,w0,w1,w2
193.0402,0.711793,-1.030025,0.754137,0.054947,-0.098900,0.032967,0.709276,-1.046046,0.753908,-0.050328,-0.320435,-0.004571,-0.065934,-0.339438,-0.026862,-0.255897,-0.139097,0.216548,-0.256662,-0.139142,0.213730,0.291258,0.362939,2.801165,0.000,0.000,0.000,0.016022,0,0.000,1,0.0000,0.0000,0.0000
193.0494,0.711793,-1.030025,0.753755,-0.054947,0.054947,-0.098900,0.709276,-1.046046,0.753908,-0.050328,-0.320435,0.003059,-0.061050,-0.280830,-0.021978,-0.255840,-0.139143,0.216564,-0.256662,-0.139142,0.213730,0.291229,0.362925,2.801149,0.000,0.000,0.000,0.016022,0,0.000,1,0.0000,0.0000,0.0000
193.0601,0.711793,-1.030025,0.754137,-0.186813,0.164837,0.274727,0.709276,-1.046046,0.753908,-0.050328,-0.320435,-0.004571,-0.085470,-0.266178,0.002442,-0.255897,-0.139097,0.216548,-0.256662,-0.139142,0.213730,0.291258,0.362939,2.801154,0.000,0.000,0.000,0.016022,0,0.000,1,0.0000,0.0000,0.0000
193.0701,0.711411,-1.030406,0.754137,-0.296703,0.164837,0.340660,0.709276,-1.046046,0.753908,-0.042699,-0.312805,-0.004571,-0.070818,-0.305250,-0.017094,-0.255924,-0.139037,0.216492,-0.256662,-0.139142,0.213730,0.291253,0.362901,2.801172,0.000,0.000,0.000,0.015640,0,0.000,1,0.0000,0.0000,0.0000
193.0805,0.711793,-1.030406,0.754137,0.076923,-0.010990,-0.032967,0.709276,-1.046046,0.753908,-0.050328,-0.312805,-0.004571,-0.070818,-0.305250,-0.012210,-0.255915,-0.139109,0.216479,-0.256662,-0.139142,0.213730,0.291279,0.362914,2.801197,0.000,0.000,0.000,0.015640,0,0.000,1,0.0000,0.0000,0.0000
193.0901,0.711793,-1.030406,0.754137,-0.186813,0.098900,-0.098900,0.709276,-1.046046,0.753908,-0.050328,-0.312805,-0.004571,-0.065934,-0.315019,-0.026862,-0.255915,-0.139109,0.216479,-0.256662,-0.139142,0.213730,0.291279,0.362914,2.801236,0.000,0.000,0.000,0.015640,0,0.000,1,0.0000,0.0000,0.0000
193.0998,0.711793,-1.030406,0.754137,0.010990,0.120880,0.230770,0.709276,-1.046046,0.753908,-0.050328,-0.312805,-0.004571,-0.061050,-0.344322,-0.036630,-0.255915,-0.139109,0.216479,-0.256662,-0.139142,0.213730,0.291279,0.362914,2.801276,0.000,0.000,0.000,0.015640,0,0.000,1,0.0000,0.0000,0.0000
193.1104,0.711793,-1.030788,0.754137,0.076923,-0.054947,-0.120880,0.709276,-1.046046,0.753908,-0.050328,-0.305176,-0.004571,-0.095238,-0.251526,-0.051282,-0.255933,-0.139120,0.216410,-0.256662,-0.139142,0.213730,0.291300,0.362890,2.801311,0.000,0.000,0.000,0.015259,0,0.000,1,0.0000,0.0000,0.0000
193.1206,0.711793,-1.031169,0.754137,-0.164837,-0.032967,0.010990,0.709276,-1.046046,0.753908,-0.050328,-0.297546,-0.004571,-0.105006,-0.300366,-0.041514,-0.255950,-0.139132,0.216340,-0.256662,-0.139142,0.213730,0.291322,0.362865,2.801324,0.000,0.000,0.000,0.014877,0,0.000,1,0.0000,0.0000,0.0000
193.1307,0.711793,-1.031169,0.754137,-0.076923,-0.230770,-0.076923,0.709276,-1.046046,0.753908,-0.050328,-0.297546,-0.004571,-0.105006,-0.280830,-0.041514,-0.255950,-0.139132,0.216340,-0.256662,-0.139142,0.213730,0.291322,0.362865,2.801343,0.000,0.000,0.000,0.014877,0,0.000,1,0.0000,0.0000,0.0000
193.1411,0.711793,-1.031551,0.754137,-0.274727,-0.274727,-0.164837,0.709276,-1.046046,0.753908,-0.050328,-0.289917,-0.004571,-0.100122,-0.368742,-0.036630,-0.255968,-0.139144,0.216271,-0.256662,-0.139142,0.213730,0.291343,0.362841,2.801343,0.000,0.000,0.000,0.014496,0,0.000,1,0.0000,0.0000,0.0000
193.1503,0.711793,-1.031551,0.754137,-0.142857,0.252747,-0.054947,0.709276,-1.046046,0.753908,-0.050328,-0.289917,-0.004571,-0.100122,-0.236875,-0.036630,-0.255968,-0.139144,0.216271,-0.256662,-0.139142,0.213730,0.291343,0.362841,2.801351,0.000,0.000,0.000,0.014496,0,0.000,1,0.0000,0.0000,0.0000
193.1612,0.711793,-1.031551,0.754137,-0.076923,-0.032967,-0.274727,0.709276,-1.046046,0.753908,-0.050328,-0.289917,-0.004571,-0.065934,-0.285714,-0.007326,-0.255968,-0.139144,0.216271,-0.256662,-0.139142,0.213730,0.291343,0.362841,2.801346,0.000,0.000,0.000,0.014496,0,0.000,1,0.0000,0.0000,0.0000
193.1704,0.711793,-1.031551,0.754518,0.120880,0.120880,0.076923,0.709276,-1.046046,0.753908,-0.050328,-0.289917,-0.012200,-0.065934,-0.305250,-0.017094,-0.256026,-0.139098,0.216255,-0.256662,-0.139142,0.213730,0.291372,0.362855,2.801343,0.000,0.000,0.000,0.014496,0,0.000,1,0.0000,0.0000,0.0000
193.1812,0.711793,-1.031932,0.754137,0.032967,-0.406593,-0.142857,0.709276,-1.046046,0.753908,-0.050328,-0.282288,-0.004571,-0.065934,-0.251526,-0.036630,-0.255986,-0.139155,0.216201,-0.256662,-0.139142,0.213730,0.291364,0.362817,2.801342,0.000,0.000,0.000,0.014114,0,0.000,1,0.0000,0.0000,0.0000
193.1905,0.711793,-1.031932,0.754137,0.230770,-0.186813,-0.054947,0.709276,-1.046046,0.753908,-0.050328,-0.282288,-0.004571,-0.075702,-0.354091,-0.026862,-0.255986,-0.139155,0.216201,-0.256662,-0.139142,0.213730,0.291364,0.362817,2.801344,0.000,0.000,0.000,0.014114,0,0.000,1,0.0000,0.0000,0.0000
193.2011,0.711793,-1.031932,0.754518,0.010990,0.296703,0.252747,0.709276,-1.046046,0.753908,-0.050328,-0.282288,-0.012200,-0.065934,-0.261294,-0.026862,-0.256043,-0.139110,0.216185,-0.256662,-0.139142,0.213730,0.291393,0.362830,2.801345,0.000,0.000,0.000,0.014114,0,0.000,1,0.0000,0.0000,0.0000
193.2107,0.711793,-1.031932,0.754518,-0.032967,0.340660,0.054947,0.709276,-1.046046,0.753908,-0.050328,-0.282288,-0.012200,-0.046398,-0.231990,-0.036630,-0.256043,-0.139110,0.216185,-0.256662,-0.139142,0.213730,0.291393,0.362830,2.801370,0.000,0.000,0.000,0.014114,0,0.000,1,0.0000,0.0000,0.0000
193.2206,0.711793,-1.032313,0.754518,0.208790,-0.296703,0.120880,0.709276,-1.046046,0.753908,-0.050328,-0.274658,-0.012200,-0.065934,-0.285714,-0.031746,-0.256061,-0.139121,0.216116,-0.256662,-0.139142,0.213730,0.291414,0.362806,2.801389,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.2310,0.711793,-1.032695,0.754518,-0.384617,-0.274727,0.032967,0.709276,-1.046046,0.753908,-0.050328,-0.267029,-0.012200,-0.075702,-0.236875,-0.046398,-0.256079,-0.139133,0.216047,-0.256662,-0.139142,0.213730,0.291435,0.362782,2.801424,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.2410,0.711793,-1.032313,0.754518,0.010990,-0.208790,-0.010990,0.709276,-1.046046,0.753908,-0.050328,-0.274658,-0.012200,-0.056166,-0.285714,-0.041514,-0.256061,-0.139121,0.216116,-0.256662,-0.139142,0.213730,0.291414,0.362806,2.801458,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.2510,0.712174,-1.032313,0.754518,0.252747,0.164837,-0.098900,0.709276,-1.046046,0.753908,-0.057957,-0.274658,-0.012200,-0.075702,-0.241758,-0.017094,-0.256052,-0.139193,0.216103,-0.256662,-0.139142,0.213730,0.291440,0.362819,2.801496,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.2612,0.712174,-1.032695,0.754518,0.340660,-0.340660,-0.428570,0.709276,-1.046046,0.753908,-0.057957,-0.267029,-0.012200,-0.070818,-0.271062,-0.051282,-0.256070,-0.139204,0.216033,-0.256662,-0.139142,0.213730,0.291461,0.362795,2.801515,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.2711,0.712174,-1.032695,0.754518,0.230770,0.076923,-0.120880,0.709276,-1.046046,0.753908,-0.057957,-0.267029,-0.012200,-0.051282,-0.212454,-0.007326,-0.256070,-0.139204,0.216033,-0.256662,-0.139142,0.213730,0.291461,0.362795,2.801535,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.2814,0.712174,-1.032695,0.754518,0.010990,0.032967,0.208790,0.709276,-1.046046,0.753908,-0.057957,-0.267029,-0.012200,-0.070818,-0.319902,0.002442,-0.256070,-0.139204,0.216033,-0.256662,-0.139142,0.213730,0.291461,0.362795,2.801547,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.2913,0.712174,-1.032695,0.754518,0.120880,0.186813,0.098900,0.709276,-1.046046,0.753908,-0.057957,-0.267029,-0.012200,-0.075702,-0.295483,-0.012210,-0.256070,-0.139204,0.216033,-0.256662,-0.139142,0.213730,0.291461,0.362795,2.801563,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.3015,0.712174,-1.032695,0.754518,-0.164837,0.296703,-0.076923,0.709276,-1.046046,0.753908,-0.057957,-0.267029,-0.012200,-0.070818,-0.280830,-0.021978,-0.256070,-0.139204,0.216033,-0.256662,-0.139142,0.213730,0.291461,0.362795,2.801574,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.3113,0.712174,-1.032695,0.754518,-0.164837,0.208790,0.054947,0.709276,-1.046046,0.753908,-0.057957,-0.267029,-0.012200,-0.065934,-0.290598,-0.007326,-0.256070,-0.139204,0.216033,-0.256662,-0.139142,0.213730,0.291461,0.362795,2.801581,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.3216,0.712174,-1.033076,0.754518,-0.274727,-0.318680,-0.076923,0.709276,-1.046046,0.753908,-0.057957,-0.259399,-0.012200,-0.105006,-0.266178,-0.017094,-0.256087,-0.139216,0.215964,-0.256662,-0.139142,0.213730,0.291482,0.362770,2.801598,0.000,0.000,0.000,0.012970,0,0.000,1,0.0000,0.0000,0.0000
193.3319,0.712174,-1.032695,0.754518,-0.120880,0.208790,-0.076923,0.709276,-1.046046,0.753908,-0.057957,-0.267029,-0.012200,-0.080586,-0.271062,-0.017094,-0.256070,-0.139204,0.216033,-0.256662,-0.139142,0.213730,0.291461,0.362795,2.801612,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.3421,0.712556,-1.033076,0.754518,0.120880,-0.032967,-0.340660,0.709276,-1.046046,0.753908,-0.065587,-0.259399,-0.012200,-0.090354,-0.212454,-0.007326,-0.256078,-0.139287,0.215951,-0.256662,-0.139142,0.213730,0.291508,0.362783,2.801637,0.000,0.000,0.000,0.012970,0,0.000,1,0.0000,0.0000,0.0000
193.3523,0.712174,-1.033076,0.754518,-0.142857,-0.032967,-0.318680,0.709276,-1.046046,0.753908,-0.057957,-0.259399,-0.012200,-0.090354,-0.251526,-0.046398,-0.256087,-0.139216,0.215964,-0.256662,-0.139142,0.213730,0.291482,0.362770,2.801669,0.000,0.000,0.000,0.012970,0,0.000,1,0.0000,0.0000,0.0000
193.3621,0.712556,-1.032695,0.754900,0.120880,0.208790,0.230770,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.090354,-0.305250,-0.017094,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.801702,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.3724,0.712556,-1.032695,0.754900,0.340660,0.164837,-0.010990,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.061050,-0.251526,-0.012210,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.801731,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.3823,0.712556,-1.033076,0.754900,0.406593,-0.054947,0.230770,0.709276,-1.046046,0.753908,-0.065587,-0.259399,-0.019829,-0.080586,-0.261294,-0.041514,-0.256135,-0.139241,0.215935,-0.256662,-0.139142,0.213730,0.291536,0.362797,2.801775,0.000,0.000,0.000,0.012970,0,0.000,1,0.0000,0.0000,0.0000
193.3924,0.712556,-1.032695,0.754900,-0.054947,0.098900,-0.010990,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.080586,-0.358974,-0.021978,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.801809,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4024,0.712556,-1.032695,0.754518,-0.164837,-0.098900,-0.010990,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.012200,-0.085470,-0.319902,-0.017094,-0.256060,-0.139275,0.216020,-0.256662,-0.139142,0.213730,0.291487,0.362807,2.801826,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4126,0.712556,-1.032695,0.754518,0.054947,0.010990,-0.208790,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.012200,-0.100122,-0.305250,-0.031746,-0.256060,-0.139275,0.216020,-0.256662,-0.139142,0.213730,0.291487,0.362807,2.801840,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4227,0.712937,-1.033076,0.754518,0.120880,-0.516483,-0.450550,0.709276,-1.046046,0.753908,-0.073216,-0.259399,-0.012200,-0.119658,-0.295483,-0.021978,-0.256068,-0.139358,0.215938,-0.256662,-0.139142,0.213730,0.291534,0.362796,2.801850,0.000,0.000,0.000,0.012970,0,0.000,1,0.0000,0.0000,0.0000
193.4326,0.712556,-1.032695,0.754900,0.098900,0.010990,-0.076923,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.114774,-0.290598,-0.036630,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.801860,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4428,0.712556,-1.032695,0.754900,-0.054947,0.010990,0.318680,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.080586,-0.271062,-0.017094,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.801875,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4528,0.712556,-1.032695,0.754518,0.076923,-0.142857,-0.164837,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.012200,-0.095238,-0.295483,-0.041514,-0.256060,-0.139275,0.216020,-0.256662,-0.139142,0.213730,0.291487,0.362807,2.801889,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4626,0.712556,-1.032695,0.754900,-0.054947,0.098900,-0.120880,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.095238,-0.275947,-0.036630,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.801906,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4731,0.712556,-1.032695,0.754900,0.032967,-0.076923,0.076923,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.085470,-0.319902,-0.026862,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.801924,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4832,0.712556,-1.032695,0.754518,-0.208790,-0.230770,-0.010990,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.012200,-0.085470,-0.285714,-0.026862,-0.256060,-0.139275,0.216020,-0.256662,-0.139142,0.213730,0.291487,0.362807,2.801949,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.4932,0.712556,-1.032313,0.754518,-0.186813,0.296703,-0.340660,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.095238,-0.295483,-0.021978,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.801990,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.5031,0.712556,-1.032695,0.754900,0.274727,0.010990,0.274727,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.070818,-0.285714,0.007326,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.802046,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.5138,0.712556,-1.032313,0.754900,0.054947,0.296703,0.010990,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.019829,-0.075702,-0.329670,-0.021978,-0.256100,-0.139218,0.216074,-0.256662,-0.139142,0.213730,0.291494,0.362845,2.802083,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.5235,0.712937,-1.032695,0.754518,0.252747,-0.054947,0.076923,0.709276,-1.046046,0.753908,-0.073216,-0.267029,-0.012200,-0.100122,-0.300366,-0.017094,-0.256051,-0.139347,0.216007,-0.256662,-0.139142,0.213730,0.291512,0.362820,2.802120,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.5333,0.712556,-1.032695,0.754900,-0.120880,-0.098900,0.208790,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.134310,-0.256411,-0.031746,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.802172,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.5435,0.712556,-1.032695,0.754518,0.032967,-0.054947,-0.252747,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.012200,-0.095238,-0.280830,-0.036630,-0.256060,-0.139275,0.216020,-0.256662,-0.139142,0.213730,0.291487,0.362807,2.802200,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.5538,0.712556,-1.032313,0.754518,0.098900,0.076923,-0.054947,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.075702,-0.334555,-0.021978,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802220,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.5641,0.712556,-1.032695,0.754518,0.230770,-0.120880,-0.186813,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.012200,-0.090354,-0.300366,-0.026862,-0.256060,-0.139275,0.216020,-0.256662,-0.139142,0.213730,0.291487,0.362807,2.802229,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.5740,0.712556,-1.032313,0.754518,-0.274727,0.186813,0.076923,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.109890,-0.300366,-0.021978,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802244,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.5842,0.712556,-1.032695,0.754900,0.032967,-0.076923,0.582417,0.709276,-1.046046,0.753908,-0.065587,-0.267029,-0.019829,-0.075702,-0.295483,-0.002442,-0.256118,-0.139230,0.216005,-0.256662,-0.139142,0.213730,0.291515,0.362821,2.802246,0.000,0.000,0.000,0.013351,0,0.000,1,0.0000,0.0000,0.0000
193.5942,0.712556,-1.032313,0.754518,0.010990,-0.142857,-0.208790,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.105006,-0.315019,-0.031746,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802254,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6042,0.712556,-1.032313,0.754518,-0.032967,0.252747,-0.164837,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.085470,-0.295483,-0.031746,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802269,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6143,0.712556,-1.032313,0.754518,0.010990,0.318680,-0.252747,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.085470,-0.319902,-0.007326,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802274,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6256,0.712556,-1.032313,0.754518,0.032967,0.318680,0.230770,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.109890,-0.285714,0.012210,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802291,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6346,0.712556,-1.032313,0.754518,0.076923,-0.032967,-0.230770,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.080586,-0.280830,-0.031746,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802321,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6445,0.712556,-1.032313,0.754900,-0.054947,-0.164837,0.252747,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.019829,-0.070818,-0.271062,-0.012210,-0.256100,-0.139218,0.216074,-0.256662,-0.139142,0.213730,0.291494,0.362845,2.802360,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6544,0.712556,-1.032313,0.754900,0.252747,0.252747,0.296703,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.019829,-0.070818,-0.310134,-0.021978,-0.256100,-0.139218,0.216074,-0.256662,-0.139142,0.213730,0.291494,0.362845,2.802406,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6647,0.712556,-1.032313,0.754518,-0.164837,-0.098900,0.076923,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.085470,-0.280830,-0.041514,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802454,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6744,0.712556,-1.032313,0.754518,-0.208790,-0.076923,0.076923,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.095238,-0.349206,-0.021978,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802493,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6846,0.712556,-1.032313,0.754518,-0.076923,-0.076923,-0.098900,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.090354,-0.275947,-0.026862,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802517,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.6947,0.712556,-1.032313,0.754518,0.010990,-0.208790,0.142857,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.090354,-0.290598,0.002442,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802544,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.7047,0.712556,-1.032313,0.754518,0.274727,-0.076923,-0.362637,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.085470,-0.315019,-0.036630,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802554,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.7148,0.712556,-1.032313,0.754518,0.076923,0.054947,-0.164837,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.075702,-0.329670,-0.031746,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802556,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.7250,0.712174,-1.032313,0.754518,-0.054947,0.252747,-0.296703,0.709276,-1.046046,0.753908,-0.057957,-0.274658,-0.012200,-0.056166,-0.251526,-0.036630,-0.256052,-0.139193,0.216103,-0.256662,-0.139142,0.213730,0.291440,0.362819,2.802557,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.7350,0.712174,-1.032313,0.754518,-0.274727,0.120880,0.120880,0.709276,-1.046046,0.753908,-0.057957,-0.274658,-0.012200,-0.056166,-0.300366,-0.002442,-0.256052,-0.139193,0.216103,-0.256662,-0.139142,0.213730,0.291440,0.362819,2.802557,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.7454,0.712174,-1.032313,0.754518,-0.274727,0.032967,0.340660,0.709276,-1.046046,0.753908,-0.057957,-0.274658,-0.012200,-0.085470,-0.261294,0.021978,-0.256052,-0.139193,0.216103,-0.256662,-0.139142,0.213730,0.291440,0.362819,2.802554,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.7551,0.712556,-1.032313,0.754518,0.164837,-0.208790,0.274727,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.095238,-0.319902,-0.021978,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802545,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.7651,0.712556,-1.032313,0.754518,0.274727,-0.318680,0.208790,0.709276,-1.046046,0.753908,-0.065587,-0.274658,-0.012200,-0.061050,-0.285714,-0.007326,-0.256042,-0.139264,0.216090,-0.256662,-0.139142,0.213730,0.291466,0.362832,2.802536,0.000,0.000,0.000,0.013733,0,0.000,1,0.0000,0.0000,0.0000
193.7752,0.712174,-1.031932,0.754900,0.098900,0.142857,0.252747,0.709276,-1.046046,0.753908,-0.057957,-0.282288,-0.019829,-0.051282,-0.300366,-0.026862,-0.256092,-0.139135,0.216157,-0.256662,-0.139142,0.213730,0.291447,0.362857,2.802547,0.000,0.000,0.000,0.014114,0,0.000,1,0.0000,0.0000,0.0000
193.7851,0.712174,-1.031932,0.754518,0.230770,0.010990,-0.274727,0.709276,-1.046046,0.753908,-0.057957,-0.282288,-0.012200,-0.080586,-0.329670,-0.012210,-0.256034,-0.139181,0.216172,-0.256662,-0.139142,0.213730,0.291419,0.362843,2.802565,0.000,0.000,0.000,0.014114,0,0.000,1,0.0000,0.0000,0.0000
193.7951,0.712556,-1.031932,0.754518,0.604397,-0.120880,-0.098900,0.709276,-1.046046,0.753908,-0.065587,-0.282288,-0.012200,-0.070818,-0.305250,-0.017094,-0.256025,-0.139252,0.216159,-0.256662,-0.139142,0.213730,0.291444,0.362856,2.802598,0.000,0.000,0.000,0.014114,0,0.000,1,0.0000,0.0000,0.0000
193.8052,0.712174,-1.031932,0.754518,-0.384617,-0.010990,0.252747,0.709276,-1.046046,0.753908,-0.057957,-0.282288,-0.012200,-0.080586,-0.305250,0.002442,-0.256034,-0.139181,0.216172,-0.256662,-0.139142,0.213730,0.291419,0.362843,2.802631,0.000,0.000,0.000,0.014114,0,0.000,1,0.0000,0.0000,0.0000
