t,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,yaw,ls_y,rs_x,rs_y,lag_rad,frozen,f_press_N
13.8602,0.380672,0.340236,0.402416,0.142857,-0.142857,-0.164837,0.381747,0.345813,0.401622,0.097453,0.188332,0.059715,-0.007326,0.085470,-0.056166,-0.013129,-0.002241,0.416815,-0.011725,-0.001912,0.417370,0.013319,0.417028,-3.048036,0.166,0.000,-0.000,0.004827,0,1.308
13.8702,0.380672,0.340617,0.402798,0.142857,0.142857,0.032967,0.382325,0.346423,0.402215,0.111431,0.195336,0.066336,0.007326,0.109890,-0.061050,-0.013131,-0.002148,0.416860,-0.011725,-0.001911,0.417503,0.013306,0.417072,-3.048020,0.166,0.000,-0.000,0.005196,0,1.350
13.8799,0.381054,0.340617,0.403179,0.230770,0.120880,0.186813,0.382923,0.347013,0.402807,0.118182,0.209567,0.072958,-0.026862,0.134310,-0.061050,-0.013213,-0.002195,0.416901,-0.011725,-0.001911,0.417636,0.013394,0.417116,-3.048011,0.166,0.000,-0.000,0.005806,0,1.391
13.8912,0.382961,0.341380,0.404705,0.164837,0.252747,-0.032967,0.383918,0.347960,0.403780,0.102321,0.215703,0.064275,-0.026862,0.134310,-0.070818,-0.013380,-0.002381,0.417139,-0.011726,-0.001910,0.417769,0.013591,0.417360,-3.047929,0.166,0.000,-0.000,0.005633,0,1.433
13.9011,0.383343,0.341380,0.405086,0.098900,-0.010990,-0.120880,0.384516,0.348550,0.404373,0.109062,0.229941,0.070901,-0.026862,0.144078,-0.036630,-0.013462,-0.002428,0.417180,-0.011726,-0.001910,0.417902,0.013679,0.417404,-3.047906,0.166,0.000,-0.000,0.006580,0,1.474
13.9112,0.383343,0.341380,0.405468,-0.186813,-0.186813,0.186813,0.385060,0.349104,0.404930,0.122344,0.243468,0.076809,-0.012210,0.124542,-0.075702,-0.013544,-0.002381,0.417200,-0.011726,-0.001910,0.418034,0.013751,0.417426,-3.047906,0.166,0.000,-0.000,0.007170,0,1.516
13.9216,0.384487,0.342143,0.406231,0.362637,-0.098900,-0.120880,0.385874,0.349910,0.405719,0.118153,0.246768,0.079738,-0.021978,0.129426,-0.041514,-0.013548,-0.002475,0.417354,-0.011726,-0.001910,0.418167,0.013772,0.417582,-3.047887,0.166,0.000,-0.000,0.006961,0,1.557
13.9315,0.384869,0.342143,0.406612,-0.076923,-0.010990,0.120880,0.386473,0.350499,0.406312,0.124899,0.261005,0.086361,-0.036630,0.158731,-0.036630,-0.013630,-0.002521,0.417396,-0.011726,-0.001910,0.418300,0.013861,0.417626,-3.047873,0.166,0.000,-0.000,0.007767,0,1.599
13.9413,0.386013,0.342906,0.408138,0.054947,0.032967,0.626373,0.387359,0.351376,0.407212,0.122138,0.265717,0.076224,0.002442,0.188034,-0.021978,-0.013798,-0.002521,0.417590,-0.011726,-0.001910,0.418433,0.014026,0.417825,-3.047871,0.166,0.000,-0.000,0.007594,0,1.640
13.9517,0.387539,0.343287,0.408901,0.208790,-0.032967,-0.274727,0.388194,0.352161,0.408002,0.110715,0.276252,0.079153,-0.070818,0.197803,-0.041514,-0.013882,-0.002755,0.417741,-0.011726,-0.001909,0.418566,0.014153,0.417980,-3.047859,0.166,0.000,-0.000,0.008088,0,1.682
13.9619,0.387920,0.343669,0.409283,0.142857,-0.054947,-0.098900,0.388828,0.352806,0.408630,0.118176,0.283959,0.086475,-0.002442,0.153846,-0.061050,-0.013884,-0.002756,0.417807,-0.011726,-0.001910,0.418699,0.014155,0.418047,-3.047862,0.166,0.000,-0.000,0.008492,0,1.723
13.9718,0.388683,0.343669,0.409664,0.032967,0.076923,0.164837,0.389482,0.353431,0.409258,0.118395,0.298902,0.093805,-0.090354,0.188034,-0.017094,-0.013966,-0.002896,0.417870,-0.011726,-0.001909,0.418831,0.014263,0.418113,-3.047855,0.166,0.000,-0.000,0.009137,0,1.765
13.9821,0.389446,0.343669,0.410427,0.296703,-0.384617,0.384617,0.390171,0.354091,0.409941,0.119325,0.314553,0.094603,-0.065934,0.188034,-0.051282,-0.014130,-0.002989,0.417952,-0.011726,-0.001909,0.418964,0.014442,0.418201,-3.047849,0.166,0.000,-0.000,0.009762,0,1.806
13.9921,0.389446,0.343669,0.410427,0.296703,-0.384617,0.384617,0.390680,0.354610,0.410443,0.131895,0.327376,0.107039,-0.065934,0.188034,-0.051282,-0.014130,-0.002989,0.417952,-0.011726,-0.001909,0.419097,0.014442,0.418201,-3.047849,0.166,0.000,-0.000,0.010422,0,1.848
14.0022,0.390209,0.344432,0.410808,0.384617,0.164837,-0.186813,0.391404,0.355345,0.411142,0.133522,0.329263,0.115787,-0.002442,0.207570,-0.051282,-0.014052,-0.003037,0.418066,-0.011726,-0.001909,0.419230,0.014377,0.418313,-3.047837,0.166,0.000,-0.000,0.010178,0,1.889
14.0123,0.390591,0.344432,0.411571,-0.186813,0.120880,0.208790,0.392037,0.355970,0.411790,0.140974,0.344212,0.115877,-0.056166,0.217339,-0.031746,-0.014216,-0.003036,0.418126,-0.011726,-0.001909,0.419363,0.014536,0.418379,-3.047820,0.166,0.000,-0.000,0.010914,0,1.931
14.0227,0.391353,0.344432,0.411571,0.538460,-0.010990,-0.076923,0.392656,0.356560,0.412363,0.140483,0.358448,0.129735,-0.007326,0.207570,-0.021978,-0.014216,-0.003223,0.418169,-0.011726,-0.001909,0.419496,0.014577,0.418423,-3.047820,0.166,0.000,-0.000,0.011539,0,1.972
14.0318,0.392116,0.345195,0.412334,0.296703,0.164837,-0.032967,0.393415,0.357331,0.413117,0.142809,0.361049,0.131959,-0.017094,0.222222,-0.046398,-0.014221,-0.003224,0.418302,-0.011726,-0.001909,0.419629,0.014582,0.418556,-3.047789,0.166,0.000,-0.000,0.011365,0,2.014
14.0423,0.398601,0.348628,0.417293,0.318680,0.142857,-0.274727,0.395634,0.359405,0.415261,0.059835,0.336382,0.078022,-0.041514,0.241758,-0.012210,-0.014569,-0.003791,0.419150,-0.011726,-0.001906,0.419761,0.015054,0.419421,-3.047581,0.166,0.000,-0.000,0.008703,0,2.055
14.0523,0.399746,0.349772,0.418819,0.252747,0.010990,0.362637,0.396555,0.360338,0.416197,0.057765,0.334584,0.068591,-0.051282,0.197803,-0.021978,-0.014658,-0.003745,0.419370,-0.011726,-0.001906,0.419894,0.015129,0.419642,-3.047567,0.166,0.000,-0.000,0.009633,0,2.097
14.0622,0.400890,0.350917,0.419582,0.362637,0.142857,0.296703,0.397405,0.361199,0.417021,0.054278,0.331359,0.072226,-0.031746,0.168498,-0.012210,-0.014583,-0.003794,0.419550,-0.011726,-0.001906,0.420027,0.015068,0.419820,-3.047559,0.166,0.000,-0.000,0.009421,0,2.138
14.0722,0.401272,0.351298,0.419964,0.098900,-0.252747,0.098900,0.398039,0.361844,0.417649,0.061738,0.339068,0.079547,-0.061050,0.227106,-0.012210,-0.014585,-0.003795,0.419616,-0.011726,-0.001906,0.420160,0.015071,0.419887,-3.047568,0.166,0.000,-0.000,0.009901,0,2.180
14.0822,0.401653,0.352443,0.420727,-0.098900,0.318680,0.340660,0.398779,0.362634,0.418403,0.071324,0.334422,0.081754,-0.056166,0.231990,0.012210,-0.014510,-0.003656,0.419754,-0.011726,-0.001906,0.420293,0.014963,0.420020,-3.047569,0.166,0.000,-0.000,0.009401,0,2.221
14.0926,0.402416,0.353206,0.421108,0.076923,0.142857,-0.054947,0.399503,0.363370,0.419102,0.072958,0.336307,0.090499,-0.002442,0.197803,-0.036630,-0.014432,-0.003704,0.419867,-0.011726,-0.001906,0.420426,0.014900,0.420131,-3.047574,0.166,0.000,-0.000,0.009429,0,2.263
14.1027,0.402798,0.353206,0.421108,0.340660,-0.120880,-0.252747,0.400067,0.363924,0.419639,0.078994,0.349838,0.103648,-0.026862,0.217339,-0.012210,-0.014432,-0.003798,0.419888,-0.011726,-0.001906,0.420558,0.014924,0.420153,-3.047577,0.166,0.000,-0.000,0.010164,0,2.304
14.1125,0.403179,0.354731,0.422253,0.010990,-0.076923,-0.032967,0.400878,0.364805,0.420483,0.090014,0.339365,0.100007,-0.036630,0.188034,-0.017094,-0.014359,-0.003565,0.420071,-0.011726,-0.001906,0.420691,0.014795,0.420331,-3.047595,0.166,0.000,-0.000,0.009193,0,2.346
14.1228,0.403561,0.355494,0.423016,-0.142857,0.230770,0.142857,0.401583,0.365541,0.421202,0.098892,0.341251,0.101507,-0.012210,0.188034,-0.021978,-0.014363,-0.003472,0.420183,-0.011726,-0.001906,0.420824,0.014777,0.420442,-3.047594,0.166,0.000,-0.000,0.009311,0,2.387
14.1324,0.404323,0.357020,0.423779,-0.098900,0.208790,-0.164837,0.402413,0.366422,0.422026,0.102646,0.330780,0.105144,0.012210,0.163614,-0.012210,-0.014208,-0.003380,0.420367,-0.011726,-0.001906,0.420957,0.014604,0.420620,-3.047580,0.166,0.000,-0.000,0.008520,0,2.429
14.1428,0.405086,0.358165,0.424542,0.054947,0.010990,-0.318680,0.403207,0.367248,0.422816,0.105692,0.326842,0.108072,-0.007326,0.163614,-0.021978,-0.014132,-0.003335,0.420525,-0.011726,-0.001906,0.421090,0.014520,0.420776,-3.047566,0.166,0.000,-0.000,0.008257,0,2.470
14.1532,0.405468,0.359310,0.425687,-0.186813,0.340660,0.252747,0.403982,0.368075,0.423626,0.115972,0.322895,0.103762,-0.017094,0.158731,0.002442,-0.014138,-0.003148,0.420682,-0.011726,-0.001906,0.421223,0.014485,0.420931,-3.047524,0.166,0.000,-0.000,0.007938,0,2.512
14.1631,0.406231,0.360454,0.426068,-0.098900,0.230770,0.230770,0.404740,0.368866,0.424361,0.118289,0.318250,0.113237,-0.002442,0.119658,-0.026862,-0.013980,-0.003150,0.420821,-0.011726,-0.001905,0.421356,0.014331,0.421065,-3.047483,0.166,0.000,-0.000,0.007620,0,2.553
14.1736,0.406994,0.361980,0.426831,0.076923,0.384617,0.076923,0.405569,0.369747,0.425187,0.122021,0.307783,0.116893,-0.012210,0.124542,0.012210,-0.013824,-0.003058,0.421005,-0.011726,-0.001904,0.421488,0.014158,0.421243,-3.047428,0.166,0.000,-0.000,0.006885,0,2.595
14.1832,0.407757,0.363506,0.427594,-0.032967,0.274727,0.296703,0.406398,0.370629,0.426013,0.125748,0.297317,0.120553,0.036630,0.114774,0.007326,-0.013668,-0.002966,0.421189,-0.011727,-0.001904,0.421621,0.013986,0.421421,-3.047364,0.166,0.000,-0.000,0.006241,0,2.636
14.1933,0.408901,0.365032,0.428357,0.274727,0.054947,0.384617,0.407282,0.371546,0.426874,0.122942,0.287558,0.124927,-0.021978,0.041514,0.002442,-0.013512,-0.002969,0.421394,-0.011727,-0.001903,0.421754,0.013834,0.421621,-3.047304,0.166,0.000,-0.000,0.005597,0,2.678
14.2029,0.409283,0.366939,0.429120,-0.186813,0.406593,-0.054947,0.408091,0.372447,0.427699,0.133935,0.269836,0.128575,-0.007326,-0.007326,0.002442,-0.013275,-0.002736,0.421581,-0.011727,-0.001903,0.421887,0.013554,0.421799,-3.047268,0.166,0.000,-0.000,0.004606,0,2.719
14.2134,0.410808,0.368847,0.429883,0.406593,-0.032967,-0.010990,0.409066,0.373454,0.428632,0.125315,0.254243,0.134369,-0.012210,-0.046398,-0.002442,-0.013038,-0.002786,0.421833,-0.011727,-0.001902,0.422020,0.013332,0.422044,-3.047229,0.166,0.000,-0.000,0.003600,0,2.761
14.2227,0.411571,0.371136,0.431027,0.274727,0.230770,0.252747,0.410002,0.374481,0.429583,0.131201,0.231401,0.132904,-0.036630,-0.051282,-0.007326,-0.012802,-0.002553,0.422087,-0.011727,-0.001902,0.422153,0.013054,0.422288,-3.047197,0.166,0.000,-0.000,0.002505,0,2.802
14.2347,0.412334,0.373806,0.431790,-0.186813,0.252747,0.164837,0.410937,0.375528,0.430515,0.137083,0.201305,0.138694,-0.026862,-0.090354,-0.002442,-0.012403,-0.002321,0.422345,-0.011727,-0.001901,0.422285,0.012618,0.422533,-3.047163,0.166,0.000,-0.000,0.002332,0,2.844
14.2439,0.412716,0.374950,0.432172,0.076923,0.516483,-0.032967,0.411642,0.376283,0.431214,0.145964,0.195930,0.147451,-0.021978,-0.129426,-0.041514,-0.012244,-0.002228,0.422462,-0.011727,-0.001901,0.422418,0.012445,0.422645,-3.047156,0.166,0.000,-0.000,0.001778,0,2.885
14.2536,0.414242,0.378765,0.433698,0.120880,0.340660,-0.032967,0.412866,0.377636,0.432433,0.142349,0.149053,0.143720,-0.021978,-0.197803,-0.012210,-0.011767,-0.001949,0.422877,-0.011727,-0.001901,0.422551,0.011927,0.423045,-3.047147,0.166,0.000,-0.000,0.002600,0,2.927
14.2635,0.415386,0.381817,0.434842,0.120880,0.428570,0.472527,0.413929,0.378808,0.433490,0.143152,0.113821,0.144384,-0.036630,-0.241758,-0.021978,-0.011368,-0.001716,0.423201,-0.011727,-0.001901,0.422684,0.011497,0.423357,-3.047159,0.166,0.000,-0.000,0.004181,0,2.968
14.2735,0.416530,0.384106,0.435605,0.252747,0.296703,0.252747,0.414886,0.379834,0.434421,0.141817,0.090952,0.150167,-0.021978,-0.266178,-0.007326,-0.011048,-0.001624,0.423454,-0.011727,-0.001901,0.422817,0.011166,0.423601,-3.047172,0.166,0.000,-0.000,0.005298,0,3.010
14.2838,0.417675,0.387157,0.436368,0.604397,0.406593,-0.142857,0.415913,0.380971,0.435424,0.141907,0.054998,0.157377,-0.007326,-0.261294,0.002442,-0.010565,-0.001439,0.423757,-0.011727,-0.001902,0.422950,0.010662,0.423891,-3.047185,0.166,0.000,-0.000,0.007323,0,3.051
14.2938,0.418819,0.389446,0.437512,0.648350,0.274727,0.164837,0.416906,0.382032,0.436410,0.141292,0.032834,0.156619,0.002442,-0.251526,-0.012210,-0.010326,-0.001299,0.424030,-0.011727,-0.001902,0.423083,0.010408,0.424157,-3.047200,0.166,0.000,-0.000,0.008476,0,3.093
14.3038,0.419582,0.392116,0.438657,0.010990,0.406593,0.032967,0.417879,0.383113,0.437397,0.147924,0.003417,0.155865,-0.031746,-0.271062,-0.002442,-0.010006,-0.001017,0.424305,-0.011727,-0.001902,0.423215,0.010058,0.424424,-3.047201,0.166,0.000,-0.000,0.010084,0,3.134
14.3140,0.420345,0.393642,0.439420,-0.098900,0.494507,-0.098900,0.418710,0.383994,0.438223,0.151702,-0.007091,0.159516,-0.021978,-0.251526,0.007326,-0.009847,-0.000923,0.424487,-0.011727,-0.001902,0.423348,0.009890,0.424602,-3.047198,0.166,0.000,-0.000,0.010529,0,3.176
14.3238,0.421490,0.395168,0.440946,0.472527,0.142857,0.890110,0.419667,0.384981,0.439194,0.150366,-0.015459,0.150799,0.012210,-0.197803,-0.031746,-0.009853,-0.000829,0.424731,-0.011727,-0.001902,0.423481,0.009888,0.424846,-3.047186,0.166,0.000,-0.000,0.011174,0,3.217
14.3338,0.422253,0.395931,0.441708,-0.010990,-0.164837,0.098900,0.420427,0.385752,0.439950,0.152676,-0.012873,0.153043,0.017094,-0.163614,0.017094,-0.009856,-0.000829,0.424864,-0.011727,-0.001901,0.423614,0.009891,0.424979,-3.047137,0.166,0.000,-0.000,0.010950,0,3.259
14.3438,0.423016,0.397076,0.442471,0.054947,0.054947,0.076923,0.421221,0.386578,0.440742,0.155707,-0.016829,0.156004,0.021978,-0.178267,-0.007326,-0.009777,-0.000782,0.425021,-0.011727,-0.001900,0.423747,0.009809,0.425134,-3.047076,0.166,0.000,-0.000,0.011323,0,3.300
14.3543,0.424542,0.398220,0.443616,0.098900,0.054947,0.010990,0.422161,0.387511,0.441660,0.146361,-0.018642,0.153860,-0.002442,-0.139194,0.007326,-0.009782,-0.000878,0.425242,-0.011727,-0.001899,0.423880,0.009821,0.425356,-3.047000,0.166,0.000,-0.000,0.011642,0,3.342
14.3640,0.424924,0.398601,0.444760,-0.142857,0.120880,0.340660,0.422864,0.388227,0.442400,0.155213,-0.009505,0.148139,0.007326,-0.119658,-0.007326,-0.009949,-0.000782,0.425349,-0.011727,-0.001898,0.424012,0.009980,0.425466,-3.046911,0.166,0.000,-0.000,0.011090,0,3.383
14.3743,0.426068,0.399364,0.445523,-0.318680,0.296703,-0.054947,0.423677,0.389034,0.443193,0.150970,-0.006199,0.151114,0.002442,-0.100122,0.026862,-0.009952,-0.000877,0.425504,-0.011728,-0.001897,0.424145,0.009991,0.425621,-3.046823,0.166,0.000,-0.000,0.011137,0,3.425
14.3843,0.427594,0.399746,0.447049,0.186813,-0.208790,0.362637,0.424582,0.389892,0.444095,0.140911,0.005794,0.140995,0.007326,-0.075702,0.031746,-0.010203,-0.001019,0.425697,-0.011728,-0.001896,0.424278,0.010254,0.425820,-3.046744,0.166,0.000,-0.000,0.010712,0,3.466
14.3942,0.428357,0.400127,0.447430,0.208790,0.076923,0.054947,0.425270,0.390573,0.444761,0.141793,0.014214,0.149077,0.036630,-0.075702,0.046398,-0.010204,-0.001114,0.425785,-0.011728,-0.001896,0.424411,0.010265,0.425909,-3.046674,0.166,0.000,-0.000,0.010235,0,3.508
14.4043,0.429501,0.400509,0.448575,0.186813,0.274727,0.472527,0.426085,0.391360,0.445572,0.137582,0.024772,0.144771,-0.007326,-0.070818,0.046398,-0.010372,-0.001209,0.425936,-0.011728,-0.001895,0.424544,0.010442,0.426064,-3.046633,0.166,0.000,-0.000,0.009936,0,3.549
14.4148,0.431027,0.400890,0.449719,0.560440,0.142857,0.472527,0.426955,0.392182,0.446418,0.126837,0.036042,0.141175,-0.026862,-0.046398,0.031746,-0.010540,-0.001399,0.426108,-0.011728,-0.001895,0.424677,0.010632,0.426241,-3.046614,0.166,0.000,-0.000,0.009530,0,3.591
14.4249,0.431790,0.400890,0.450864,0.516483,0.186813,0.274727,0.427681,0.392878,0.447157,0.128483,0.052425,0.135418,-0.017094,-0.026862,-0.007326,-0.010789,-0.001445,0.426212,-0.011728,-0.001895,0.424809,0.010886,0.426351,-3.046617,0.166,0.000,-0.000,0.008708,0,3.632
14.4345,0.432553,0.401653,0.451627,-0.164837,0.252747,-0.098900,0.428443,0.393648,0.447912,0.130860,0.054994,0.137625,-0.002442,-0.031746,0.021978,-0.010793,-0.001446,0.426345,-0.011728,-0.001895,0.424942,0.010889,0.426484,-3.046656,0.166,0.000,-0.000,0.008775,0,3.674
14.4451,0.433698,0.402035,0.452390,0.252747,0.076923,0.186813,0.429226,0.394399,0.448666,0.125983,0.064822,0.139830,-0.002442,-0.007326,0.036630,-0.010877,-0.001589,0.426475,-0.011728,-0.001896,0.425075,0.010993,0.426617,-3.046710,0.166,0.000,-0.000,0.008386,0,3.715
14.4551,0.434842,0.402416,0.453534,0.142857,0.186813,0.142857,0.430044,0.395185,0.449475,0.121830,0.075365,0.135483,-0.002442,-0.017094,0.036630,-0.011046,-0.001684,0.426625,-0.011728,-0.001897,0.425208,0.011173,0.426771,-3.046772,0.166,0.000,-0.000,0.008017,0,3.757
14.4651,0.435605,0.402798,0.454678,0.186813,-0.208790,0.538460,0.430807,0.395936,0.450249,0.124226,0.085193,0.130414,0.012210,-0.036630,0.017094,-0.011214,-0.001683,0.426753,-0.011728,-0.001898,0.425341,0.011339,0.426904,-3.046838,0.166,0.000,-0.000,0.007613,0,3.798
14.4753,0.435986,0.403179,0.455060,-0.252747,-0.076923,0.010990,0.431444,0.396580,0.450877,0.131725,0.092876,0.137730,-0.012210,-0.031746,0.007326,-0.011215,-0.001683,0.426820,-0.011728,-0.001898,0.425474,0.011341,0.426970,-3.046892,0.166,0.000,-0.000,0.007244,0,3.840
14.4852,0.437512,0.403942,0.456204,0.186813,-0.098900,0.340660,0.432351,0.397457,0.451758,0.121721,0.097596,0.134826,-0.041514,-0.002442,-0.026862,-0.011302,-0.001827,0.427016,-0.011727,-0.001899,0.425607,0.011449,0.427170,-3.046929,0.166,0.000,-0.000,0.007362,0,3.881
14.4953,0.438275,0.404705,0.457349,0.010990,-0.340660,-0.098900,0.433149,0.398263,0.452568,0.124802,0.100891,0.130494,-0.036630,-0.026862,-0.026862,-0.011389,-0.001779,0.427169,-0.011727,-0.001899,0.425739,0.011527,0.427324,-3.046940,0.166,0.000,-0.000,0.007248,0,3.923
14.5053,0.439038,0.405468,0.458112,0.098900,0.076923,0.384617,0.433909,0.399034,0.453324,0.127143,0.103476,0.132724,-0.031746,-0.007326,-0.007326,-0.011392,-0.001779,0.427302,-0.011727,-0.001898,0.425872,0.011531,0.427457,-3.046919,0.166,0.000,-0.000,0.007205,0,3.964
14.5157,0.440183,0.405849,0.458875,0.252747,0.142857,0.164837,0.434689,0.399786,0.454080,0.122204,0.113332,0.134965,-0.026862,0.021978,-0.002442,-0.011477,-0.001923,0.427432,-0.011728,-0.001898,0.426005,0.011637,0.427590,-3.046877,0.166,0.000,-0.000,0.006815,0,4.006
14.5252,0.440946,0.406612,0.459638,-0.208790,0.120880,0.186813,0.435448,0.400558,0.454837,0.124517,0.115927,0.137213,-0.017094,0.021978,-0.007326,-0.011481,-0.001923,0.427564,-0.011728,-0.001897,0.426138,0.011641,0.427723,-3.046809,0.166,0.000,-0.000,0.006826,0,4.047
14.5356,0.442090,0.407375,0.460782,0.164837,0.208790,0.076923,0.436297,0.401401,0.455685,0.120987,0.119962,0.133636,0.007326,0.021978,-0.021978,-0.011568,-0.001971,0.427739,-0.011728,-0.001896,0.426271,0.011735,0.427900,-3.046721,0.166,0.000,-0.000,0.006817,0,4.088
14.5459,0.442853,0.407757,0.461545,0.076923,0.252747,0.142857,0.437019,0.402118,0.456407,0.122549,0.129122,0.135188,-0.002442,0.007326,-0.007326,-0.011653,-0.002019,0.427847,-0.011728,-0.001895,0.426404,0.011827,0.428010,-3.046596,0.166,0.000,-0.000,0.006556,0,4.130
14.5562,0.443997,0.408520,0.462689,0.230770,0.010990,-0.186813,0.437868,0.402962,0.457255,0.119009,0.133162,0.131618,-0.017094,0.017094,-0.075702,-0.011740,-0.002067,0.428021,-0.011728,-0.001893,0.426536,0.011921,0.428187,-3.046491,0.166,0.000,-0.000,0.006978,0,4.171
14.5662,0.444760,0.409664,0.463834,-0.142857,0.340660,0.076923,0.438698,0.403824,0.458103,0.122748,0.129931,0.128039,-0.026862,0.007326,-0.031746,-0.011745,-0.001972,0.428199,-0.011728,-0.001892,0.426669,0.011910,0.428364,-3.046402,0.166,0.000,-0.000,0.006892,0,4.213
14.5762,0.445905,0.410427,0.464597,0.054947,0.340660,-0.054947,0.439512,0.404632,0.458896,0.118505,0.133248,0.131012,-0.012210,-0.002442,-0.002442,-0.011749,-0.002069,0.428353,-0.011729,-0.001892,0.426802,0.011930,0.428519,-3.046327,0.166,0.000,-0.000,0.007206,0,4.254
14.5862,0.446668,0.411190,0.465741,0.032967,-0.010990,-0.054947,0.440308,0.405439,0.459707,0.121553,0.136560,0.126697,-0.026862,-0.002442,-0.026862,-0.011836,-0.002021,0.428506,-0.011729,-0.001891,0.426935,0.012007,0.428674,-3.046281,0.166,0.000,-0.000,0.007155,0,4.296
14.5963,0.447049,0.411953,0.466885,-0.428570,0.186813,0.362637,0.441050,0.406211,0.460482,0.131172,0.139147,0.121650,-0.036630,-0.007326,-0.031746,-0.011923,-0.001877,0.428637,-0.011729,-0.001891,0.427068,0.012070,0.428807,-3.046266,0.166,0.000,-0.000,0.007178,0,4.337
14.6062,0.448193,0.413097,0.467648,0.098900,0.428570,-0.076923,0.441902,0.407072,0.461309,0.127699,0.135893,0.125308,-0.002442,-0.007326,-0.021978,-0.011845,-0.001926,0.428816,-0.011729,-0.001891,0.427201,0.012000,0.428984,-3.046281,0.166,0.000,-0.000,0.007166,0,4.379
14.6164,0.449338,0.413860,0.468793,0.164837,-0.010990,0.186813,0.442756,0.407914,0.462155,0.124252,0.139904,0.121678,-0.002442,0.012210,-0.017094,-0.011932,-0.001974,0.428990,-0.011729,-0.001892,0.427334,0.012094,0.429161,-3.046331,0.166,0.000,-0.000,0.007483,0,4.420
14.6262,0.450101,0.414623,0.469556,0.208790,0.450550,0.296703,0.443520,0.408685,0.462910,0.126646,0.142473,0.123877,0.007326,0.012210,-0.017094,-0.011936,-0.001975,0.429123,-0.011728,-0.001892,0.427466,0.012098,0.429293,-3.046397,0.166,0.000,-0.000,0.007401,0,4.462
14.6364,0.450864,0.415386,0.470700,0.296703,0.230770,-0.054947,0.443811,0.408972,0.463216,0.094042,0.109533,0.084052,0.021978,0.012210,-0.012210,-0.012023,-0.001927,0.429275,-0.011728,-0.001893,0.427466,0.012176,0.429448,-3.046476,0.000,0.000,0.000,0.007790,0,4.062
14.6466,0.452008,0.416530,0.471463,0.472527,0.274727,-0.318680,0.444156,0.409314,0.463539,0.054883,0.070040,0.052226,0.036630,0.017094,-0.017094,-0.011945,-0.001976,0.429454,-0.011728,-0.001894,0.427466,0.012107,0.429625,-3.046553,0.000,0.000,0.000,0.008247,0,3.662
14.6565,0.452390,0.416912,0.472607,-0.032967,0.230770,-0.032967,0.444357,0.409511,0.463774,0.028107,0.042937,0.010979,0.031746,0.017094,-0.051282,-0.012114,-0.001879,0.429560,-0.011728,-0.001895,0.427466,0.012259,0.429735,-3.046615,0.000,0.000,0.000,0.009068,0,3.262
14.6668,0.453153,0.417675,0.473370,-0.076923,0.208790,-0.274727,0.444611,0.409763,0.464026,-0.005230,0.009287,-0.022265,-0.021978,-0.002442,-0.026862,-0.012118,-0.001880,0.429693,-0.011728,-0.001895,0.427466,0.012263,0.429868,-3.046663,0.000,0.000,0.000,0.009596,0,2.862
14.6766,0.453534,0.417675,0.473752,0.054947,-0.032967,-0.120880,0.444702,0.409834,0.464117,-0.034181,-0.012700,-0.051106,-0.012210,0.002442,-0.031746,-0.012201,-0.001928,0.429735,-0.011728,-0.001896,0.427466,0.012353,0.429912,-3.046690,0.000,0.000,0.000,0.009726,0,2.462
14.6869,0.453534,0.418056,0.474133,-0.032967,-0.120880,0.164837,0.444774,0.409924,0.464207,-0.055887,-0.041943,-0.079939,-0.021978,-0.021978,-0.036630,-0.012203,-0.001832,0.429779,-0.011728,-0.001896,0.427466,0.012340,0.429956,-3.046694,0.000,0.000,0.000,0.010017,0,2.062
14.6971,0.453534,0.418438,0.474133,0.164837,0.428570,-0.340660,0.444809,0.409979,0.464243,-0.078336,-0.071890,-0.102216,-0.026862,-0.031746,-0.061050,-0.012121,-0.001784,0.429804,-0.011728,-0.001895,0.427466,0.012252,0.429979,-3.046665,0.000,0.000,0.000,0.009926,0,1.662
14.7069,0.453534,0.418056,0.474133,-0.076923,-0.252747,-0.076923,0.444772,0.409925,0.464209,-0.102226,-0.088754,-0.125916,-0.031746,-0.061050,-0.095238,-0.012203,-0.001832,0.429779,-0.011728,-0.001895,0.427466,0.012340,0.429956,-3.046613,0.000,0.000,0.000,0.009890,0,1.262
14.7172,0.453153,0.418056,0.474133,0.010990,-0.054947,0.076923,0.444715,0.409890,0.464174,-0.118878,-0.112866,-0.149613,-0.109890,-0.070818,-0.090354,-0.012203,-0.001736,0.429757,-0.011728,-0.001894,0.427466,0.012326,0.429934,-3.046541,0.000,0.000,0.000,0.009925,0,0.862
14.7274,0.452390,0.417675,0.473752,-0.142857,-0.164837,-0.098900,0.444531,0.409729,0.464013,-0.130435,-0.131868,-0.168204,0.017094,-0.090354,-0.070818,-0.012202,-0.001639,0.429669,-0.011728,-0.001893,0.427466,0.012311,0.429846,-3.046463,0.000,0.000,0.000,0.009578,0,0.462
14.7376,0.452390,0.418056,0.473752,0.098900,0.186813,0.296703,0.444564,0.409785,0.464050,-0.152920,-0.161798,-0.190468,-0.061050,-0.114774,-0.100122,-0.012120,-0.001592,0.429694,-0.011728,-0.001892,0.427466,0.012224,0.429868,-3.046390,0.000,0.000,0.000,0.009739,0,0.062
