t,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,yaw,ls_y,rs_x,rs_y,lag_rad,frozen,f_press_N
0.0050,0.468030,0.434461,0.486341,-1.483517,-0.494507,-1.351650,0.469954,0.434939,0.488267,0.038492,0.009560,0.038521,-0.065934,0.026862,-0.539682,-0.011353,-0.001895,0.432302,-0.011695,-0.002087,0.432667,0.011510,0.432455,-3.063035,-0.000,0.000,-0.000,0.002670,0,0.000
0.0139,0.458112,0.429883,0.474133,-1.175823,-0.384617,-2.054947,0.466945,0.432199,0.485139,0.176662,0.046313,0.220110,-0.085470,-0.041514,-0.139194,-0.009653,-0.001514,0.430802,-0.011695,-0.002089,0.432667,0.009771,0.430913,-3.063174,-0.000,0.000,-0.000,0.014134,0,0.000
0.0241,0.458112,0.429120,0.473752,0.450550,0.032967,-0.824177,0.466840,0.432054,0.485012,0.174559,0.058674,0.225210,-0.593407,-0.085470,-0.837606,-0.009734,-0.001657,0.430733,-0.011695,-0.002089,0.432667,0.009874,0.430846,-3.063222,-0.000,0.000,-0.000,0.011387,0,0.000
0.0342,0.458112,0.429883,0.475278,0.010990,0.010990,-0.450550,0.467056,0.432307,0.485303,0.178892,0.048479,0.200507,0.354091,-0.080586,-0.803419,-0.009904,-0.001368,0.430862,-0.011695,-0.002090,0.432667,0.009999,0.430978,-3.063240,-0.000,0.000,-0.000,0.009735,0,0.000
0.0443,0.460019,0.430264,0.476422,0.538460,0.098900,0.494507,0.467473,0.432649,0.485685,0.149081,0.047687,0.185260,-0.031746,-0.002442,-0.505494,-0.010074,-0.001657,0.431056,-0.011695,-0.002089,0.432667,0.010209,0.431177,-3.063182,-0.000,0.000,-0.000,0.008881,0,0.000
0.0545,0.460782,0.431027,0.477185,0.098900,0.362637,-0.450550,0.467725,0.432902,0.485940,0.138858,0.037500,0.175096,-0.017094,-0.065934,-0.378510,-0.010077,-0.001657,0.431189,-0.011695,-0.002088,0.432667,0.010212,0.431310,-3.063125,-0.000,0.000,-0.000,0.008500,0,0.000
0.0648,0.462308,0.430264,0.477948,0.362637,-0.384617,0.164837,0.467944,0.433008,0.486123,0.112720,0.054869,0.163501,-0.026862,0.251526,0.168498,-0.010410,-0.002041,0.431267,-0.011695,-0.002088,0.432667,0.010608,0.431397,-3.063085,-0.000,0.000,-0.000,0.007992,0,0.000
0.0752,0.463834,0.429883,0.479092,0.186813,0.274727,-0.054947,0.468234,0.433204,0.486397,0.088014,0.066429,0.146095,-0.129426,0.080586,0.090354,-0.010744,-0.002329,0.431389,-0.011695,-0.002087,0.432667,0.010994,0.431529,-3.063035,-0.000,0.000,-0.000,0.007031,0,0.000
0.0850,0.465360,0.429120,0.480237,0.538460,-0.054947,0.164837,0.468491,0.433345,0.486634,0.062630,0.084508,0.127946,-0.026862,0.139194,0.056166,-0.011161,-0.002665,0.431486,-0.011695,-0.002087,0.432667,0.011475,0.431638,-3.063049,-0.000,0.000,-0.000,0.006160,0,0.000
0.0952,0.465741,0.428738,0.481381,-0.010990,0.120880,0.164837,0.468619,0.433434,0.486799,0.057559,0.093908,0.108346,-0.026862,0.114774,-0.031746,-0.011496,-0.002663,0.431542,-0.011695,-0.002088,0.432667,0.011800,0.431704,-3.063064,-0.000,0.000,-0.000,0.005253,0,0.000
0.1047,0.466123,0.428357,0.482144,0.186813,-0.252747,0.208790,0.468711,0.433487,0.486908,0.051760,0.102591,0.095282,-0.007326,0.139194,-0.012210,-0.011746,-0.002710,0.431579,-0.011695,-0.002088,0.432667,0.012055,0.431747,-3.063068,-0.000,0.000,-0.000,0.005077,0,0.000
0.1149,0.466123,0.427976,0.482526,0.076923,-0.560440,0.032967,0.468712,0.433467,0.486926,0.051799,0.109831,0.088010,0.002442,0.109890,-0.002442,-0.011913,-0.002709,0.431574,-0.011695,-0.002088,0.432667,0.012217,0.431747,-3.063122,-0.000,0.000,-0.000,0.005511,0,0.000
0.1251,0.466504,0.428357,0.483289,0.164837,0.208790,0.142857,0.468876,0.433629,0.487108,0.047436,0.105448,0.076380,0.031746,0.119658,0.002442,-0.011999,-0.002660,0.431660,-0.011695,-0.002088,0.432667,0.012290,0.431835,-3.063135,-0.000,0.000,-0.000,0.005110,0,0.000
0.1355,0.466504,0.428357,0.483670,-0.296703,0.054947,0.252747,0.468912,0.433665,0.487162,0.048162,0.106166,0.069845,0.002442,0.070818,0.026862,-0.012083,-0.002612,0.431680,-0.011695,-0.002088,0.432667,0.012362,0.431857,-3.063139,-0.000,0.000,-0.000,0.005272,0,0.000
0.1454,0.466504,0.428357,0.483670,0.230770,0.362637,0.010990,0.468915,0.433664,0.487161,0.048213,0.106148,0.069811,0.056166,0.124542,0.046398,-0.012083,-0.002612,0.431680,-0.011695,-0.002089,0.432667,0.012362,0.431857,-3.063226,-0.000,0.000,-0.000,0.005308,0,0.000
0.1553,0.466885,0.427976,0.483670,0.032967,-0.054947,-0.252747,0.468934,0.433645,0.487161,0.040974,0.113393,0.069811,0.041514,0.129426,0.036630,-0.012165,-0.002756,0.431677,-0.011695,-0.002090,0.432667,0.012474,0.431857,-3.063241,-0.000,0.000,-0.000,0.005689,0,0.000
0.1656,0.466885,0.427976,0.484052,0.098900,0.010990,0.142857,0.468971,0.433681,0.487215,0.041713,0.114105,0.063267,0.002442,0.100122,0.051282,-0.012250,-0.002707,0.431696,-0.011695,-0.002090,0.432667,0.012545,0.431879,-3.063270,-0.000,0.000,-0.000,0.005670,0,0.000
0.1757,0.467267,0.427976,0.484052,0.098900,0.230770,-0.032967,0.469027,0.433716,0.487251,0.035199,0.114815,0.063979,0.002442,0.109890,0.051282,-0.012250,-0.002804,0.431718,-0.011695,-0.002090,0.432667,0.012566,0.431901,-3.063301,-0.000,0.000,-0.000,0.005705,0,0.000
0.1858,0.467648,0.427594,0.484052,0.516483,0.098900,-0.142857,0.469047,0.433697,0.487250,0.027965,0.122058,0.063974,0.021978,0.109890,0.041514,-0.012332,-0.002948,0.431714,-0.011695,-0.002091,0.432667,0.012679,0.431900,-3.063325,-0.000,0.000,-0.000,0.006122,0,0.000
0.1960,0.467267,0.427594,0.484052,0.208790,0.142857,-0.274727,0.468992,0.433661,0.487214,0.034505,0.121339,0.063246,0.031746,0.114774,0.051282,-0.012332,-0.002851,0.431693,-0.011695,-0.002091,0.432667,0.012657,0.431878,-3.063339,-0.000,0.000,-0.000,0.006103,0,0.000
0.2061,0.467267,0.427594,0.484815,0.054947,0.318680,0.582417,0.469065,0.433733,0.487324,0.035952,0.122778,0.050164,0.012210,0.163614,0.080586,-0.012501,-0.002754,0.431732,-0.011695,-0.002091,0.432667,0.012800,0.431922,-3.063336,-0.000,0.000,-0.000,0.006067,0,0.000
0.2162,0.467648,0.426831,0.484434,0.384617,-0.252747,-0.076923,0.469011,0.433624,0.487234,0.027244,0.135848,0.055998,-0.002442,0.124542,0.036630,-0.012581,-0.002994,0.431684,-0.011695,-0.002090,0.432667,0.012932,0.431878,-3.063300,-0.000,0.000,-0.000,0.006902,0,0.000
0.2262,0.467648,0.426831,0.484815,-0.032967,0.208790,0.252747,0.469046,0.433660,0.487289,0.027949,0.136573,0.049477,0.012210,0.153846,0.061050,-0.012665,-0.002945,0.431704,-0.011695,-0.002090,0.432667,0.013003,0.431900,-3.063269,-0.000,0.000,-0.000,0.006792,0,0.000
0.2361,0.467648,0.426831,0.484434,0.032967,-0.230770,-0.296703,0.469007,0.433625,0.487236,0.027171,0.135874,0.056045,0.031746,0.139194,0.046398,-0.012581,-0.002994,0.431684,-0.011695,-0.002089,0.432667,0.012932,0.431878,-3.063176,-0.000,0.000,-0.000,0.006829,0,0.000
0.2464,0.468030,0.426831,0.484815,0.208790,0.142857,0.076923,0.469096,0.433697,0.487328,0.021329,0.137319,0.050257,0.017094,0.129426,0.026862,-0.012665,-0.003042,0.431725,-0.011695,-0.002088,0.432667,0.013025,0.431922,-3.063119,-0.000,0.000,-0.000,0.006794,0,0.000
0.2564,0.468030,0.426450,0.484815,0.472527,-0.098900,0.318680,0.469059,0.433643,0.487294,0.020578,0.143864,0.049561,0.007326,0.124542,0.051282,-0.012747,-0.003090,0.431700,-0.011695,-0.002087,0.432667,0.013117,0.431899,-3.063060,-0.000,0.000,-0.000,0.007247,0,0.000
0.2663,0.468030,0.426450,0.484815,0.164837,-0.186813,0.208790,0.469058,0.433643,0.487294,0.020568,0.143867,0.049568,0.031746,0.134310,0.036630,-0.012747,-0.003090,0.431700,-0.011695,-0.002087,0.432667,0.013117,0.431899,-3.063042,-0.000,0.000,-0.000,0.007193,0,0.000
0.2763,0.468030,0.426831,0.484815,0.494507,0.318680,-0.186813,0.469094,0.433698,0.487330,0.021291,0.137332,0.050281,0.007326,0.119658,0.012210,-0.012665,-0.003042,0.431725,-0.011695,-0.002087,0.432667,0.013025,0.431922,-3.063056,-0.000,0.000,-0.000,0.006812,0,0.000
0.2865,0.468030,0.426450,0.484815,-0.032967,-0.164837,-0.164837,0.469060,0.433643,0.487293,0.020596,0.143857,0.049549,-0.017094,0.109890,0.031746,-0.012747,-0.003090,0.431700,-0.011695,-0.002088,0.432667,0.013117,0.431899,-3.063091,-0.000,0.000,-0.000,0.007248,0,0.000
0.2967,0.467648,0.426450,0.484815,-0.164837,-0.010990,0.076923,0.469007,0.433606,0.487255,0.027169,0.143127,0.048799,0.026862,0.109890,0.056166,-0.012747,-0.002993,0.431679,-0.011695,-0.002089,0.432667,0.013094,0.431877,-3.063160,-0.000,0.000,-0.000,0.007193,0,0.000
0.3065,0.468030,0.426831,0.484815,0.120880,0.120880,0.054947,0.469100,0.433696,0.487326,0.021401,0.137294,0.050210,0.017094,0.105006,0.036630,-0.012665,-0.003042,0.431725,-0.011695,-0.002090,0.432667,0.013025,0.431922,-3.063242,-0.000,0.000,-0.000,0.006775,0,0.000
0.3167,0.468030,0.426831,0.484815,0.362637,0.164837,-0.186813,0.469103,0.433695,0.487324,0.021460,0.137273,0.050172,0.017094,0.109890,0.021978,-0.012665,-0.003042,0.431725,-0.011695,-0.002091,0.432667,0.013025,0.431922,-3.063343,-0.000,0.000,-0.000,0.006865,0,0.000
0.3270,0.468030,0.426450,0.484815,0.010990,0.010990,-0.186813,0.469070,0.433639,0.487286,0.020802,0.143786,0.049416,0.026862,0.124542,0.036630,-0.012747,-0.003090,0.431700,-0.011694,-0.002092,0.432667,0.013117,0.431899,-3.063442,-0.000,0.000,-0.000,0.007245,0,0.000
0.3368,0.468030,0.426831,0.484815,0.142857,0.120880,0.208790,0.469108,0.433693,0.487321,0.021569,0.137235,0.050101,0.031746,0.129426,0.046398,-0.012665,-0.003042,0.431725,-0.011694,-0.002093,0.432667,0.013025,0.431922,-3.063530,-0.000,0.000,-0.000,0.006808,0,0.000
0.3469,0.467648,0.426450,0.484815,-0.120880,-0.032967,0.010990,0.469019,0.433602,0.487247,0.027419,0.143040,0.048637,0.002442,0.124542,0.046398,-0.012747,-0.002993,0.431679,-0.011694,-0.002094,0.432667,0.013094,0.431877,-3.063588,-0.000,0.000,-0.000,0.007243,0,0.000
0.3601,0.467648,0.426831,0.485197,-0.098900,0.142857,-0.010990,0.469093,0.433692,0.487337,0.028883,0.137217,0.042806,0.012210,0.124542,0.031746,-0.012749,-0.002897,0.431724,-0.011694,-0.002094,0.432667,0.013074,0.431921,-3.063630,-0.000,0.000,-0.000,0.006771,0,0.000
0.3702,0.467648,0.426450,0.485197,-0.252747,0.076923,0.054947,0.469057,0.433637,0.487301,0.028169,0.143749,0.042086,0.021978,0.148962,0.017094,-0.012832,-0.002944,0.431698,-0.011694,-0.002094,0.432667,0.013165,0.431899,-3.063633,-0.000,0.000,-0.000,0.007242,0,0.000
0.3771,0.467648,0.426450,0.485197,-0.098900,0.032967,0.340660,0.469056,0.433637,0.487302,0.028152,0.143755,0.042097,0.021978,0.139194,0.026862,-0.012832,-0.002944,0.431698,-0.011694,-0.002094,0.432667,0.013165,0.431899,-3.063604,-0.000,0.000,-0.000,0.007187,0,0.000
0.3875,0.468030,0.426450,0.484815,0.274727,0.142857,-0.208790,0.469073,0.433638,0.487284,0.020868,0.143762,0.049372,-0.002442,0.134310,0.012210,-0.012747,-0.003090,0.431700,-0.011694,-0.002093,0.432667,0.013117,0.431899,-3.063556,-0.000,0.000,-0.000,0.007188,0,0.000
0.3977,0.468030,0.426450,0.485197,0.186813,0.208790,0.142857,0.469107,0.433675,0.487341,0.021541,0.144498,0.042872,0.002442,0.129426,0.021978,-0.012832,-0.003041,0.431720,-0.011694,-0.002092,0.432667,0.013187,0.431921,-3.063470,-0.000,0.000,-0.000,0.007188,0,0.000
0.4075,0.468030,0.426450,0.484815,0.010990,-0.010990,-0.208790,0.469068,0.433640,0.487288,0.020762,0.143799,0.049441,0.002442,0.124542,0.046398,-0.012747,-0.003090,0.431700,-0.011695,-0.002091,0.432667,0.013117,0.431899,-3.063375,-0.000,0.000,-0.000,0.007225,0,0.000
0.4175,0.468030,0.426450,0.484815,-0.010990,0.010990,-0.318680,0.469065,0.433641,0.487289,0.020704,0.143820,0.049479,0.007326,0.119658,0.031746,-0.012747,-0.003090,0.431700,-0.011695,-0.002090,0.432667,0.013117,0.431899,-3.063275,-0.000,0.000,-0.000,0.007190,0,0.000
0.4277,0.467648,0.426450,0.484815,0.010990,0.032967,-0.252747,0.469008,0.433606,0.487255,0.027186,0.143122,0.048789,0.036630,0.134310,0.075702,-0.012747,-0.002993,0.431679,-0.011695,-0.002089,0.432667,0.013094,0.431877,-3.063189,-0.000,0.000,-0.000,0.007191,0,0.000
0.4378,0.468030,0.426450,0.485197,0.032967,-0.076923,-0.142857,0.469096,0.433678,0.487347,0.021331,0.144572,0.043009,0.007326,0.134310,0.036630,-0.012832,-0.003041,0.431720,-0.011695,-0.002088,0.432667,0.013187,0.431921,-3.063110,-0.000,0.000,-0.000,0.007156,0,0.000
0.4474,0.467648,0.426450,0.484815,-0.208790,-0.098900,-0.296703,0.469004,0.433607,0.487257,0.027106,0.143150,0.048840,0.012210,0.119658,0.041514,-0.012747,-0.002993,0.431679,-0.011695,-0.002087,0.432667,0.013094,0.431877,-3.063053,-0.000,0.000,-0.000,0.007229,0,0.000
0.4574,0.467648,0.426831,0.485197,-0.164837,0.296703,0.032967,0.469075,0.433698,0.487348,0.028537,0.137338,0.043031,0.012210,0.134310,0.046398,-0.012749,-0.002897,0.431724,-0.011695,-0.002087,0.432667,0.013074,0.431921,-3.063037,-0.000,0.000,-0.000,0.006776,0,0.000
0.4679,0.468030,0.426450,0.485197,0.054947,0.032967,-0.032967,0.469095,0.433679,0.487348,0.021303,0.144582,0.043027,-0.017094,0.129426,-0.002442,-0.012832,-0.003041,0.431720,-0.011695,-0.002088,0.432667,0.013187,0.431921,-3.063061,-0.000,0.000,-0.000,0.007248,0,0.000
0.4780,0.468030,0.426831,0.485197,0.032967,0.428570,-0.230770,0.469132,0.433733,0.487383,0.022047,0.138039,0.043727,0.002442,0.124542,0.017094,-0.012749,-0.002993,0.431745,-0.011695,-0.002088,0.432667,0.013096,0.431943,-3.063110,-0.000,0.000,-0.000,0.006848,0,0.000
0.4875,0.468030,0.426831,0.485197,-0.076923,0.296703,-0.340660,0.469135,0.433732,0.487381,0.022106,0.138019,0.043688,0.007326,0.124542,0.002442,-0.012749,-0.002993,0.431745,-0.011695,-0.002089,0.432667,0.013096,0.431943,-3.063211,-0.000,0.000,-0.000,0.006902,0,0.000
0.4979,0.467648,0.426831,0.485197,-0.098900,0.032967,0.318680,0.469082,0.433696,0.487344,0.028673,0.137291,0.042942,0.002442,0.114774,0.017094,-0.012749,-0.002897,0.431724,-0.011695,-0.002090,0.432667,0.013074,0.431921,-3.063271,-0.000,0.000,-0.000,0.006901,0,0.000
0.5086,0.467648,0.426831,0.485197,-0.098900,0.230770,-0.054947,0.469085,0.433695,0.487342,0.028734,0.137269,0.042903,0.021978,0.119658,0.031746,-0.012749,-0.002897,0.431724,-0.011695,-0.002091,0.432667,0.013074,0.431921,-3.063375,-0.000,0.000,-0.000,0.006865,0,0.000
0.5182,0.467648,0.426831,0.485197,-0.054947,0.076923,0.054947,0.469086,0.433694,0.487341,0.028762,0.137260,0.042884,0.012210,0.114774,0.080586,-0.012749,-0.002897,0.431724,-0.011695,-0.002092,0.432667,0.013074,0.431921,-3.063423,-0.000,0.000,-0.000,0.006863,0,0.000
0.5281,0.468030,0.426831,0.485197,0.428570,0.164837,0.230770,0.469143,0.433729,0.487377,0.022255,0.137966,0.043591,0.031746,0.100122,0.090354,-0.012749,-0.002993,0.431745,-0.011694,-0.002092,0.432667,0.013096,0.431943,-3.063466,-0.000,0.000,-0.000,0.006863,0,0.000
0.5383,0.467267,0.427213,0.485197,-0.472527,0.604397,0.142857,0.469068,0.433713,0.487340,0.036029,0.130005,0.042867,0.026862,0.105006,0.031746,-0.012667,-0.002752,0.431727,-0.011694,-0.002092,0.432667,0.012963,0.431922,-3.063456,-0.000,0.000,-0.000,0.006517,0,0.000
0.5483,0.467648,0.426831,0.485197,-0.098900,0.296703,0.164837,0.469086,0.433694,0.487342,0.028751,0.137263,0.042892,0.031746,0.090354,0.051282,-0.012749,-0.002897,0.431724,-0.011695,-0.002092,0.432667,0.013074,0.431921,-3.063404,-0.000,0.000,-0.000,0.006882,0,0.000
0.5583,0.467648,0.426831,0.485197,-0.142857,-0.098900,0.010990,0.469084,0.433695,0.487343,0.028715,0.137276,0.042915,0.026862,0.100122,0.046398,-0.012749,-0.002897,0.431724,-0.011695,-0.002091,0.432667,0.013074,0.431921,-3.063342,-0.000,0.000,-0.000,0.006863,0,0.000
0.5684,0.467648,0.426831,0.484815,-0.186813,0.054947,-0.384617,0.469044,0.433660,0.487290,0.027914,0.136585,0.049499,0.031746,0.119658,0.026862,-0.012665,-0.002945,0.431704,-0.011695,-0.002089,0.432667,0.013003,0.431900,-3.063210,-0.000,0.000,-0.000,0.006864,0,0.000
0.5784,0.467648,0.426831,0.485197,0.098900,-0.186813,0.010990,0.469078,0.433697,0.487347,0.028582,0.137322,0.043002,0.026862,0.139194,0.012210,-0.012749,-0.002897,0.431724,-0.011695,-0.002088,0.432667,0.013074,0.431921,-3.063115,-0.000,0.000,-0.000,0.006829,0,0.000
0.5886,0.467267,0.426831,0.485197,-0.494507,0.098900,-0.054947,0.469017,0.433663,0.487314,0.035010,0.136643,0.042346,-0.012210,0.129426,0.031746,-0.012749,-0.002800,0.431702,-0.011696,-0.002086,0.432667,0.013053,0.431899,-3.062937,-0.000,0.000,-0.000,0.006866,0,0.000
0.5991,0.467648,0.426831,0.485578,-0.164837,0.164837,0.582417,0.469106,0.433736,0.487407,0.029143,0.138097,0.036574,0.017094,0.114774,0.051282,-0.012834,-0.002848,0.431743,-0.011696,-0.002085,0.432667,0.013146,0.431943,-3.062837,-0.000,0.000,-0.000,0.006832,0,0.000
0.6088,0.467648,0.426831,0.485197,0.032967,0.032967,0.142857,0.469065,0.433702,0.487355,0.028337,0.137408,0.043161,0.031746,0.109890,0.041514,-0.012749,-0.002897,0.431724,-0.011696,-0.002083,0.432667,0.013074,0.431921,-3.062695,-0.000,0.000,-0.000,0.006905,0,0.000
0.6188,0.467648,0.427213,0.485197,-0.076923,0.208790,-0.142857,0.469099,0.433757,0.487392,0.029017,0.130888,0.043902,0.046398,0.129426,0.031746,-0.012667,-0.002849,0.431749,-0.011696,-0.002083,0.432667,0.012984,0.431944,-3.062635,-0.000,0.000,-0.000,0.006489,0,0.000
0.6284,0.467648,0.427213,0.485197,0.208790,0.010990,-0.120880,0.469098,0.433757,0.487393,0.028991,0.130897,0.043919,0.026862,0.100122,0.026862,-0.012667,-0.002849,0.431749,-0.011696,-0.002082,0.432667,0.012984,0.431944,-3.062590,-0.000,0.000,-0.000,0.006544,0,0.000
0.6393,0.467648,0.426831,0.485197,0.318680,-0.362637,-0.054947,0.469062,0.433703,0.487357,0.028271,0.137431,0.043203,0.031746,0.100122,0.036630,-0.012749,-0.002897,0.431724,-0.011696,-0.002082,0.432667,0.013074,0.431921,-3.062583,-0.000,0.000,-0.000,0.006926,0,0.000
0.6489,0.467648,0.427213,0.485197,-0.076923,0.120880,0.186813,0.469099,0.433757,0.487392,0.029009,0.130891,0.043907,0.031746,0.100122,0.061050,-0.012667,-0.002849,0.431749,-0.011696,-0.002082,0.432667,0.012984,0.431944,-3.062620,-0.000,0.000,-0.000,0.006490,0,0.000
0.6591,0.467648,0.427213,0.485197,-0.076923,0.230770,0.076923,0.469100,0.433757,0.487391,0.029036,0.130882,0.043890,0.036630,0.114774,0.026862,-0.012667,-0.002849,0.431749,-0.011696,-0.002083,0.432667,0.012984,0.431944,-3.062666,-0.000,0.000,-0.000,0.006545,0,0.000
0.6692,0.467267,0.427213,0.485197,-0.120880,-0.010990,-0.252747,0.469047,0.433720,0.487354,0.035605,0.130153,0.043142,0.046398,0.114774,0.041514,-0.012667,-0.002752,0.431727,-0.011696,-0.002084,0.432667,0.012963,0.431922,-3.062730,-0.000,0.000,-0.000,0.006544,0,0.000
0.6787,0.467267,0.427213,0.485197,-0.186813,0.076923,0.098900,0.469049,0.433720,0.487353,0.035645,0.130139,0.043117,0.026862,0.100122,0.031746,-0.012667,-0.002752,0.431727,-0.011696,-0.002084,0.432667,0.012963,0.431922,-3.062797,-0.000,0.000,-0.000,0.006508,0,0.000
0.6892,0.467648,0.427213,0.485197,0.186813,0.120880,0.032967,0.469105,0.433755,0.487388,0.029139,0.130846,0.043823,0.041514,0.119658,0.036630,-0.012667,-0.002849,0.431749,-0.011696,-0.002085,0.432667,0.012984,0.431944,-3.062842,-0.000,0.000,-0.000,0.006507,0,0.000
0.6994,0.467648,0.427213,0.485197,-0.032967,-0.098900,0.340660,0.469106,0.433755,0.487388,0.029154,0.130841,0.043813,0.026862,0.100122,0.065934,-0.012667,-0.002849,0.431749,-0.011696,-0.002085,0.432667,0.012984,0.431944,-3.062868,-0.000,0.000,-0.000,0.006542,0,0.000
0.7092,0.467267,0.427213,0.484815,0.054947,-0.230770,-0.252747,0.469015,0.433683,0.487297,0.034954,0.129409,0.049628,0.070818,0.109890,0.036630,-0.012583,-0.002801,0.431707,-0.011696,-0.002085,0.432667,0.012891,0.431900,-3.062854,-0.000,0.000,-0.000,0.006542,0,0.000
0.7190,0.467267,0.427594,0.484815,-0.120880,0.186813,-0.428570,0.469049,0.433738,0.487334,0.035644,0.122886,0.050364,0.031746,0.105006,0.036630,-0.012501,-0.002754,0.431732,-0.011696,-0.002085,0.432667,0.012800,0.431922,-3.062809,-0.000,0.000,-0.000,0.006089,0,0.000
0.7295,0.467648,0.427976,0.485197,0.164837,0.076923,-0.054947,0.469174,0.433866,0.487462,0.030504,0.117804,0.045303,0.026862,0.080586,0.031746,-0.012502,-0.002754,0.431799,-0.011696,-0.002084,0.432667,0.012802,0.431988,-3.062729,-0.000,0.000,-0.000,0.005763,0,0.000
0.7393,0.467648,0.427976,0.485197,0.340660,0.010990,-0.032967,0.469171,0.433867,0.487464,0.030453,0.117822,0.045336,0.036630,0.085470,0.046398,-0.012502,-0.002754,0.431799,-0.011696,-0.002083,0.432667,0.012802,0.431988,-3.062642,-0.000,0.000,-0.000,0.005890,0,0.000
0.7513,0.467648,0.427976,0.485197,0.032967,0.032967,0.164837,0.469166,0.433868,0.487467,0.030357,0.117856,0.045398,0.036630,0.070818,0.031746,-0.012502,-0.002754,0.431799,-0.011696,-0.002081,0.432667,0.012802,0.431988,-3.062477,-0.000,0.000,-0.000,0.005891,0,0.000
0.7598,0.467267,0.427594,0.485197,-0.098900,-0.318680,0.516483,0.469071,0.433779,0.487397,0.036090,0.123701,0.044011,0.036630,0.100122,0.056166,-0.012585,-0.002705,0.431752,-0.011697,-0.002079,0.432667,0.012872,0.431944,-3.062334,-0.000,0.000,-0.000,0.006274,0,0.000
0.7695,0.467267,0.427976,0.485197,-0.120880,0.010990,0.252747,0.469103,0.433835,0.487436,0.036728,0.117197,0.044780,0.031746,0.114774,0.026862,-0.012502,-0.002657,0.431777,-0.011697,-0.002077,0.432667,0.012782,0.431966,-3.062200,-0.000,0.000,-0.000,0.005804,0,0.000
0.7797,0.467648,0.427976,0.485197,0.010990,-0.010990,-0.032967,0.469155,0.433872,0.487474,0.030131,0.117935,0.045545,0.051282,0.105006,-0.002442,-0.012502,-0.002754,0.431799,-0.011697,-0.002076,0.432667,0.012802,0.431988,-3.062090,-0.000,0.000,-0.000,0.005860,0,0.000
0.7896,0.467648,0.428357,0.485197,-0.032967,-0.164837,0.054947,0.469189,0.433928,0.487511,0.030805,0.111417,0.046290,0.017094,0.100122,0.036630,-0.012420,-0.002706,0.431824,-0.011697,-0.002075,0.432667,0.012711,0.432011,-3.062018,-0.000,0.000,-0.000,0.005515,0,0.000
0.7999,0.467267,0.428738,0.485197,-0.186813,0.362637,-0.208790,0.469168,0.433947,0.487512,0.038022,0.104180,0.046305,0.046398,0.065934,0.031746,-0.012338,-0.002562,0.431827,-0.011698,-0.002075,0.432667,0.012601,0.432011,-3.061965,-0.000,0.000,-0.000,0.005189,0,0.000
0.8109,0.467648,0.428357,0.485197,0.186813,0.120880,-0.406593,0.469186,0.433929,0.487513,0.030760,0.111433,0.046320,0.036630,0.105006,0.031746,-0.012420,-0.002706,0.431824,-0.011698,-0.002074,0.432667,0.012711,0.432011,-3.061940,-0.000,0.000,-0.000,0.005590,0,0.000
0.8211,0.467648,0.428357,0.485197,0.054947,0.098900,-0.230770,0.469186,0.433929,0.487513,0.030760,0.111433,0.046320,0.031746,0.105006,0.012210,-0.012420,-0.002706,0.431824,-0.011698,-0.002074,0.432667,0.012711,0.432011,-3.061941,-0.000,0.000,-0.000,0.005572,0,0.000
0.8300,0.467267,0.428357,0.485197,-0.164837,0.054947,-0.340660,0.469132,0.433893,0.487476,0.037308,0.110712,0.045586,0.046398,0.100122,0.026862,-0.012420,-0.002610,0.431802,-0.011698,-0.002075,0.432667,0.012691,0.431989,-3.061968,-0.000,0.000,-0.000,0.005572,0,0.000
0.8401,0.467648,0.428738,0.485197,0.098900,0.010990,-0.054947,0.469224,0.433983,0.487548,0.031514,0.104887,0.047013,0.031746,0.070818,-0.002442,-0.012338,-0.002659,0.431849,-0.011697,-0.002075,0.432667,0.012621,0.432033,-3.062007,-0.000,0.000,-0.000,0.005154,0,0.000
0.8502,0.467648,0.428738,0.485197,0.142857,-0.098900,-0.208790,0.469225,0.433982,0.487547,0.031537,0.104879,0.046998,0.056166,0.075702,0.007326,-0.012338,-0.002659,0.431849,-0.011697,-0.002076,0.432667,0.012621,0.432033,-3.062047,-0.000,0.000,-0.000,0.005244,0,0.000
0.8605,0.467267,0.428738,0.485197,-0.098900,-0.032967,0.142857,0.469171,0.433946,0.487510,0.038087,0.104157,0.046263,0.036630,0.075702,0.036630,-0.012338,-0.002562,0.431827,-0.011697,-0.002076,0.432667,0.012601,0.432011,-3.062076,-0.000,0.000,-0.000,0.005244,0,0.000
0.8705,0.467648,0.428738,0.485197,0.076923,0.142857,0.032967,0.469226,0.433982,0.487546,0.031560,0.104871,0.046983,0.017094,0.080586,0.021978,-0.012338,-0.002659,0.431849,-0.011697,-0.002076,0.432667,0.012621,0.432033,-3.062085,-0.000,0.000,-0.000,0.005208,0,0.000
0.8837,0.467267,0.428738,0.485197,-0.054947,-0.010990,-0.208790,0.469171,0.433947,0.487511,0.038074,0.104162,0.046272,0.031746,0.080586,0.075702,-0.012338,-0.002562,0.431827,-0.011697,-0.002076,0.432667,0.012601,0.432011,-3.062053,-0.000,0.000,-0.000,0.005244,0,0.000
