t,s_m,pct,plane,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,lag_rad
0.9224,0.07360,0.61,APPROACH,0.275766,0.592009,0.557677,0.032967,0.208790,0.318680,0.257937,0.625253,0.571496,-0.356585,0.664862,0.276386,-0.222222,0.280830,-0.017094,0.007830,0.073859,0.427540,0.012363,0.083925,0.427068,0.074273,0.433943,0.033243
0.9332,0.07440,0.61,APPROACH,0.274240,0.594680,0.559966,0.164837,0.648350,0.450550,0.256748,0.627173,0.573738,-0.349851,0.649861,0.275432,-0.109890,0.280830,-0.012210,0.007924,0.074841,0.427548,0.012298,0.084722,0.427068,0.075259,0.434122,0.032493
0.9435,0.07520,0.62,APPROACH,0.272714,0.598113,0.561873,-0.274727,0.318680,0.208790,0.255568,0.629103,0.575989,-0.342924,0.619804,0.282306,-0.339438,0.144078,-0.021978,0.008280,0.075871,0.427562,0.012234,0.085519,0.427068,0.076322,0.434321,0.030990
0.9530,0.07600,0.63,APPROACH,0.271189,0.601546,0.563399,-0.340660,0.868134,0.296703,0.254398,0.631044,0.578250,-0.335807,0.589951,0.297010,-0.046398,0.031746,0.002442,0.008724,0.076853,0.427558,0.012170,0.086317,0.427068,0.077346,0.434498,0.029498
0.9630,0.07680,0.63,APPROACH,0.270044,0.606505,0.565688,-0.274727,0.538460,0.230770,0.253238,0.632994,0.580521,-0.336127,0.529784,0.296654,-0.134310,-0.114774,-0.017094,0.009348,0.078039,0.427662,0.012106,0.087114,0.427068,0.078597,0.434824,0.026489
0.9732,0.07760,0.64,APPROACH,0.268900,0.612228,0.567977,0.054947,0.582417,0.428570,0.252087,0.634955,0.582802,-0.336255,0.454543,0.296498,-0.153846,-0.261294,-0.007326,0.010150,0.079322,0.427781,0.012042,0.087912,0.427068,0.079969,0.435191,0.022727
0.9835,0.07840,0.65,APPROACH,0.267755,0.618713,0.569884,0.296703,0.472527,-0.120880,0.250946,0.636927,0.585093,-0.336192,0.364266,0.304171,-0.153846,-0.393163,-0.036630,0.011218,0.080654,0.427898,0.011977,0.088709,0.427068,0.081431,0.435578,0.018213
0.9930,0.07920,0.65,APPROACH,0.266230,0.624817,0.572173,-0.296703,0.604397,0.406593,0.249814,0.638908,0.587394,-0.328307,0.281823,0.304415,-0.119658,-0.324786,-0.021978,0.012114,0.082073,0.427973,0.011913,0.089506,0.427068,0.082962,0.435940,0.016415
1.0030,0.08000,0.66,APPROACH,0.265085,0.630157,0.574080,0.164837,0.340660,0.406593,0.248692,0.640900,0.589705,-0.327859,0.214843,0.312489,-0.095238,-0.295483,0.026862,0.012922,0.083258,0.428049,0.011849,0.090304,0.427068,0.084255,0.436262,0.016393
1.0131,0.08080,0.67,APPROACH,0.263559,0.633591,0.575606,-0.054947,0.472527,0.120880,0.247580,0.642901,0.592026,-0.319590,0.186215,0.328393,-0.139194,-0.261294,0.026862,0.013373,0.084237,0.428021,0.011785,0.091101,0.427068,0.085292,0.436437,0.016420
1.0231,0.08160,0.67,APPROACH,0.262033,0.636642,0.577514,0.010990,0.252747,0.384617,0.246477,0.644913,0.594357,-0.311128,0.165422,0.336869,-0.090354,-0.148962,0.036630,0.013650,0.085214,0.427996,0.011721,0.091899,0.427068,0.086300,0.436610,0.016843
1.0332,0.08240,0.68,APPROACH,0.260126,0.638550,0.579421,-0.274727,0.296703,-0.120880,0.245384,0.646936,0.596698,-0.294844,0.167723,0.345546,-0.095238,-0.080586,0.051282,0.013659,0.086131,0.427903,0.011656,0.092696,0.427068,0.087207,0.436699,0.017277
1.0432,0.08320,0.69,APPROACH,0.258982,0.639694,0.581328,0.054947,0.450550,0.318680,0.244300,0.648968,0.599049,-0.293626,0.185488,0.354424,-0.105006,0.012210,0.026862,0.013490,0.086776,0.427874,0.011592,0.093494,0.427068,0.087819,0.436793,0.017721
1.0534,0.08400,0.69,APPROACH,0.257456,0.640076,0.583617,-0.142857,0.252747,0.428570,0.243226,0.651011,0.601411,-0.284587,0.218717,0.355874,-0.109890,0.080586,0.036630,0.013056,0.087458,0.427800,0.011528,0.094291,0.427068,0.088428,0.436843,0.017794
1.0635,0.08480,0.70,APPROACH,0.256311,0.640457,0.585906,-0.516483,0.098900,0.142857,0.242162,0.653065,0.603782,-0.282983,0.252153,0.357526,-0.178267,0.109890,0.046398,0.012621,0.088054,0.427766,0.011464,0.095088,0.427068,0.088954,0.436917,0.017876
1.0735,0.08560,0.71,APPROACH,0.255167,0.640839,0.588576,0.120880,0.142857,0.472527,0.241108,0.655128,0.606164,-0.281187,0.285796,0.351750,-0.144078,0.129426,0.021978,0.012098,0.088698,0.427744,0.011400,0.095886,0.427068,0.089519,0.437011,0.017588
1.0837,0.08640,0.71,APPROACH,0.254022,0.641601,0.590484,-0.604397,0.164837,0.230770,0.240063,0.657202,0.608555,-0.279197,0.312016,0.361436,-0.148962,0.144078,0.002442,0.011839,0.089294,0.427702,0.011335,0.096683,0.427068,0.090075,0.437084,0.018072
1.0938,0.08720,0.72,APPROACH,0.252878,0.641983,0.592391,-0.142857,0.098900,0.098900,0.239027,0.659287,0.610957,-0.277015,0.346073,0.371324,-0.114774,0.207570,0.051282,0.011490,0.089840,0.427651,0.011271,0.097481,0.427068,0.090572,0.437137,0.018566
1.1037,0.08800,0.73,APPROACH,0.251734,0.643127,0.595061,0.054947,0.186813,-0.032967,0.238002,0.661381,0.613369,-0.274639,0.365078,0.366156,-0.153846,0.183150,0.026862,0.011145,0.090581,0.427642,0.011207,0.098278,0.427068,0.091264,0.437272,0.018308
1.1138,0.08880,0.73,APPROACH,0.250208,0.644272,0.597731,-0.406593,0.010990,0.142857,0.236986,0.663486,0.615791,-0.264439,0.384292,0.361192,-0.124542,0.158731,0.036630,0.010799,0.091406,0.427588,0.011143,0.099076,0.427068,0.092042,0.437382,0.019215
1.1239,0.08960,0.74,APPROACH,0.249063,0.645798,0.600402,0.054947,0.164837,0.516483,0.235980,0.665602,0.618223,-0.261676,0.396084,0.356430,-0.070818,0.153846,-0.002442,0.010542,0.092194,0.427584,0.011079,0.099873,0.427068,0.092795,0.437537,0.019804
1.1340,0.09040,0.75,APPROACH,0.247919,0.647323,0.603072,0.076923,0.186813,0.406593,0.234983,0.667728,0.620666,-0.258719,0.408085,0.351873,-0.041514,0.197803,0.002442,0.010284,0.092981,0.427577,0.011014,0.100670,0.427068,0.093548,0.437691,0.020404
1.1439,0.09120,0.75,APPROACH,0.247156,0.648468,0.605361,0.076923,0.208790,0.516483,0.233996,0.669864,0.623118,-0.263198,0.427924,0.355148,-0.231990,0.227106,-0.012210,0.010025,0.093587,0.427592,0.010950,0.101468,0.427068,0.094122,0.437828,0.021396
1.1544,0.09200,0.76,APPROACH,0.245630,0.649612,0.607650,-0.318680,0.340660,0.076923,0.233019,0.672011,0.625581,-0.252223,0.447972,0.358628,-0.139194,0.231990,-0.012210,0.009765,0.094362,0.427518,0.010886,0.102265,0.427068,0.094866,0.437917,0.022399
1.1642,0.09280,0.76,APPROACH,0.244486,0.650757,0.610702,-0.120880,-0.010990,0.230770,0.232052,0.674168,0.628054,-0.248684,0.468230,0.347035,-0.051282,0.241758,-0.017094,0.009328,0.095148,0.427511,0.010822,0.103063,0.427068,0.095604,0.438071,0.023411
1.1745,0.09360,0.77,APPROACH,0.243723,0.652283,0.613754,0.032967,-0.054947,0.296703,0.231094,0.676336,0.630537,-0.252581,0.481068,0.335665,-0.168498,0.271062,-0.056166,0.008981,0.095897,0.427554,0.010758,0.103860,0.427068,0.096317,0.438269,0.024053
1.1844,0.09440,0.78,APPROACH,0.242197,0.653427,0.616043,-0.274727,0.538460,0.296703,0.230146,0.678514,0.633031,-0.241024,0.501746,0.339760,-0.056166,0.290598,-0.036630,0.008720,0.096671,0.427476,0.010693,0.104657,0.427068,0.097063,0.438357,0.025087
1.1947,0.09520,0.78,APPROACH,0.241815,0.654571,0.618713,0.076923,0.120880,0.010990,0.229207,0.680703,0.635535,-0.252161,0.522635,0.336430,-0.227106,0.334555,-0.080586,0.008370,0.097238,0.427539,0.010629,0.105455,0.427068,0.097597,0.438537,0.026132
1.2049,0.09600,0.79,APPROACH,0.240290,0.656097,0.621384,0.010990,0.142857,0.274727,0.228279,0.682903,0.638049,-0.240215,0.536105,0.333307,-0.051282,0.324786,-0.021978,0.008109,0.098107,0.427477,0.010565,0.106252,0.427068,0.098442,0.438666,0.026805
1.2148,0.09680,0.80,APPROACH,0.239145,0.658005,0.624054,-0.494507,0.230770,0.406593,0.227360,0.685113,0.640573,-0.235704,0.542157,0.330389,-0.144078,0.241758,-0.056166,0.007938,0.098940,0.427466,0.010501,0.107050,0.427068,0.099258,0.438838,0.027108
1.2247,0.09760,0.80,APPROACH,0.238382,0.659149,0.626343,0.054947,0.054947,0.692307,0.226451,0.687333,0.643108,-0.238627,0.563680,0.335307,-0.061050,0.212454,-0.031746,0.007676,0.099543,0.427469,0.010437,0.107847,0.427068,0.099838,0.438973,0.028184
1.2347,0.09840,0.81,APPROACH,0.237238,0.661438,0.629013,-0.274727,0.626373,0.406593,0.225551,0.689564,0.645653,-0.233727,0.562527,0.332803,-0.129426,0.231990,-0.036630,0.007594,0.100423,0.427462,0.010372,0.108645,0.427068,0.100710,0.439165,0.028126
1.2447,0.09920,0.82,APPROACH,0.236093,0.663345,0.631302,-0.186813,0.208790,0.054947,0.224662,0.691806,0.648208,-0.228631,0.569216,0.338135,-0.061050,0.231990,-0.017094,0.007511,0.101206,0.427434,0.010308,0.109442,0.427068,0.101484,0.439317,0.028461
1.2549,0.10000,0.82,APPROACH,0.235330,0.666016,0.633972,-0.142857,0.098900,0.230770,0.223782,0.694058,0.650774,-0.230970,0.560860,0.336045,-0.207570,0.173382,-0.012210,0.007519,0.102049,0.427476,0.010244,0.110239,0.427068,0.102326,0.439552,0.028043
1.2649,0.10080,0.83,APPROACH,0.234185,0.669067,0.636642,-0.230770,0.670330,0.406593,0.222912,0.696322,0.653350,-0.225465,0.545087,0.334163,-0.056166,0.173382,-0.007326,0.007617,0.103024,0.427478,0.010180,0.111037,0.427068,0.103306,0.439783,0.027254
1.2750,0.10160,0.84,APPROACH,0.233422,0.671738,0.638931,0.318680,0.098900,0.406593,0.222052,0.698595,0.655937,-0.227413,0.537158,0.340119,-0.183150,0.134310,-0.017094,0.007714,0.103819,0.427505,0.010116,0.111834,0.427068,0.104105,0.439998,0.026858
1.2850,0.10240,0.84,APPROACH,0.232659,0.674409,0.640457,0.076923,0.230770,0.252747,0.221201,0.700880,0.658534,-0.229166,0.529424,0.361542,-0.065934,0.056166,0.021978,0.007990,0.104516,0.427508,0.010051,0.112632,0.427068,0.104821,0.440172,0.026471
1.2954,0.10320,0.85,APPROACH,0.231896,0.677842,0.642746,0.164837,0.186813,0.208790,0.220360,0.703175,0.661142,-0.230723,0.506665,0.367915,-0.202686,0.002442,0.041514,0.008269,0.105406,0.427546,0.009987,0.113429,0.427068,0.105730,0.440426,0.025333
1.3059,0.10400,0.86,APPROACH,0.230370,0.682038,0.645416,-0.362637,0.670330,0.296703,0.219529,0.705481,0.663760,-0.216826,0.468862,0.366868,-0.041514,-0.031746,0.036630,0.008640,0.106607,0.427515,0.009923,0.114227,0.427068,0.106957,0.440691,0.023443
1.3161,0.10480,0.86,APPROACH,0.229607,0.686234,0.647705,0.010990,0.252747,0.318680,0.218708,0.707798,0.666388,-0.217992,0.431276,0.373660,-0.134310,-0.051282,0.041514,0.009102,0.107592,0.427560,0.009859,0.115024,0.427068,0.107977,0.440984,0.021564
1.3254,0.10560,0.87,APPROACH,0.228845,0.690049,0.649612,-0.406593,0.604397,0.230770,0.217896,0.710126,0.669027,-0.218962,0.401535,0.388292,-0.031746,-0.173382,0.051282,0.009563,0.108481,0.427586,0.009795,0.115821,0.427068,0.108901,0.441236,0.020077
1.3355,0.10640,0.88,APPROACH,0.228082,0.694245,0.651901,-0.208790,0.406593,-0.098900,0.217095,0.712464,0.671676,-0.219736,0.364381,0.395505,-0.134310,-0.163614,0.061050,0.010027,0.109464,0.427626,0.009730,0.116619,0.427068,0.109923,0.441528,0.019775
1.3454,0.10720,0.88,APPROACH,0.227319,0.698441,0.654571,-0.098900,0.010990,0.252747,0.216303,0.714814,0.674336,-0.220314,0.327444,0.395300,-0.105006,-0.139194,0.075702,0.010403,0.110495,0.427673,0.009666,0.117416,0.427068,0.110984,0.441839,0.019765
1.3568,0.10800,0.89,APPROACH,0.226174,0.702638,0.656860,-0.296703,0.714287,0.252747,0.215521,0.717174,0.677007,-0.213067,0.290725,0.402935,-0.105006,-0.148962,0.065934,0.010870,0.111561,0.427660,0.009602,0.118214,0.427068,0.112089,0.442105,0.020147
1.3665,0.10880,0.90,APPROACH,0.225411,0.705308,0.659149,-0.604397,0.428570,0.472527,0.214749,0.719545,0.679688,-0.213253,0.284741,0.410783,-0.056166,-0.114774,0.026862,0.010971,0.112350,0.427668,0.009538,0.119011,0.427068,0.112884,0.442316,0.020539
1.3765,0.10960,0.90,APPROACH,0.225030,0.708360,0.661819,0.252747,0.362637,0.648350,0.213986,0.721927,0.682380,-0.220872,0.271347,0.411213,-0.114774,-0.080586,0.051282,0.011075,0.113151,0.427738,0.009474,0.119808,0.427068,0.113692,0.442590,0.020561
1.3867,0.11040,0.91,APPROACH,0.223885,0.710648,0.664108,-0.318680,0.252747,0.362637,0.213234,0.724320,0.685082,-0.213035,0.273431,0.419485,-0.173382,-0.026862,0.031746,0.011085,0.113974,0.427691,0.009410,0.120606,0.427068,0.114512,0.442755,0.020974
1.3967,0.11120,0.92,APPROACH,0.223504,0.712556,0.666778,0.164837,-0.032967,0.252747,0.212491,0.726724,0.687796,-0.220261,0.283364,0.420342,-0.105006,-0.002442,0.012210,0.010914,0.114631,0.427741,0.009345,0.121403,0.427068,0.115149,0.442970,0.021017
1.4068,0.11200,0.92,APPROACH,0.222360,0.714463,0.669449,-0.098900,0.076923,0.362637,0.211758,0.729139,0.690519,-0.212031,0.293517,0.421412,-0.129426,0.046398,0.002442,0.010742,0.115452,0.427696,0.009281,0.122201,0.427068,0.115951,0.443135,0.021071
1.4168,0.11280,0.93,APPROACH,0.221597,0.715989,0.672501,-0.186813,0.208790,0.406593,0.211035,0.731565,0.693254,-0.211235,0.311521,0.415048,-0.163614,0.100122,0.012210,0.010387,0.116190,0.427701,0.009217,0.122998,0.427068,0.116653,0.443324,0.020752
1.4270,0.11360,0.94,APPROACH,0.221215,0.717133,0.674790,-0.472527,0.054947,0.560440,0.210322,0.734002,0.695999,-0.217870,0.337375,0.424176,-0.246642,0.105006,0.026862,0.010121,0.116702,0.427728,0.009153,0.123796,0.427068,0.117140,0.443478,0.021209
1.4366,0.11440,0.94,APPROACH,0.220071,0.718659,0.677842,-0.384617,0.362637,0.164837,0.209618,0.736450,0.698755,-0.209050,0.355822,0.418261,-0.105006,0.085470,-0.002442,0.009766,0.117521,0.427682,0.009089,0.124593,0.427068,0.117926,0.443642,0.020913
1.4465,0.11520,0.95,APPROACH,0.219689,0.720185,0.681275,-0.252747,0.098900,0.582417,0.208925,0.738910,0.701522,-0.215292,0.374491,0.404932,-0.129426,0.095238,-0.012210,0.009319,0.118223,0.427740,0.009024,0.125390,0.427068,0.118590,0.443875,0.020247
1.4567,0.11600,0.96,APPROACH,0.219308,0.721711,0.684327,0.032967,0.032967,0.098900,0.208241,0.741380,0.704299,-0.221336,0.393383,0.399448,-0.153846,0.105006,-0.036630,0.008962,0.118877,0.427787,0.008960,0.126188,0.427068,0.119214,0.444087,0.019972
1.4667,0.11680,0.96,APPROACH,0.218545,0.723237,0.686997,-0.010990,0.494507,0.494507,0.207567,0.743862,0.707088,-0.219554,0.412499,0.401811,-0.158731,0.158731,-0.036630,0.008696,0.119565,0.427775,0.008896,0.126985,0.427068,0.119881,0.444255,0.020625
1.4767,0.11760,0.97,APPROACH,0.218163,0.724763,0.690431,0.186813,0.098900,0.560440,0.206903,0.746355,0.709887,-0.225204,0.431840,0.389132,-0.197803,0.168498,-0.017094,0.008247,0.120265,0.427828,0.008832,0.127783,0.427068,0.120548,0.444487,0.021592
1.4867,0.11840,0.98,APPROACH,0.217019,0.726289,0.693864,-0.450550,0.296703,0.604397,0.206249,0.748859,0.712697,-0.215397,0.451405,0.376671,-0.109890,0.168498,-0.061050,0.007796,0.121130,0.427782,0.008768,0.128580,0.427068,0.121380,0.444669,0.022570
1.4974,0.11920,0.98,APPROACH,0.216637,0.727815,0.696153,0.384617,0.582417,0.516483,0.205605,0.751374,0.715518,-0.220652,0.471196,0.387317,-0.090354,0.188034,-0.061050,0.007619,0.121687,0.427805,0.008703,0.129377,0.427068,0.121925,0.444841,0.023560
1.5077,0.12000,0.99,APPROACH,0.215875,0.729340,0.699204,-0.384617,0.054947,0.230770,0.204971,0.753901,0.718350,-0.218079,0.491213,0.382923,-0.246642,0.183150,-0.070818,0.007259,0.122421,0.427796,0.008639,0.130175,0.427068,0.122636,0.445027,0.024561
1.5173,0.12080,1.00,APPROACH,0.215112,0.731629,0.702638,-0.230770,0.252747,0.296703,0.204346,0.756439,0.721193,-0.215309,0.496198,0.371119,-0.192918,0.173382,-0.036630,0.006992,0.123297,0.427803,0.008575,0.130972,0.427068,0.123495,0.445272,0.024810
1.5277,0.12160,1.00,APPROACH,0.214349,0.733918,0.705308,-0.164837,0.230770,0.208790,0.203732,0.758989,0.724048,-0.212341,0.501410,0.374794,-0.051282,0.129426,-0.017094,0.006907,0.124078,0.427792,0.008511,0.131770,0.427068,0.124270,0.445476,0.025071
1.5375,0.12240,1.01,APPROACH,0.214349,0.736208,0.708360,0.428570,0.098900,0.120880,0.203127,0.761549,0.726913,-0.224434,0.506832,0.371060,-0.246642,0.139194,-0.012210,0.006731,0.124742,0.427887,0.008447,0.132567,0.427068,0.124923,0.445750,0.025342
1.5478,0.12320,1.02,APPROACH,0.213586,0.738878,0.711411,-0.098900,0.032967,0.648350,0.202532,0.764122,0.729789,-0.221070,0.504873,0.367547,-0.085470,0.134310,0.002442,0.006647,0.125616,0.427885,0.008382,0.133365,0.427068,0.125792,0.445993,0.025244
1.5577,0.12400,1.02,APPROACH,0.212823,0.741167,0.713319,-0.054947,0.494507,0.538460,0.201947,0.766706,0.732676,-0.217507,0.510772,0.387145,-0.105006,0.148962,0.026862,0.006745,0.126300,0.427854,0.008318,0.134162,0.427068,0.126480,0.446157,0.025539
1.5679,0.12480,1.03,APPROACH,0.212441,0.743837,0.715608,0.076923,0.318680,0.428570,0.201373,0.769301,0.735574,-0.221376,0.509272,0.399336,-0.207570,0.105006,0.036630,0.006844,0.126998,0.427884,0.008254,0.134959,0.427068,0.127182,0.446385,0.025464
1.5779,0.12560,1.04,APPROACH,0.211678,0.746889,0.717896,-0.252747,0.582417,0.318680,0.200808,0.771908,0.738484,-0.217417,0.500374,0.411750,-0.119658,0.070818,0.007326,0.007037,0.127823,0.427866,0.008190,0.135757,0.427068,0.128017,0.446607,0.025019
1.5880,0.12640,1.04,APPROACH,0.211678,0.749941,0.720567,-0.296703,0.142857,0.516483,0.200252,0.774526,0.741405,-0.228518,0.491707,0.416759,-0.295483,0.026862,0.041514,0.007139,0.128532,0.427955,0.008126,0.136554,0.427068,0.128731,0.446897,0.024585
1.5981,0.12720,1.05,APPROACH,0.210915,0.752993,0.722474,-0.560440,0.428570,0.230770,0.199707,0.777156,0.744337,-0.224162,0.483273,0.437251,-0.197803,0.017094,0.061050,0.007425,0.129309,0.427927,0.008061,0.137352,0.427068,0.129522,0.447099,0.024164
1.6084,0.12800,1.06,APPROACH,0.210915,0.756426,0.725144,0.164837,0.582417,0.142857,0.199172,0.779798,0.747280,-0.234866,0.467443,0.442709,-0.202686,0.012210,0.061050,0.007621,0.130065,0.428017,0.007997,0.138149,0.427068,0.130288,0.447408,0.023372
1.6182,0.12880,1.06,APPROACH,0.210153,0.760240,0.727433,-0.164837,0.252747,0.208790,0.198647,0.782451,0.750234,-0.230112,0.444218,0.456023,-0.183150,-0.046398,0.070818,0.008003,0.130983,0.428001,0.007933,0.138947,0.427068,0.131227,0.447666,0.022801
1.6285,0.12960,1.07,APPROACH,0.210153,0.764055,0.730485,-0.032967,0.648350,0.362637,0.198132,0.785117,0.753200,-0.240417,0.421227,0.454304,-0.207570,-0.061050,0.036630,0.008202,0.131832,0.428098,0.007869,0.139744,0.427068,0.132087,0.448012,0.022715
1.6382,0.13040,1.07,APPROACH,0.209390,0.767107,0.732392,-0.362637,0.010990,0.274727,0.197626,0.787793,0.756177,-0.235265,0.413731,0.475702,-0.090354,-0.070818,0.051282,0.008490,0.132606,0.428063,0.007805,0.140541,0.427068,0.132878,0.448212,0.023785
1.6487,0.13120,1.08,APPROACH,0.209390,0.770540,0.735445,0.098900,0.164837,0.252747,0.197131,0.790482,0.759166,-0.245173,0.398842,0.474420,-0.271062,-0.056166,0.041514,0.008596,0.133407,0.428153,0.007740,0.141339,0.427068,0.133683,0.448538,0.023721
1.6584,0.13200,1.09,APPROACH,0.208627,0.773973,0.738497,0.164837,0.406593,0.714287,0.196646,0.793183,0.762166,-0.239622,0.384190,0.473386,-0.241758,-0.026862,0.031746,0.008701,0.134368,0.428139,0.007676,0.142136,0.427068,0.134649,0.448813,0.023669
1.6685,0.13280,1.09,APPROACH,0.207864,0.777407,0.741548,-0.120880,0.076923,0.582417,0.196170,0.795895,0.765177,-0.233873,0.369777,0.472581,-0.124542,-0.100122,0.021978,0.008807,0.135327,0.428123,0.007612,0.142934,0.427068,0.135614,0.449088,0.023629
1.6786,0.13360,1.10,APPROACH,0.207482,0.780458,0.744600,0.076923,0.560440,0.384617,0.195705,0.798620,0.768201,-0.235552,0.363231,0.472007,-0.212454,-0.002442,0.051282,0.008819,0.136159,0.428153,0.007548,0.143731,0.427068,0.136444,0.449368,0.023600
1.6888,0.13440,1.11,APPROACH,0.207101,0.783129,0.747652,0.230770,0.582417,0.428570,0.195249,0.801356,0.771235,-0.237033,0.364555,0.471665,-0.212454,0.021978,0.007326,0.008737,0.136942,0.428178,0.007484,0.144528,0.427068,0.137221,0.449629,0.023583
1.6986,0.13520,1.11,APPROACH,0.206338,0.785036,0.750704,-0.032967,0.208790,0.472527,0.194804,0.804105,0.774281,-0.230684,0.381379,0.471554,-0.100122,0.031746,-0.007326,0.008464,0.137711,0.428144,0.007419,0.145326,0.427068,0.137971,0.449826,0.023578
1.7091,0.13600,1.12,APPROACH,0.205956,0.787325,0.754137,-0.076923,0.428570,0.494507,0.194368,0.806866,0.777339,-0.231764,0.390814,0.464046,-0.124542,0.046398,-0.017094,0.008192,0.138493,0.428170,0.007355,0.146123,0.427068,0.138735,0.450086,0.023202
1.7189,0.13680,1.13,APPROACH,0.205575,0.789614,0.757952,0.010990,0.208790,0.450550,0.193943,0.809638,0.780409,-0.232645,0.400493,0.449143,-0.271062,0.046398,-0.046398,0.007827,0.139321,0.428201,0.007291,0.146921,0.427068,0.139541,0.450364,0.022457
1.7292,0.13760,1.13,APPROACH,0.205193,0.791902,0.761385,-0.032967,0.252747,0.824177,0.193527,0.812423,0.783490,-0.233325,0.410415,0.442104,-0.173382,0.080586,-0.017094,0.007553,0.140102,0.428223,0.007227,0.147718,0.427068,0.140305,0.450623,0.022105
1.7394,0.13840,1.14,APPROACH,0.204812,0.793810,0.764437,0.010990,0.120880,0.274727,0.193122,0.815220,0.786583,-0.233805,0.428210,0.442930,-0.305250,0.090354,-0.041514,0.007278,0.140788,0.428235,0.007163,0.148516,0.427068,0.140976,0.450843,0.022146
1.7493,0.13920,1.15,APPROACH,0.204430,0.796099,0.767870,0.032967,0.516483,0.406593,0.192726,0.818030,0.789688,-0.234085,0.438622,0.436362,-0.158731,0.105006,-0.036630,0.007004,0.141567,0.428254,0.007098,0.149313,0.427068,0.141740,0.451101,0.021931
1.7597,0.14000,1.15,APPROACH,0.203668,0.798388,0.772066,0.010990,0.450550,0.780220,0.192341,0.820851,0.792805,-0.226534,0.449261,0.414773,-0.139194,0.124542,-0.036630,0.006540,0.142518,0.428230,0.007034,0.150110,0.427068,0.142668,0.451371,0.022463
1.7695,0.14080,1.16,APPROACH,0.203668,0.800677,0.775499,0.098900,0.230770,0.406593,0.191965,0.823686,0.795933,-0.234042,0.460167,0.408680,-0.271062,0.124542,-0.036630,0.006264,0.143216,0.428298,0.006970,0.150908,0.427068,0.143353,0.451652,0.023008
1.7796,0.14160,1.17,APPROACH,0.202905,0.802966,0.778551,-0.230770,-0.076923,0.208790,0.191600,0.826532,0.799074,-0.226090,0.471321,0.410456,-0.222222,0.100122,-0.007326,0.006082,0.144026,0.428253,0.006906,0.151705,0.427068,0.144154,0.451864,0.023566
1.7896,0.14240,1.17,APPROACH,0.202905,0.805636,0.781984,0.164837,0.494507,0.648350,0.191245,0.829391,0.802226,-0.233196,0.475095,0.404843,-0.178267,0.134310,-0.021978,0.005900,0.144769,0.428321,0.006842,0.152503,0.427068,0.144890,0.452163,0.023755
1.7998,0.14320,1.18,APPROACH,0.202523,0.807544,0.784273,0.120880,0.230770,0.626373,0.190900,0.832263,0.805391,-0.232472,0.494378,0.422358,-0.227106,0.119658,0.012210,0.005810,0.145359,0.428313,0.006777,0.153300,0.427068,0.145475,0.452344,0.024719
1.8098,0.14400,1.19,APPROACH,0.202142,0.809832,0.786943,-0.076923,0.340660,0.296703,0.190564,0.835147,0.808568,-0.231547,0.506284,0.432486,-0.158731,0.144078,0.007326,0.005722,0.146041,0.428311,0.006713,0.154098,0.427068,0.146153,0.452561,0.025314
