t,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,yaw,ls_y,rs_x,rs_y,lag_rad,frozen,f_press_N
0.1281,0.385250,0.468411,0.450482,-0.164837,0.142857,0.406593,0.385647,0.467720,0.450522,0.007938,-0.013821,0.000793,-0.021978,-0.026862,0.002442,0.003921,0.018469,0.427107,0.003753,0.018280,0.427095,0.018881,0.427524,-2.132085,0.000,0.000,-0.000,0.000690,0,0.000
0.1381,0.385250,0.468411,0.450482,0.054947,-0.054947,0.208790,0.385647,0.467719,0.450523,0.007933,-0.013839,0.000817,0.002442,-0.041514,0.026862,0.003921,0.018469,0.427107,0.003752,0.018280,0.427095,0.018881,0.427524,-2.132111,0.000,0.000,-0.000,0.000691,0,0.000
0.1476,0.385250,0.468793,0.450482,0.054947,0.472527,0.318680,0.385682,0.467773,0.450560,0.008638,-0.020389,0.001560,-0.012210,-0.036630,0.012210,0.004005,0.018518,0.427126,0.003752,0.018280,0.427095,0.018946,0.427546,-2.132138,0.000,0.000,-0.000,0.001073,0,0.000
0.1584,0.385250,0.468793,0.450101,0.186813,0.010990,-0.186813,0.385646,0.467736,0.450507,0.007923,-0.021134,0.008122,-0.017094,-0.026862,-0.002442,0.004088,0.018470,0.427105,0.003751,0.018280,0.427095,0.018917,0.427524,-2.132174,0.000,0.000,-0.000,0.001019,0,0.000
0.1665,0.385250,0.468793,0.450482,-0.208790,0.120880,0.076923,0.385681,0.467771,0.450563,0.008627,-0.020431,0.001614,-0.012210,-0.061050,-0.007326,0.004005,0.018518,0.427126,0.003751,0.018280,0.427095,0.018946,0.427546,-2.132198,0.000,0.000,-0.000,0.001057,0,0.000
0.1753,0.385250,0.468793,0.450482,0.032967,-0.076923,0.318680,0.385681,0.467770,0.450564,0.008622,-0.020449,0.001637,-0.012210,-0.031746,-0.017094,0.004005,0.018518,0.427126,0.003750,0.018280,0.427095,0.018946,0.427546,-2.132224,0.000,0.000,-0.000,0.001022,0,0.000
0.1854,0.385250,0.469174,0.450482,-0.098900,0.164837,0.032967,0.385716,0.467824,0.450601,0.009328,-0.026997,0.002379,-0.026862,-0.041514,-0.007326,0.004089,0.018566,0.427145,0.003750,0.018280,0.427095,0.019011,0.427568,-2.132249,0.000,0.000,-0.000,0.001404,0,0.000
0.1960,0.385631,0.469174,0.450482,0.098900,0.230770,0.098900,0.385771,0.467860,0.450637,0.002796,-0.026293,0.003097,0.007326,-0.051282,0.002442,0.004089,0.018472,0.427172,0.003750,0.018280,0.427095,0.018919,0.427590,-2.132258,0.000,0.000,-0.000,0.001350,0,0.000
0.2055,0.385631,0.469174,0.450101,0.010990,-0.032967,-0.164837,0.385736,0.467823,0.450583,0.002086,-0.027020,0.009636,0.002442,-0.075702,-0.026862,0.004172,0.018424,0.427151,0.003749,0.018280,0.427095,0.018891,0.427568,-2.132269,0.000,0.000,-0.000,0.001315,0,0.000
0.2158,0.385631,0.469556,0.450482,0.098900,0.296703,0.120880,0.385807,0.467914,0.450674,0.003505,-0.032832,0.003827,0.041514,-0.061050,-0.002442,0.004173,0.018521,0.427191,0.003749,0.018280,0.427095,0.018985,0.427612,-2.132269,0.000,0.000,-0.000,0.001732,0,0.000
0.2259,0.385631,0.469556,0.450101,-0.010990,0.274727,0.032967,0.385771,0.467878,0.450619,0.002794,-0.033560,0.010368,-0.021978,-0.031746,0.007326,0.004256,0.018473,0.427170,0.003749,0.018280,0.427095,0.018957,0.427590,-2.132282,0.000,0.000,-0.000,0.001642,0,0.000
0.2358,0.385631,0.469174,0.450482,-0.120880,-0.186813,0.186813,0.385771,0.467859,0.450638,0.002793,-0.026307,0.003114,-0.051282,-0.046398,0.007326,0.004089,0.018472,0.427172,0.003749,0.018280,0.427095,0.018919,0.427590,-2.132278,0.000,0.000,-0.000,0.001297,0,0.000
0.2459,0.385631,0.469556,0.450482,-0.142857,-0.076923,0.164837,0.385807,0.467914,0.450674,0.003503,-0.032840,0.003838,0.002442,-0.051282,-0.036630,0.004173,0.018521,0.427191,0.003749,0.018280,0.427095,0.018985,0.427612,-2.132282,0.000,0.000,-0.000,0.001697,0,0.000
0.2560,0.385631,0.469174,0.450482,-0.164837,-0.296703,0.010990,0.385771,0.467858,0.450639,0.002790,-0.026316,0.003127,0.007326,-0.036630,-0.012210,0.004089,0.018472,0.427172,0.003749,0.018280,0.427095,0.018919,0.427590,-2.132292,0.000,0.000,-0.000,0.001261,0,0.000
0.2687,0.385631,0.469556,0.450482,-0.032967,-0.054947,0.098900,0.385806,0.467913,0.450675,0.003499,-0.032854,0.003856,0.002442,-0.065934,-0.002442,0.004173,0.018521,0.427191,0.003749,0.018280,0.427095,0.018985,0.427612,-2.132302,0.000,0.000,-0.000,0.001697,0,0.000
0.2798,0.385631,0.469937,0.450482,0.054947,0.472527,-0.076923,0.385842,0.467967,0.450712,0.004205,-0.039403,0.004598,-0.017094,-0.031746,-0.026862,0.004256,0.018569,0.427210,0.003748,0.018280,0.427095,0.019050,0.427634,-2.132327,0.000,0.000,-0.000,0.002024,0,0.000
0.2889,0.385631,0.469556,0.450482,-0.274727,0.032967,-0.142857,0.385806,0.467911,0.450677,0.003490,-0.032885,0.003896,-0.012210,-0.046398,-0.021978,0.004173,0.018521,0.427191,0.003748,0.018281,0.427095,0.018985,0.427612,-2.132347,0.000,0.000,-0.000,0.001589,0,0.000
0.2981,0.385631,0.469937,0.450101,0.076923,0.120880,-0.142857,0.385806,0.467930,0.450658,0.003491,-0.040142,0.011153,0.002442,-0.075702,-0.002442,0.004340,0.018521,0.427189,0.003748,0.018281,0.427095,0.019023,0.427612,-2.132355,0.000,0.000,-0.000,0.002026,0,0.000
0.3069,0.385631,0.469937,0.450101,0.010990,0.142857,-0.252747,0.385806,0.467930,0.450659,0.003488,-0.040152,0.011166,-0.036630,-0.046398,-0.002442,0.004340,0.018521,0.427189,0.003748,0.018281,0.427095,0.019023,0.427612,-2.132369,0.000,0.000,-0.000,0.002007,0,0.000
0.3173,0.386013,0.469937,0.450101,0.296703,0.318680,-0.340660,0.385861,0.467965,0.450695,-0.003043,-0.039447,0.011881,-0.031746,-0.036630,-0.007326,0.004340,0.018427,0.427215,0.003747,0.018281,0.427095,0.018932,0.427635,-2.132377,0.000,0.000,-0.000,0.002008,0,0.000
0.3269,0.385631,0.469937,0.450482,-0.010990,0.032967,-0.032967,0.385841,0.467965,0.450715,0.004194,-0.039441,0.004647,0.021978,-0.051282,-0.012210,0.004256,0.018569,0.427210,0.003747,0.018281,0.427095,0.019050,0.427634,-2.132382,0.000,0.000,-0.000,0.001972,0,0.000
0.3372,0.386013,0.469556,0.450482,-0.032967,0.010990,0.230770,0.385860,0.467945,0.450715,-0.003049,-0.032208,0.004648,-0.021978,-0.051282,-0.012210,0.004173,0.018427,0.427217,0.003747,0.018281,0.427095,0.018894,0.427635,-2.132395,0.000,0.000,-0.000,0.001591,0,0.000
0.3472,0.386013,0.469556,0.450482,-0.164837,0.010990,-0.054947,0.385860,0.467945,0.450715,-0.003049,-0.032210,0.004650,-0.021978,-0.041514,-0.007326,0.004173,0.018427,0.427217,0.003747,0.018281,0.427095,0.018894,0.427635,-2.132397,0.000,0.000,-0.000,0.001610,0,0.000
0.3573,0.386013,0.469937,0.450101,0.010990,-0.032967,-0.120880,0.385861,0.467964,0.450696,-0.003048,-0.039464,0.011903,-0.002442,-0.041514,0.007326,0.004340,0.018427,0.427215,0.003747,0.018281,0.427095,0.018932,0.427635,-2.132401,0.000,0.000,-0.000,0.001992,0,0.000
0.3672,0.386013,0.469937,0.450482,0.318680,0.252747,-0.142857,0.385896,0.468000,0.450751,-0.002340,-0.038746,0.005376,-0.046398,-0.021978,-0.041514,0.004257,0.018475,0.427236,0.003747,0.018281,0.427095,0.018959,0.427657,-2.132404,0.000,0.000,-0.000,0.001973,0,0.000
0.3773,0.386013,0.469937,0.450482,0.032967,-0.032967,0.010990,0.385896,0.468000,0.450751,-0.002341,-0.038750,0.005381,-0.046398,-0.070818,0.012210,0.004257,0.018475,0.427236,0.003747,0.018281,0.427095,0.018959,0.427657,-2.132410,0.000,0.000,-0.000,0.001937,0,0.000
0.3875,0.386394,0.469937,0.450482,0.054947,0.098900,0.164837,0.385951,0.468035,0.450787,-0.008873,-0.038049,0.006103,-0.065934,-0.021978,0.007326,0.004257,0.018382,0.427263,0.003747,0.018281,0.427095,0.018868,0.427679,-2.132424,0.000,0.000,-0.000,0.001937,0,0.000
0.3976,0.386394,0.469937,0.450482,0.054947,0.186813,-0.120880,0.385951,0.468035,0.450788,-0.008874,-0.038054,0.006109,-0.041514,-0.031746,-0.021978,0.004257,0.018382,0.427263,0.003746,0.018281,0.427095,0.018868,0.427679,-2.132431,0.000,0.000,-0.000,0.001902,0,0.000
0.4076,0.386394,0.469937,0.450482,0.164837,0.384617,0.230770,0.385950,0.468034,0.450788,-0.008878,-0.038066,0.006125,-0.051282,-0.026862,-0.012210,0.004257,0.018382,0.427263,0.003746,0.018281,0.427095,0.018868,0.427679,-2.132449,0.000,0.000,-0.000,0.001903,0,0.000
0.4172,0.386394,0.469937,0.450482,0.010990,-0.032967,0.208790,0.385950,0.468033,0.450789,-0.008881,-0.038077,0.006139,-0.046398,-0.056166,0.002442,0.004257,0.018382,0.427263,0.003746,0.018281,0.427095,0.018868,0.427679,-2.132465,0.000,0.000,-0.000,0.001903,0,0.000
0.4278,0.386776,0.469937,0.450482,0.186813,0.230770,0.142857,0.386005,0.468068,0.450825,-0.015413,-0.037377,0.006862,-0.031746,-0.046398,0.007326,0.004257,0.018288,0.427289,0.003746,0.018281,0.427095,0.018777,0.427702,-2.132480,0.000,0.000,-0.000,0.001904,0,0.000
0.4386,0.386776,0.469937,0.450482,-0.318680,0.054947,0.186813,0.386005,0.468068,0.450826,-0.015416,-0.037388,0.006876,-0.056166,-0.051282,-0.012210,0.004257,0.018288,0.427289,0.003745,0.018281,0.427095,0.018777,0.427702,-2.132496,0.000,0.000,-0.000,0.001869,0,0.000
0.4480,0.386776,0.469937,0.450482,0.164837,0.054947,-0.010990,0.386005,0.468067,0.450827,-0.015421,-0.037403,0.006895,-0.012210,-0.061050,-0.026862,0.004257,0.018288,0.427289,0.003745,0.018281,0.427095,0.018777,0.427702,-2.132518,0.000,0.000,-0.000,0.001869,0,0.000
0.4575,0.387157,0.469937,0.450482,0.230770,0.340660,-0.010990,0.386060,0.468102,0.450863,-0.021952,-0.036699,0.007612,-0.031746,-0.051282,0.012210,0.004257,0.018195,0.427316,0.003745,0.018281,0.427095,0.018686,0.427724,-2.132527,0.000,0.000,-0.000,0.001870,0,0.000
0.4675,0.386776,0.469937,0.450101,-0.120880,0.032967,-0.296703,0.385969,0.468030,0.450773,-0.016133,-0.038136,0.013442,-0.021978,-0.051282,-0.012210,0.004340,0.018240,0.427268,0.003745,0.018281,0.427095,0.018750,0.427680,-2.132537,0.000,0.000,-0.000,0.001835,0,0.000
0.4776,0.387157,0.469937,0.450482,0.054947,-0.054947,-0.120880,0.386060,0.468102,0.450864,-0.021956,-0.036711,0.007628,-0.056166,-0.046398,-0.002442,0.004257,0.018195,0.427316,0.003744,0.018281,0.427095,0.018686,0.427724,-2.132545,0.000,0.000,-0.000,0.001907,0,0.000
0.4880,0.387157,0.469937,0.450482,-0.208790,-0.252747,-0.054947,0.386060,0.468102,0.450864,-0.021955,-0.036711,0.007629,-0.075702,-0.075702,0.007326,0.004257,0.018195,0.427316,0.003744,0.018281,0.427095,0.018686,0.427724,-2.132545,0.000,0.000,-0.000,0.001836,0,0.000
0.4980,0.387157,0.469937,0.450101,-0.098900,-0.252747,-0.318680,0.386024,0.468066,0.450809,-0.022665,-0.037433,0.014161,-0.056166,-0.046398,0.012210,0.004340,0.018147,0.427295,0.003744,0.018281,0.427095,0.018659,0.427702,-2.132548,0.000,0.000,-0.000,0.001836,0,0.000
0.5080,0.387539,0.469937,0.450482,0.142857,-0.186813,-0.186813,0.386115,0.468137,0.450899,-0.028485,-0.036000,0.008336,-0.061050,-0.036630,-0.017094,0.004257,0.018101,0.427342,0.003744,0.018281,0.427095,0.018595,0.427747,-2.132544,0.000,0.000,-0.000,0.001872,0,0.000
0.5180,0.387539,0.469937,0.450482,0.054947,0.054947,0.186813,0.386115,0.468137,0.450899,-0.028485,-0.036001,0.008338,-0.065934,-0.031746,0.007326,0.004257,0.018101,0.427342,0.003744,0.018281,0.427095,0.018595,0.427747,-2.132545,0.000,0.000,-0.000,0.001800,0,0.000
0.5282,0.387539,0.469937,0.450482,-0.010990,-0.010990,0.428570,0.386114,0.468137,0.450899,-0.028486,-0.036004,0.008342,-0.070818,-0.075702,-0.012210,0.004257,0.018101,0.427342,0.003744,0.018281,0.427095,0.018595,0.427747,-2.132550,0.000,0.000,-0.000,0.001800,0,0.000
0.5380,0.387539,0.469937,0.450482,0.428570,-0.120880,0.010990,0.386114,0.468137,0.450900,-0.028488,-0.036011,0.008351,-0.051282,-0.061050,-0.007326,0.004257,0.018101,0.427342,0.003744,0.018281,0.427095,0.018595,0.427747,-2.132560,0.000,0.000,-0.000,0.001800,0,0.000
0.5483,0.387539,0.470319,0.450101,0.010990,0.450550,-0.494507,0.386114,0.468155,0.450882,-0.028490,-0.043278,0.015622,-0.070818,-0.041514,-0.031746,0.004424,0.018102,0.427340,0.003744,0.018281,0.427095,0.018634,0.427746,-2.132583,0.000,0.000,-0.000,0.002182,0,0.000
0.5582,0.387539,0.469937,0.450482,0.142857,-0.076923,-0.164837,0.386114,0.468135,0.450901,-0.028494,-0.036034,0.008380,-0.046398,-0.036630,0.002442,0.004257,0.018101,0.427342,0.003743,0.018281,0.427095,0.018595,0.427747,-2.132593,0.000,0.000,-0.000,0.001782,0,0.000
0.5692,0.387539,0.469937,0.450482,0.120880,-0.098900,-0.010990,0.386114,0.468135,0.450902,-0.028500,-0.036053,0.008404,-0.031746,-0.056166,0.012210,0.004257,0.018101,0.427342,0.003743,0.018282,0.427095,0.018595,0.427747,-2.132620,0.000,0.000,-0.000,0.001802,0,0.000
0.5786,0.387539,0.469937,0.450482,-0.098900,0.120880,0.252747,0.386114,0.468134,0.450904,-0.028504,-0.036070,0.008427,-0.041514,-0.070818,-0.012210,0.004257,0.018101,0.427342,0.003743,0.018282,0.427095,0.018595,0.427747,-2.132645,0.000,0.000,-0.000,0.001803,0,0.000
0.5884,0.387539,0.469937,0.450482,-0.142857,-0.120880,0.296703,0.386113,0.468133,0.450904,-0.028507,-0.036081,0.008440,-0.036630,-0.056166,-0.017094,0.004257,0.018101,0.427342,0.003742,0.018282,0.427095,0.018595,0.427747,-2.132660,0.000,0.000,-0.000,0.001804,0,0.000
0.5995,0.387539,0.469937,0.450482,0.186813,0.186813,0.252747,0.386113,0.468133,0.450905,-0.028508,-0.036085,0.008445,-0.051282,-0.065934,-0.007326,0.004257,0.018101,0.427342,0.003742,0.018282,0.427095,0.018595,0.427747,-2.132666,0.000,0.000,-0.000,0.001804,0,0.000
0.6091,0.387539,0.469937,0.450482,-0.032967,0.164837,-0.054947,0.386113,0.468132,0.450905,-0.028512,-0.036097,0.008461,-0.041514,-0.051282,-0.002442,0.004257,0.018101,0.427342,0.003742,0.018282,0.427095,0.018595,0.427747,-2.132684,0.000,0.000,-0.000,0.001804,0,0.000
0.6192,0.387539,0.469937,0.450482,0.010990,-0.054947,-0.230770,0.386113,0.468132,0.450906,-0.028514,-0.036105,0.008471,-0.031746,-0.041514,-0.031746,0.004257,0.018101,0.427342,0.003742,0.018282,0.427095,0.018595,0.427747,-2.132695,0.000,0.000,-0.000,0.001805,0,0.000
0.6291,0.387920,0.469937,0.450482,0.208790,-0.032967,0.142857,0.386168,0.468167,0.450941,-0.035045,-0.035398,0.009185,-0.051282,-0.056166,0.012210,0.004257,0.018008,0.427369,0.003742,0.018282,0.427095,0.018504,0.427769,-2.132700,0.000,0.000,-0.000,0.001807,0,0.000
0.6400,0.387539,0.469937,0.450482,-0.274727,0.054947,-0.098900,0.386113,0.468132,0.450906,-0.028516,-0.036111,0.008479,-0.036630,-0.065934,0.012210,0.004257,0.018101,0.427342,0.003741,0.018282,0.427095,0.018595,0.427747,-2.132704,0.000,0.000,-0.000,0.001770,0,0.000
0.6513,0.387920,0.469937,0.450482,-0.252747,0.098900,-0.076923,0.386168,0.468167,0.450942,-0.035045,-0.035399,0.009186,-0.095238,-0.065934,0.007326,0.004257,0.018008,0.427369,0.003742,0.018282,0.427095,0.018504,0.427769,-2.132702,0.000,0.000,-0.000,0.001807,0,0.000
0.6639,0.387920,0.469937,0.450482,-0.164837,0.164837,0.186813,0.386168,0.468167,0.450941,-0.035044,-0.035394,0.009180,-0.085470,-0.041514,-0.002442,0.004257,0.018008,0.427369,0.003742,0.018282,0.427095,0.018504,0.427769,-2.132695,0.000,0.000,-0.000,0.001770,0,0.000
0.6736,0.387920,0.469937,0.450482,0.252747,-0.032967,0.340660,0.386168,0.468168,0.450941,-0.035043,-0.035392,0.009177,-0.051282,-0.041514,-0.012210,0.004257,0.018008,0.427369,0.003742,0.018282,0.427095,0.018504,0.427769,-2.132691,0.000,0.000,-0.000,0.001770,0,0.000
0.6832,0.387920,0.469937,0.450482,-0.120880,-0.010990,0.076923,0.386168,0.468168,0.450941,-0.035043,-0.035392,0.009177,-0.070818,-0.056166,-0.007326,0.004257,0.018008,0.427369,0.003742,0.018282,0.427095,0.018504,0.427769,-2.132692,0.000,0.000,-0.000,0.001770,0,0.000
0.6915,0.387920,0.469937,0.450482,0.318680,0.208790,0.164837,0.386168,0.468168,0.450941,-0.035043,-0.035392,0.009177,-0.061050,-0.051282,-0.012210,0.004257,0.018008,0.427369,0.003742,0.018282,0.427095,0.018504,0.427769,-2.132692,0.000,0.000,-0.000,0.001770,0,0.000
0.6994,0.387539,0.469556,0.450101,-0.142857,-0.164837,-0.208790,0.386042,0.468041,0.450815,-0.029934,-0.030297,0.014284,-0.080586,-0.017094,0.012210,0.004256,0.018005,0.427302,0.003742,0.018282,0.427095,0.018501,0.427703,-2.132699,0.000,0.000,-0.000,0.001388,0,0.000
0.7093,0.387920,0.469556,0.450482,-0.054947,0.032967,-0.230770,0.386132,0.468112,0.450906,-0.035757,-0.028872,0.008470,-0.085470,-0.041514,0.002442,0.004173,0.017959,0.427350,0.003741,0.018282,0.427095,0.018438,0.427747,-2.132707,0.000,0.000,-0.000,0.001878,0,0.000
0.7194,0.387539,0.469556,0.450864,-0.274727,-0.208790,0.340660,0.386113,0.468112,0.450926,-0.028520,-0.028870,0.001241,-0.051282,-0.026862,-0.012210,0.004090,0.018101,0.427344,0.003741,0.018282,0.427095,0.018557,0.427747,-2.132717,0.000,0.000,-0.000,0.001444,0,0.000
0.7294,0.387920,0.469556,0.450482,-0.032967,-0.384617,0.098900,0.386132,0.468111,0.450907,-0.035761,-0.028889,0.008492,-0.061050,-0.036630,-0.046398,0.004173,0.017959,0.427350,0.003741,0.018282,0.427095,0.018438,0.427747,-2.132731,0.000,0.000,-0.000,0.001807,0,0.000
0.7400,0.387920,0.469937,0.450482,0.010990,0.120880,-0.142857,0.386168,0.468166,0.450943,-0.035053,-0.035429,0.009225,-0.075702,-0.026862,-0.012210,0.004257,0.018008,0.427369,0.003741,0.018282,0.427095,0.018504,0.427769,-2.132745,0.000,0.000,-0.000,0.001826,0,0.000
0.7502,0.387920,0.469556,0.450482,-0.032967,0.208790,0.010990,0.386132,0.468111,0.450908,-0.035765,-0.028902,0.008510,-0.090354,-0.017094,0.017094,0.004173,0.017959,0.427350,0.003741,0.018282,0.427095,0.018438,0.427747,-2.132751,0.000,0.000,-0.000,0.001753,0,0.000
0.7602,0.387539,0.469556,0.450482,-0.032967,0.120880,0.296703,0.386077,0.468075,0.450872,-0.029236,-0.029615,0.007803,-0.051282,-0.046398,-0.012210,0.004173,0.018053,0.427323,0.003741,0.018282,0.427095,0.018529,0.427725,-2.132754,0.000,0.000,-0.000,0.001445,0,0.000
0.7705,0.387539,0.469556,0.450482,-0.208790,0.120880,0.164837,0.386077,0.468075,0.450872,-0.029236,-0.029616,0.007804,-0.075702,-0.021978,-0.026862,0.004173,0.018053,0.427323,0.003741,0.018282,0.427095,0.018529,0.427725,-2.132755,0.000,0.000,-0.000,0.001481,0,0.000
0.7828,0.387920,0.469556,0.450864,-0.054947,0.098900,0.428570,0.386167,0.468146,0.450963,-0.035059,-0.028191,0.001991,-0.070818,-0.026862,-0.021978,0.004090,0.018007,0.427370,0.003740,0.018282,0.427095,0.018466,0.427769,-2.132763,0.000,0.000,-0.000,0.001843,0,0.000
0.7922,0.387539,0.469556,0.450101,-0.252747,-0.054947,-0.384617,0.386041,0.468039,0.450818,-0.029946,-0.030340,0.014339,-0.056166,-0.021978,-0.007326,0.004256,0.018005,0.427302,0.003740,0.018282,0.427095,0.018501,0.427703,-2.132760,0.000,0.000,-0.000,0.001410,0,0.000
0.8044,0.387920,0.469556,0.450482,0.340660,-0.274727,0.120880,0.386132,0.468111,0.450908,-0.035765,-0.028902,0.008509,-0.002442,-0.041514,-0.017094,0.004173,0.017959,0.427350,0.003741,0.018282,0.427095,0.018438,0.427747,-2.132751,0.000,0.000,-0.000,0.001879,0,0.000
0.8139,0.387920,0.469556,0.450482,0.120880,-0.186813,0.318680,0.386132,0.468111,0.450908,-0.035764,-0.028899,0.008505,-0.046398,-0.026862,0.007326,0.004173,0.017959,0.427350,0.003741,0.018282,0.427095,0.018438,0.427747,-2.132746,0.000,0.000,-0.000,0.001788,0,0.000
0.8241,0.387920,0.469556,0.450482,0.098900,0.120880,-0.142857,0.386132,0.468111,0.450907,-0.035763,-0.028894,0.008498,-0.051282,-0.031746,-0.017094,0.004173,0.017959,0.427350,0.003741,0.018282,0.427095,0.018438,0.427747,-2.132738,0.000,0.000,-0.000,0.001788,0,0.000
0.8303,0.387920,0.469556,0.450482,0.076923,0.032967,0.296703,0.386132,0.468111,0.450907,-0.035762,-0.028891,0.008495,-0.070818,-0.041514,-0.007326,0.004173,0.017959,0.427350,0.003741,0.018282,0.427095,0.018438,0.427747,-2.132735,0.000,0.000,-0.000,0.001788,0,0.000
0.8404,0.387539,0.469174,0.450482,-0.054947,-0.164837,-0.054947,0.386042,0.468021,0.450835,-0.029942,-0.023067,0.007061,-0.080586,-0.026862,-0.007326,0.004089,0.018005,0.427304,0.003741,0.018282,0.427095,0.018463,0.427703,-2.132729,0.000,0.000,-0.000,0.001407,0,0.000
0.8504,0.387920,0.469174,0.450101,0.186813,-0.318680,-0.626373,0.386061,0.468020,0.450816,-0.037182,-0.023080,0.014304,-0.090354,-0.051282,-0.017094,0.004172,0.017863,0.427310,0.003741,0.018282,0.427095,0.018344,0.427703,-2.132733,0.000,0.000,-0.000,0.001879,0,0.000
0.8605,0.387539,0.469556,0.450482,-0.384617,0.010990,0.384617,0.386077,0.468076,0.450872,-0.029233,-0.029603,0.007787,-0.085470,-0.031746,0.002442,0.004173,0.018053,0.427323,0.003741,0.018282,0.427095,0.018529,0.427725,-2.132736,0.000,0.000,-0.000,0.001535,0,0.000
0.8705,0.387539,0.469174,0.450482,-0.186813,-0.406593,-0.054947,0.386042,0.468021,0.450836,-0.029944,-0.023072,0.007068,-0.051282,-0.041514,0.012210,0.004089,0.018005,0.427304,0.003741,0.018282,0.427095,0.018463,0.427703,-2.132736,0.000,0.000,-0.000,0.001462,0,0.000
0.8807,0.387539,0.469556,0.450482,-0.054947,0.120880,-0.032967,0.386077,0.468076,0.450872,-0.029233,-0.029603,0.007787,-0.041514,-0.046398,-0.051282,0.004173,0.018053,0.427323,0.003741,0.018282,0.427095,0.018529,0.427725,-2.132736,0.000,0.000,-0.000,0.001535,0,0.000
