t,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,yaw,ls_y,rs_x,rs_y,lag_rad,frozen,f_press_N
1.7809,0.384487,0.468411,0.450482,0.054947,0.076923,0.362637,0.385541,0.467663,0.450433,0.021074,-0.014965,-0.000979,0.026862,-0.036630,0.002442,0.003921,0.018656,0.427054,0.003760,0.018278,0.427095,0.019064,0.427479,-2.131687,0.000,0.000,-0.000,0.001018,0,0.000
1.7906,0.384869,0.468030,0.450482,0.802197,-0.296703,0.406593,0.385560,0.467644,0.450433,0.013834,-0.007723,-0.000991,0.036630,-0.036630,-0.017094,0.003838,0.018515,0.427061,0.003760,0.018278,0.427095,0.018908,0.427480,-2.131687,0.000,0.000,-0.000,0.000672,0,0.000
1.8010,0.384487,0.468030,0.450101,0.142857,-0.120880,-0.230770,0.385470,0.467572,0.450342,0.019654,-0.009154,0.004831,0.036630,-0.031746,-0.021978,0.003921,0.018560,0.427014,0.003760,0.018278,0.427095,0.018970,0.427435,-2.131688,0.000,0.000,-0.000,0.001073,0,0.000
1.8110,0.384487,0.468411,0.450482,-0.186813,0.164837,0.120880,0.385541,0.467663,0.450433,0.021074,-0.014963,-0.000982,0.021978,-0.046398,-0.021978,0.003921,0.018656,0.427054,0.003760,0.018278,0.427095,0.019064,0.427479,-2.131684,0.000,0.000,-0.000,0.000983,0,0.000
1.8209,0.384487,0.468411,0.450482,-0.340660,0.142857,-0.010990,0.385541,0.467663,0.450433,0.021075,-0.014959,-0.000986,-0.007326,-0.031746,0.007326,0.003921,0.018656,0.427054,0.003760,0.018278,0.427095,0.019064,0.427479,-2.131679,0.000,0.000,-0.000,0.001054,0,0.000
1.8309,0.384869,0.468030,0.450482,0.098900,-0.076923,0.142857,0.385560,0.467644,0.450432,0.013835,-0.007719,-0.000996,-0.002442,-0.021978,-0.017094,0.003838,0.018515,0.427061,0.003760,0.018278,0.427095,0.018908,0.427480,-2.131681,0.000,0.000,-0.000,0.000672,0,0.000
1.8411,0.384869,0.468411,0.450482,0.142857,0.428570,0.010990,0.385596,0.467699,0.450469,0.014544,-0.014254,-0.000270,-0.041514,-0.041514,-0.012210,0.003921,0.018563,0.427080,0.003760,0.018278,0.427095,0.018972,0.427502,-2.131687,0.000,0.000,-0.000,0.000767,0,0.000
1.8515,0.384869,0.468411,0.450482,0.076923,0.054947,-0.054947,0.385596,0.467699,0.450469,0.014544,-0.014255,-0.000269,-0.007326,-0.012210,-0.026862,0.003921,0.018563,0.427080,0.003760,0.018278,0.427095,0.018972,0.427502,-2.131688,0.000,0.000,-0.000,0.000727,0,0.000
1.8614,0.384869,0.468411,0.450101,0.032967,-0.054947,-0.120880,0.385560,0.467662,0.450414,0.013834,-0.014978,0.006264,0.002442,-0.017094,-0.002442,0.004005,0.018515,0.427060,0.003760,0.018278,0.427095,0.018943,0.427480,-2.131692,0.000,0.000,-0.000,0.000727,0,0.000
1.8715,0.384869,0.468030,0.450101,0.098900,-0.208790,-0.274727,0.385525,0.467607,0.450378,0.013122,-0.008454,0.005553,-0.017094,-0.007326,-0.002442,0.003921,0.018467,0.427041,0.003760,0.018278,0.427095,0.018878,0.427458,-2.131702,0.000,0.000,-0.000,0.000692,0,0.000
1.8817,0.384869,0.468411,0.450482,-0.186813,-0.142857,0.406593,0.385596,0.467698,0.450470,0.014540,-0.014268,-0.000253,0.002442,-0.046398,-0.012210,0.003921,0.018563,0.427080,0.003760,0.018278,0.427095,0.018972,0.427502,-2.131707,0.000,0.000,-0.000,0.000804,0,0.000
1.8918,0.384869,0.468411,0.450482,0.032967,-0.252747,-0.142857,0.385595,0.467698,0.450470,0.014540,-0.014271,-0.000249,-0.021978,-0.017094,-0.007326,0.003921,0.018563,0.427080,0.003760,0.018278,0.427095,0.018972,0.427502,-2.131711,0.000,0.000,-0.000,0.000727,0,0.000
1.9019,0.384869,0.468411,0.450482,-0.010990,-0.120880,0.164837,0.385595,0.467698,0.450470,0.014538,-0.014276,-0.000243,0.017094,-0.031746,0.012210,0.003921,0.018563,0.427080,0.003759,0.018278,0.427095,0.018972,0.427502,-2.131718,0.000,0.000,-0.000,0.000727,0,0.000
1.9117,0.385250,0.468411,0.450482,0.406593,0.296703,0.186813,0.385650,0.467733,0.450506,0.008008,-0.013568,0.000470,0.021978,-0.026862,0.002442,0.003921,0.018469,0.427107,0.003759,0.018278,0.427095,0.018881,0.427524,-2.131722,0.000,0.000,-0.000,0.000714,0,0.000
1.9248,0.385250,0.468411,0.450101,0.186813,0.186813,-0.274727,0.385615,0.467697,0.450451,0.007297,-0.014296,0.007010,-0.002442,-0.002442,-0.007326,0.004005,0.018421,0.427086,0.003759,0.018278,0.427095,0.018852,0.427502,-2.131734,0.000,0.000,-0.000,0.000678,0,0.000
1.9333,0.384869,0.468411,0.450482,-0.076923,0.208790,0.032967,0.385595,0.467697,0.450471,0.014534,-0.014291,-0.000223,0.002442,-0.031746,-0.031746,0.003921,0.018563,0.427080,0.003759,0.018278,0.427095,0.018972,0.427502,-2.131740,0.000,0.000,-0.000,0.000746,0,0.000
1.9442,0.385250,0.468411,0.450482,0.098900,-0.120880,0.054947,0.385650,0.467732,0.450507,0.008003,-0.013586,0.000492,-0.026862,-0.017094,0.002442,0.003921,0.018469,0.427107,0.003759,0.018278,0.427095,0.018881,0.427524,-2.131748,0.000,0.000,-0.000,0.000715,0,0.000
1.9542,0.385250,0.468411,0.450482,0.208790,-0.098900,0.208790,0.385650,0.467732,0.450507,0.008001,-0.013593,0.000502,-0.002442,-0.036630,-0.012210,0.003921,0.018469,0.427107,0.003759,0.018278,0.427095,0.018881,0.427524,-2.131758,0.000,0.000,-0.000,0.000679,0,0.000
1.9618,0.385250,0.468411,0.450482,0.098900,0.230770,0.186813,0.385650,0.467731,0.450508,0.007999,-0.013599,0.000509,0.017094,-0.012210,-0.017094,0.003921,0.018469,0.427107,0.003759,0.018278,0.427095,0.018881,0.427524,-2.131767,0.000,0.000,-0.000,0.000680,0,0.000
1.9717,0.385250,0.468411,0.450482,0.406593,0.054947,0.516483,0.385650,0.467731,0.450508,0.007998,-0.013603,0.000514,-0.012210,-0.007326,0.007326,0.003921,0.018469,0.427107,0.003758,0.018278,0.427095,0.018881,0.427524,-2.131772,0.000,0.000,-0.000,0.000680,0,0.000
1.9815,0.385250,0.468411,0.450482,-0.076923,-0.076923,0.164837,0.385650,0.467731,0.450508,0.007998,-0.013605,0.000518,0.007326,-0.026862,-0.017094,0.003921,0.018469,0.427107,0.003758,0.018278,0.427095,0.018881,0.427524,-2.131776,0.000,0.000,-0.000,0.000680,0,0.000
1.9917,0.385250,0.468411,0.450482,-0.076923,-0.384617,-0.054947,0.385650,0.467731,0.450508,0.007996,-0.013611,0.000525,-0.002442,-0.051282,-0.021978,0.003921,0.018469,0.427107,0.003758,0.018278,0.427095,0.018881,0.427524,-2.131784,0.000,0.000,-0.000,0.000680,0,0.000
2.0022,0.384869,0.468411,0.450101,-0.142857,-0.384617,-0.120880,0.385559,0.467659,0.450419,0.013815,-0.015049,0.006355,0.017094,-0.046398,0.002442,0.004005,0.018515,0.427060,0.003758,0.018278,0.427095,0.018943,0.427480,-2.131795,0.000,0.000,-0.000,0.000781,0,0.000
2.0124,0.385250,0.468411,0.450101,0.120880,0.120880,-0.318680,0.385614,0.467694,0.450454,0.007284,-0.014342,0.007069,0.041514,-0.017094,-0.002442,0.004005,0.018421,0.427086,0.003758,0.018279,0.427095,0.018852,0.427502,-2.131800,0.000,0.000,-0.000,0.000752,0,0.000
2.0253,0.385250,0.468411,0.450482,-0.142857,0.230770,0.010990,0.385650,0.467730,0.450509,0.007993,-0.013623,0.000540,-0.017094,-0.007326,0.012210,0.003921,0.018469,0.427107,0.003758,0.018279,0.427095,0.018881,0.427524,-2.131801,0.000,0.000,-0.000,0.000717,0,0.000
2.0346,0.385250,0.468411,0.450482,0.208790,0.098900,-0.054947,0.385650,0.467730,0.450509,0.007992,-0.013627,0.000545,0.007326,-0.002442,-0.026862,0.003921,0.018469,0.427107,0.003758,0.018279,0.427095,0.018881,0.427524,-2.131807,0.000,0.000,-0.000,0.000681,0,0.000
2.0419,0.385250,0.468793,0.450101,-0.010990,-0.010990,-0.274727,0.385650,0.467749,0.450491,0.007991,-0.020886,0.007805,-0.017094,-0.041514,-0.012210,0.004088,0.018470,0.427105,0.003758,0.018279,0.427095,0.018917,0.427524,-2.131818,0.000,0.000,-0.000,0.001063,0,0.000
2.0524,0.385250,0.468411,0.450482,0.032967,-0.098900,0.164837,0.385649,0.467729,0.450510,0.007988,-0.013639,0.000560,-0.002442,-0.021978,-0.021978,0.003921,0.018469,0.427107,0.003758,0.018279,0.427095,0.018881,0.427524,-2.131824,0.000,0.000,-0.000,0.000663,0,0.000
2.0625,0.385250,0.468793,0.450482,0.296703,0.164837,0.054947,0.385685,0.467784,0.450547,0.008696,-0.020182,0.001296,0.017094,-0.041514,-0.007326,0.004005,0.018518,0.427126,0.003757,0.018279,0.427095,0.018946,0.427546,-2.131841,0.000,0.000,-0.000,0.001063,0,0.000
2.0726,0.385250,0.468793,0.450482,-0.076923,0.142857,-0.076923,0.385685,0.467783,0.450548,0.008694,-0.020189,0.001305,-0.002442,-0.031746,-0.021978,0.004005,0.018518,0.427126,0.003757,0.018279,0.427095,0.018946,0.427546,-2.131852,0.000,0.000,-0.000,0.001009,0,0.000
2.0825,0.385250,0.468793,0.450482,-0.142857,0.208790,0.142857,0.385685,0.467783,0.450548,0.008691,-0.020198,0.001317,0.002442,-0.026862,-0.002442,0.004005,0.018518,0.427126,0.003757,0.018279,0.427095,0.018946,0.427546,-2.131865,0.000,0.000,-0.000,0.001009,0,0.000
2.0926,0.385250,0.468793,0.450482,0.054947,-0.098900,0.296703,0.385684,0.467782,0.450549,0.008688,-0.020208,0.001330,0.007326,-0.061050,0.012210,0.004005,0.018518,0.427126,0.003757,0.018279,0.427095,0.018946,0.427546,-2.131879,0.000,0.000,-0.000,0.001010,0,0.000
2.1027,0.385250,0.468793,0.450482,-0.142857,0.186813,0.098900,0.385684,0.467782,0.450549,0.008687,-0.020213,0.001337,-0.007326,-0.046398,-0.017094,0.004005,0.018518,0.427126,0.003756,0.018279,0.427095,0.018946,0.427546,-2.131887,0.000,0.000,-0.000,0.001010,0,0.000
2.1128,0.385631,0.468793,0.450101,0.142857,0.164837,-0.296703,0.385704,0.467781,0.450530,0.001446,-0.020231,0.008586,-0.021978,-0.065934,-0.017094,0.004088,0.018376,0.427132,0.003756,0.018279,0.427095,0.018825,0.427546,-2.131899,0.000,0.000,-0.000,0.001011,0,0.000
2.1227,0.385250,0.468793,0.450101,0.164837,-0.054947,-0.406593,0.385649,0.467745,0.450495,0.007973,-0.020952,0.007890,0.021978,-0.051282,-0.007326,0.004088,0.018470,0.427105,0.003756,0.018279,0.427095,0.018917,0.427524,-2.131914,0.000,0.000,-0.000,0.001012,0,0.000
2.1329,0.385250,0.468793,0.450864,-0.076923,0.032967,0.406593,0.385719,0.467817,0.450606,0.009388,-0.019522,-0.005157,0.017094,-0.070818,-0.017094,0.003922,0.018566,0.427147,0.003756,0.018279,0.427095,0.018975,0.427568,-2.131927,0.000,0.000,-0.000,0.001048,0,0.000
2.1429,0.385631,0.468793,0.450101,0.450550,0.010990,-0.296703,0.385703,0.467780,0.450532,0.001438,-0.020262,0.008625,0.007326,-0.041514,0.002442,0.004088,0.018376,0.427132,0.003755,0.018279,0.427095,0.018825,0.427546,-2.131943,0.000,0.000,-0.000,0.000976,0,0.000
2.1530,0.385250,0.468793,0.450101,0.120880,-0.054947,-0.274727,0.385648,0.467744,0.450497,0.007964,-0.020984,0.007930,0.007326,-0.021978,-0.021978,0.004088,0.018470,0.427105,0.003755,0.018279,0.427095,0.018917,0.427524,-2.131959,0.000,0.000,-0.000,0.001013,0,0.000
2.1632,0.385250,0.469174,0.450482,-0.054947,0.208790,-0.010990,0.385719,0.467834,0.450589,0.009381,-0.026806,0.002135,-0.036630,-0.031746,-0.021978,0.004089,0.018566,0.427145,0.003755,0.018279,0.427095,0.019011,0.427568,-2.131975,0.000,0.000,-0.000,0.001431,0,0.000
2.1733,0.385631,0.469174,0.450482,0.252747,0.032967,0.032967,0.385774,0.467869,0.450625,0.002849,-0.026103,0.002855,-0.007326,-0.070818,0.002442,0.004089,0.018472,0.427172,0.003755,0.018279,0.427095,0.018919,0.427590,-2.131987,0.000,0.000,-0.000,0.001340,0,0.000
2.1837,0.385250,0.469174,0.450482,-0.032967,0.186813,0.186813,0.385719,0.467833,0.450590,0.009375,-0.026826,0.002161,-0.012210,-0.051282,0.012210,0.004089,0.018566,0.427145,0.003754,0.018279,0.427095,0.019011,0.427568,-2.132004,0.000,0.000,-0.000,0.001305,0,0.000
2.1933,0.385250,0.469174,0.450482,-0.054947,-0.142857,0.406593,0.385719,0.467833,0.450591,0.009373,-0.026835,0.002173,-0.002442,-0.036630,-0.041514,0.004089,0.018566,0.427145,0.003754,0.018279,0.427095,0.019011,0.427568,-2.132017,0.000,0.000,-0.000,0.001341,0,0.000
2.2034,0.385250,0.469556,0.450482,-0.098900,0.538460,0.362637,0.385754,0.467887,0.450628,0.010081,-0.033376,0.002906,-0.007326,-0.046398,-0.017094,0.004173,0.018614,0.427164,0.003754,0.018279,0.427095,0.019076,0.427590,-2.132032,0.000,0.000,-0.000,0.001723,0,0.000
2.2136,0.385250,0.469174,0.450482,0.010990,-0.076923,-0.054947,0.385718,0.467831,0.450592,0.009367,-0.026857,0.002201,-0.007326,-0.061050,-0.036630,0.004089,0.018566,0.427145,0.003753,0.018279,0.427095,0.019011,0.427568,-2.132049,0.000,0.000,-0.000,0.001287,0,0.000
2.2237,0.385250,0.469174,0.450101,-0.010990,0.054947,-0.186813,0.385683,0.467795,0.450538,0.008655,-0.027588,0.008744,0.021978,-0.026862,-0.017094,0.004172,0.018518,0.427124,0.003753,0.018280,0.427095,0.018982,0.427546,-2.132064,0.000,0.000,-0.000,0.001343,0,0.000
2.2336,0.385631,0.469556,0.450482,0.538460,0.164837,0.054947,0.385809,0.467921,0.450665,0.003542,-0.032697,0.003655,-0.021978,-0.051282,0.012210,0.004173,0.018521,0.427191,0.003753,0.018280,0.427095,0.018985,0.427612,-2.132077,0.000,0.000,-0.000,0.001761,0,0.000
2.2439,0.385250,0.469174,0.450101,0.120880,-0.428570,-0.164837,0.385682,0.467794,0.450540,0.008648,-0.027613,0.008776,0.007326,-0.051282,-0.002442,0.004172,0.018518,0.427124,0.003753,0.018280,0.427095,0.018982,0.427546,-2.132099,0.000,0.000,-0.000,0.001253,0,0.000
2.2538,0.385631,0.469556,0.450482,0.472527,-0.054947,-0.010990,0.385808,0.467919,0.450667,0.003534,-0.032726,0.003692,-0.012210,-0.075702,-0.002442,0.004173,0.018521,0.427191,0.003752,0.018280,0.427095,0.018985,0.427612,-2.132118,0.000,0.000,-0.000,0.001762,0,0.000
2.2640,0.385631,0.469556,0.450482,0.164837,-0.010990,0.142857,0.385808,0.467919,0.450668,0.003531,-0.032738,0.003708,-0.007326,-0.051282,-0.007326,0.004173,0.018521,0.427191,0.003752,0.018280,0.427095,0.018985,0.427612,-2.132136,0.000,0.000,-0.000,0.001636,0,0.000
2.2742,0.385250,0.469556,0.450482,-0.252747,0.098900,0.186813,0.385753,0.467883,0.450633,0.010059,-0.033457,0.003009,-0.012210,-0.051282,-0.012210,0.004173,0.018614,0.427164,0.003752,0.018280,0.427095,0.019076,0.427590,-2.132147,0.000,0.000,-0.000,0.001637,0,0.000
2.2845,0.385250,0.469556,0.450482,-0.208790,-0.098900,0.032967,0.385753,0.467882,0.450633,0.010056,-0.033466,0.003021,-0.021978,-0.070818,-0.012210,0.004173,0.018614,0.427164,0.003751,0.018280,0.427095,0.019076,0.427590,-2.132161,0.000,0.000,-0.000,0.001673,0,0.000
2.2942,0.385631,0.469937,0.450482,0.142857,0.384617,-0.010990,0.385843,0.467972,0.450706,0.004233,-0.039300,0.004467,-0.012210,-0.036630,-0.017094,0.004256,0.018569,0.427210,0.003751,0.018280,0.427095,0.019050,0.427634,-2.132180,0.000,0.000,-0.000,0.002055,0,0.000
2.3043,0.385250,0.469556,0.450101,0.032967,0.010990,-0.120880,0.385717,0.467845,0.450580,0.009339,-0.034215,0.009588,0.036630,-0.065934,-0.002442,0.004256,0.018566,0.427143,0.003751,0.018280,0.427095,0.019048,0.427568,-2.132202,0.000,0.000,-0.000,0.001584,0,0.000
2.3149,0.385250,0.469556,0.450482,-0.472527,0.054947,0.450550,0.385752,0.467880,0.450636,0.010044,-0.033507,0.003073,-0.017094,-0.056166,-0.007326,0.004173,0.018614,0.427164,0.003750,0.018280,0.427095,0.019076,0.427590,-2.132219,0.000,0.000,-0.000,0.001711,0,0.000
2.3244,0.385250,0.469556,0.450482,0.032967,0.076923,0.076923,0.385752,0.467880,0.450636,0.010042,-0.033515,0.003084,0.002442,-0.056166,-0.021978,0.004173,0.018614,0.427164,0.003750,0.018280,0.427095,0.019076,0.427590,-2.132231,0.000,0.000,-0.000,0.001675,0,0.000
2.3350,0.385250,0.469556,0.450101,-0.054947,-0.428570,-0.186813,0.385716,0.467843,0.450582,0.009329,-0.034251,0.009634,-0.002442,-0.080586,-0.012210,0.004256,0.018566,0.427143,0.003750,0.018280,0.427095,0.019048,0.427568,-2.132254,0.000,0.000,-0.000,0.001676,0,0.000
2.3449,0.385250,0.469556,0.450101,-0.208790,-0.076923,-0.142857,0.385716,0.467843,0.450583,0.009326,-0.034263,0.009648,-0.002442,-0.017094,-0.002442,0.004256,0.018566,0.427143,0.003749,0.018280,0.427095,0.019048,0.427568,-2.132270,0.000,0.000,-0.000,0.001713,0,0.000
2.3549,0.385631,0.469937,0.450482,0.054947,-0.032967,0.054947,0.385842,0.467968,0.450710,0.004212,-0.039375,0.004563,-0.017094,-0.046398,-0.017094,0.004256,0.018569,0.427210,0.003749,0.018280,0.427095,0.019050,0.427634,-2.132287,0.000,0.000,-0.000,0.002095,0,0.000
2.3648,0.385250,0.469937,0.450482,-0.098900,0.274727,0.010990,0.385787,0.467932,0.450676,0.010739,-0.040099,0.003871,0.021978,-0.075702,-0.012210,0.004256,0.018662,0.427183,0.003749,0.018280,0.427095,0.019142,0.427612,-2.132306,0.000,0.000,0.000,0.001969,0,0.000
2.3751,0.385250,0.469937,0.450482,0.032967,0.208790,-0.208790,0.385787,0.467931,0.450677,0.010733,-0.040119,0.003897,-0.017094,-0.046398,-0.036630,0.004256,0.018662,0.427183,0.003748,0.018281,0.427095,0.019142,0.427612,-2.132335,0.000,0.000,0.000,0.002005,0,0.000
2.3850,0.385250,0.469937,0.450101,-0.120880,0.098900,-0.296703,0.385751,0.467895,0.450623,0.010021,-0.040849,0.010439,-0.007326,-0.065934,-0.021978,0.004340,0.018614,0.427162,0.003748,0.018281,0.427095,0.019114,0.427590,-2.132349,0.000,0.000,0.000,0.002006,0,0.000
2.3953,0.385631,0.469937,0.450482,0.164837,0.098900,0.252747,0.385841,0.467966,0.450714,0.004196,-0.039433,0.004637,0.007326,-0.056166,0.007326,0.004256,0.018569,0.427210,0.003748,0.018281,0.427095,0.019050,0.427634,-2.132370,0.000,0.000,0.000,0.002042,0,0.000
2.4050,0.385250,0.469937,0.450101,0.076923,0.120880,-0.538460,0.385751,0.467893,0.450625,0.010013,-0.040879,0.010478,0.031746,-0.036630,-0.017094,0.004340,0.018614,0.427162,0.003747,0.018281,0.427095,0.019114,0.427590,-2.132393,0.000,0.000,0.000,0.001972,0,0.000
2.4153,0.385250,0.469937,0.450482,0.010990,0.076923,0.164837,0.385786,0.467929,0.450680,0.010719,-0.040169,0.003961,0.007326,-0.046398,-0.007326,0.004256,0.018662,0.427183,0.003747,0.018281,0.427095,0.019142,0.427612,-2.132407,0.000,0.000,0.000,0.002044,0,0.000
2.4254,0.385250,0.469937,0.450482,-0.076923,-0.120880,0.208790,0.385786,0.467928,0.450681,0.010716,-0.040181,0.003976,0.007326,-0.046398,0.021978,0.004256,0.018662,0.427183,0.003747,0.018281,0.427095,0.019142,0.427612,-2.132424,0.000,0.000,0.000,0.002008,0,0.000
2.4358,0.385631,0.469937,0.450482,0.076923,0.098900,0.032967,0.385841,0.467963,0.450717,0.004182,-0.039484,0.004703,-0.007326,-0.041514,-0.031746,0.004256,0.018569,0.427210,0.003746,0.018281,0.427095,0.019050,0.427634,-2.132444,0.000,0.000,0.000,0.002009,0,0.000
2.4456,0.385631,0.469937,0.450482,0.274727,0.208790,-0.164837,0.385840,0.467962,0.450718,0.004178,-0.039499,0.004722,0.012210,-0.056166,-0.017094,0.004256,0.018569,0.427210,0.003746,0.018281,0.427095,0.019050,0.427634,-2.132465,0.000,0.000,0.000,0.001974,0,0.000
2.4554,0.385250,0.469937,0.450482,-0.230770,0.142857,-0.120880,0.385785,0.467926,0.450684,0.010704,-0.040223,0.004029,-0.002442,-0.051282,-0.012210,0.004256,0.018662,0.427183,0.003745,0.018281,0.427095,0.019142,0.427612,-2.132483,0.000,0.000,0.000,0.001975,0,0.000
2.4658,0.385250,0.469937,0.450482,0.274727,0.186813,0.120880,0.385785,0.467926,0.450684,0.010702,-0.040232,0.004041,0.007326,-0.056166,-0.002442,0.004256,0.018662,0.427183,0.003745,0.018281,0.427095,0.019142,0.427612,-2.132497,0.000,0.000,0.000,0.002011,0,0.000
2.4755,0.385250,0.469937,0.450482,0.208790,0.186813,0.142857,0.385785,0.467925,0.450685,0.010699,-0.040242,0.004053,0.002442,-0.036630,-0.007326,0.004256,0.018662,0.427183,0.003745,0.018281,0.427095,0.019142,0.427612,-2.132511,0.000,0.000,0.000,0.002012,0,0.000
2.4858,0.385250,0.469937,0.450482,0.010990,0.406593,0.120880,0.385785,0.467924,0.450686,0.010696,-0.040254,0.004069,-0.002442,-0.036630,-0.056166,0.004256,0.018662,0.427183,0.003745,0.018281,0.427095,0.019142,0.427612,-2.132529,0.000,0.000,0.000,0.002012,0,0.000
2.4957,0.385250,0.469937,0.450482,0.186813,0.208790,0.186813,0.385785,0.467924,0.450686,0.010693,-0.040264,0.004081,-0.007326,-0.075702,-0.031746,0.004256,0.018662,0.427183,0.003744,0.018281,0.427095,0.019142,0.427612,-2.132542,0.000,0.000,0.000,0.002013,0,0.000
2.5057,0.385250,0.469937,0.450482,0.010990,0.076923,0.384617,0.385785,0.467924,0.450687,0.010692,-0.040268,0.004087,0.007326,-0.017094,0.007326,0.004256,0.018662,0.427183,0.003744,0.018281,0.427095,0.019142,0.427612,-2.132548,0.000,0.000,0.000,0.002013,0,0.000
2.5159,0.385250,0.469937,0.450482,-0.274727,-0.164837,0.010990,0.385784,0.467923,0.450687,0.010689,-0.040277,0.004098,0.002442,-0.070818,-0.026862,0.004256,0.018662,0.427183,0.003744,0.018281,0.427095,0.019142,0.427612,-2.132561,0.000,0.000,0.000,0.002013,0,0.000
2.5259,0.385631,0.469937,0.450101,0.428570,-0.032967,-0.164837,0.385804,0.467923,0.450668,0.003449,-0.040293,0.011346,0.021978,-0.070818,0.002442,0.004340,0.018521,0.427189,0.003744,0.018281,0.427095,0.019023,0.427612,-2.132571,0.000,0.000,0.000,0.002014,0,0.000
2.5365,0.385250,0.469937,0.450482,-0.076923,-0.076923,0.098900,0.385784,0.467923,0.450688,0.010686,-0.040288,0.004112,0.017094,-0.046398,0.021978,0.004256,0.018662,0.427183,0.003744,0.018281,0.427095,0.019142,0.427612,-2.132577,0.000,0.000,0.000,0.002015,0,0.000
2.5462,0.385250,0.469937,0.450482,0.252747,0.230770,-0.164837,0.385784,0.467922,0.450689,0.010683,-0.040299,0.004126,0.012210,-0.070818,-0.036630,0.004256,0.018662,0.427183,0.003743,0.018281,0.427095,0.019142,0.427612,-2.132593,0.000,0.000,0.000,0.002014,0,0.000
2.5561,0.384869,0.469556,0.450482,-0.252747,-0.164837,-0.252747,0.385693,0.467831,0.450618,0.016498,-0.034494,0.002717,0.031746,-0.046398,-0.031746,0.004173,0.018708,0.427137,0.003743,0.018282,0.427095,0.019167,0.427567,-2.132615,0.000,0.000,0.000,0.001633,0,0.000
2.5664,0.385250,0.469937,0.450101,-0.054947,0.032967,-0.318680,0.385748,0.467885,0.450635,0.009968,-0.041042,0.010685,0.026862,-0.046398,-0.012210,0.004340,0.018614,0.427162,0.003743,0.018282,0.427095,0.019114,0.427590,-2.132625,0.000,0.000,0.000,0.002106,0,0.000
2.5765,0.385250,0.469937,0.450101,0.010990,-0.032967,-0.516483,0.385748,0.467885,0.450635,0.009966,-0.041049,0.010694,-0.002442,-0.031746,0.007326,0.004340,0.018614,0.427162,0.003743,0.018282,0.427095,0.019114,0.427590,-2.132635,0.000,0.000,0.000,0.002052,0,0.000
2.5864,0.385250,0.469937,0.450482,0.208790,-0.010990,0.120880,0.385784,0.467920,0.450691,0.010672,-0.040341,0.004180,-0.012210,-0.021978,-0.012210,0.004256,0.018662,0.427183,0.003742,0.018282,0.427095,0.019142,0.427612,-2.132653,0.000,0.000,0.000,0.002052,0,0.000
2.5972,0.385250,0.469937,0.450482,0.274727,-0.054947,-0.208790,0.385784,0.467920,0.450691,0.010671,-0.040344,0.004184,-0.002442,-0.075702,-0.031746,0.004256,0.018662,0.427183,0.003742,0.018282,0.427095,0.019142,0.427612,-2.132658,0.000,0.000,0.000,0.002017,0,0.000
2.6070,0.385250,0.469937,0.450482,-0.384617,0.296703,-0.120880,0.385783,0.467919,0.450692,0.010667,-0.040358,0.004202,-0.012210,-0.056166,-0.017094,0.004256,0.018662,0.427183,0.003742,0.018282,0.427095,0.019142,0.427612,-2.132678,0.000,0.000,0.000,0.002017,0,0.000
2.6169,0.385250,0.469556,0.450101,-0.054947,0.010990,-0.164837,0.385712,0.467828,0.450602,0.009246,-0.034553,0.010019,0.026862,-0.046398,0.012210,0.004256,0.018566,0.427143,0.003742,0.018282,0.427095,0.019048,0.427568,-2.132686,0.000,0.000,0.000,0.001636,0,0.000
2.6267,0.385250,0.469556,0.450482,-0.010990,-0.098900,0.054947,0.385748,0.467864,0.450657,0.009953,-0.033837,0.003494,-0.012210,-0.041514,-0.007326,0.004173,0.018614,0.427164,0.003742,0.018282,0.427095,0.019076,0.427590,-2.132692,0.000,0.000,0.000,0.001728,0,0.000
2.6367,0.385250,0.469937,0.450482,0.142857,-0.010990,0.010990,0.385783,0.467919,0.450693,0.010664,-0.040369,0.004215,0.012210,-0.065934,-0.017094,0.004256,0.018662,0.427183,0.003742,0.018282,0.427095,0.019142,0.427612,-2.132693,0.000,0.000,0.000,0.002073,0,0.000
2.6469,0.385250,0.469556,0.450101,-0.032967,-0.164837,-0.164837,0.385712,0.467827,0.450603,0.009242,-0.034566,0.010035,-0.007326,-0.036630,0.012210,0.004256,0.018566,0.427143,0.003741,0.018282,0.427095,0.019048,0.427568,-2.132704,0.000,0.000,0.000,0.001637,0,0.000
2.6569,0.385250,0.469556,0.450101,0.208790,-0.186813,-0.186813,0.385712,0.467827,0.450603,0.009241,-0.034571,0.010041,0.007326,-0.036630,-0.002442,0.004256,0.018566,0.427143,0.003741,0.018282,0.427095,0.019048,0.427568,-2.132711,0.000,0.000,0.000,0.001728,0,0.000
2.6671,0.385250,0.469937,0.450482,0.164837,0.340660,0.076923,0.385783,0.467918,0.450695,0.010657,-0.040392,0.004245,-0.002442,-0.036630,-0.012210,0.004256,0.018662,0.427183,0.003741,0.018282,0.427095,0.019142,0.427612,-2.132726,0.000,0.000,0.000,0.002110,0,0.000
