frame_idx,t_wall
10076,1786574353.967819
10077,1786574354.033841
10078,1786574354.100437
10079,1786574354.167532
10080,1786574354.234418
10081,1786574354.301607
10082,1786574354.367306
10083,1786574354.434225
10084,1786574354.501610
10085,1786574354.567804
10086,1786574354.633911
10087,1786574354.701487
10088,1786574354.767708
10089,1786574354.835210
10090,1786574354.901392
10091,1786574354.968335
10092,1786574355.034735
10093,1786574355.103055
10094,1786574355.167745
10095,1786574355.235052
10096,1786574355.301376
10097,1786574355.368281
10098,1786574355.434621
10099,1786574355.502253
10100,1786574355.567970
10101,1786574355.635625
10102,1786574355.701806
10103,1786574355.768761
10104,1786574355.835194
10105,1786574355.904117
10106,1786574355.970304
10107,1786574356.036463
10108,1786574356.101676
10109,1786574356.169213
10110,1786574356.235105
10111,1786574356.302393
10112,1786574356.368448
10113,1786574356.441378
10114,1786574356.501879
10115,1786574356.570084
10116,1786574356.636524
10117,1786574356.702768
10118,1786574356.771410
10119,1786574356.836198
10120,1786574356.903289
10121,1786574356.971563
10122,1786574357.036621
10123,1786574357.103813
10124,1786574357.169670
10125,1786574357.237303
10126,1786574357.306009
10127,1786574357.370029
10128,1786574357.435834
10129,1786574357.505345
10130,1786574357.569426
10131,1786574357.636606
10132,1786574357.703212
10133,1786574357.770184
10134,1786574357.836762
10135,1786574357.903543
10136,1786574357.970110
10137,1786574358.036632
10138,1786574358.708078
10139,1786574359.064615
10140,1786574359.112752
10141,1786574359.171920
10142,1786574359.236983
10143,1786574359.305964
10144,1786574359.370778
10145,1786574359.437806
10146,1786574359.503748
10147,1786574359.571135
10148,1786574359.637679
10149,1786574359.704704
10150,1786574359.771666
10151,1786574359.846557
10152,1786574359.904234
10153,1786574359.971544
10154,1786574360.037906
10155,1786574360.104719
10156,1786574360.172512
10157,1786574360.239118
10158,1786574360.304322
10159,1786574360.372600
10160,1786574360.438030
10161,1786574360.505474
10162,1786574360.572115
10163,1786574360.638695
10164,1786574360.705053
10165,1786574360.772541
10166,1786574360.838714
10167,1786574360.907441
10168,1786574360.971907
10169,1786574361.042087
10170,1786574361.106198
10171,1786574361.172507
10172,1786574361.238821
10173,1786574361.305992
10174,1786574361.372306
10175,1786574361.439052
10176,1786574361.505505
10177,1786574361.579472
10178,1786574361.638677
10179,1786574361.707589
10180,1786574361.771995
10181,1786574361.839241
10182,1786574361.905973
10183,1786574361.972742
10184,1786574362.039745
10185,1786574362.106487
10186,1786574362.173233
10187,1786574362.239782
10188,1786574362.305796
10189,1786574362.373511
10190,1786574362.440105
10191,1786574362.506484
10192,1786574362.572906
10193,1786574362.642192
10194,1786574362.706786
10195,1786574362.773829
10196,1786574362.839857
10197,1786574362.907494
10198,1786574362.973751
10199,1786574363.049268
10200,1786574363.106374
10201,1786574363.174720
10202,1786574363.240140
10203,1786574363.307593
10204,1786574363.373184
10205,1786574363.441010
10206,1786574363.507228
10207,1786574363.603478
10208,1786574363.640475
10209,1786574363.707479
10210,1786574363.773544
10211,1786574363.842411
10212,1786574363.907321
10213,1786574363.974616
10214,1786574364.040517
10215,1786574364.108032
10216,1786574364.174215
10217,1786574364.241563
10218,1786574364.307914
10219,1786574364.374394
10220,1786574364.443298
10221,1786574364.507901
10222,1786574364.574301
10223,1786574364.641798
10224,1786574364.711838
10225,1786574364.775650
10226,1786574364.841618
10227,1786574364.908416
10228,1786574364.974356
10229,1786574365.042614
10230,1786574365.108864
10231,1786574365.181803
10232,1786574365.241187
10233,1786574365.308797
10234,1786574365.374698
10235,1786574365.443232
10236,1786574365.508445
10237,1786574365.579729
10238,1786574365.645646
10239,1786574365.708780
10240,1786574365.774858
10241,1786574365.842924
10242,1786574365.909290
10243,1786574365.976455
10244,1786574366.041806
10245,1786574366.109497
10246,1786574366.175090
10247,1786574366.242572
10248,1786574366.309722
10249,1786574366.376364
10250,1786574366.441920
10251,1786574366.510475
10252,1786574366.576575
10253,1786574366.642678
10254,1786574366.709146
10255,1786574366.776453
10256,1786574366.842685
10257,1786574366.909707
10258,1786574366.975609
10259,1786574367.043620
10260,1786574367.109141
10261,1786574367.177295
10262,1786574367.242857
10263,1786574367.309811
10264,1786574367.376077
10265,1786574367.443461
10266,1786574367.509693
10267,1786574367.577211
10268,1786574367.642982
10269,1786574367.711351
10270,1786574367.776829
10271,1786574367.847206
10272,1786574367.909661
10273,1786574367.976901
10274,1786574368.043656
10275,1786574368.110326
10276,1786574368.176897
10277,1786574368.244961
10278,1786574368.310354
10279,1786574368.377988
10280,1786574368.445577
10281,1786574368.511016
10282,1786574368.577346
10283,1786574368.644340
10284,1786574368.710274
10285,1786574368.778442
10286,1786574368.844194
10287,1786574368.916382
10288,1786574368.977009
10289,1786574369.045297
10290,1786574369.111709
10291,1786574369.178564
10292,1786574369.243834
10293,1786574369.312385
10294,1786574369.378502
10295,1786574369.449147
10296,1786574369.510619
10297,1786574369.578255
10298,1786574369.644239
10299,1786574369.712466
10300,1786574369.777607
10301,1786574369.845706
10302,1786574369.911705
10303,1786574369.979059
10304,1786574370.044784
10305,1786574370.111807
10306,1786574370.178382
10307,1786574370.246051
10308,1786574370.312774
10309,1786574370.379766
10310,1786574370.445726
10311,1786574370.514728
10312,1786574370.578737
10313,1786574370.649555
10314,1786574370.712788
10315,1786574370.779079
10316,1786574370.845526
10317,1786574370.912883
10318,1786574370.979265
10319,1786574371.055426
10320,1786574371.112152
10321,1786574371.179539
10322,1786574371.246442
10323,1786574371.312680
10324,1786574371.378689
10325,1786574371.446263
10326,1786574371.513534
10327,1786574371.579813
10328,1786574371.646175
10329,1786574371.714005
10330,1786574371.780052
10331,1786574371.883895
10332,1786574371.941650
10333,1786574371.997164
10334,1786574372.046337
10335,1786574372.115057
10336,1786574372.180592
10337,1786574372.247723
10338,1786574372.313011
10339,1786574372.381764
10340,1786574372.446393
10341,1786574372.515207
10342,1786574372.580312
10343,1786574372.647661
10344,1786574372.713629
10345,1786574372.780713
10346,1786574372.846303
10347,1786574372.914111
10348,1786574372.983687
10349,1786574373.082426
10350,1786574373.149409
10351,1786574373.194706
10352,1786574373.246834
10353,1786574373.314874
10354,1786574373.380363
10355,1786574373.448169
10356,1786574373.513910
10357,1786574373.581197
10358,1786574373.647192
10359,1786574373.714131
10360,1786574373.782011
10361,1786574373.847713
10362,1786574373.914295
10363,1786574373.981853
10364,1786574374.047619
10365,1786574374.115072
10366,1786574374.181002
10367,1786574374.253027
10368,1786574374.314176
10369,1786574374.381628
10370,1786574374.448103
10371,1786574374.516896
10372,1786574374.584428
10373,1786574374.648344
10374,1786574374.716613
10375,1786574374.825419
10376,1786574374.896504
10377,1786574374.942081
10378,1786574374.982298
10379,1786574375.049319
10380,1786574375.116862
10381,1786574375.182864
10382,1786574375.248164
10383,1786574375.315795
10384,1786574375.381587
10385,1786574375.448894
10386,1786574375.514841
10387,1786574375.583810
10388,1786574375.679827
10389,1786574375.716752
10390,1786574375.781557
10391,1786574375.848746
10392,1786574375.915206
10393,1786574375.983909
10394,1786574376.048558
10395,1786574376.115933
10396,1786574376.182088
10397,1786574376.249424
10398,1786574376.315373
10399,1786574376.382780
10400,1786574376.448698
10401,1786574376.516078
10402,1786574376.582425
10403,1786574376.650110
10404,1786574376.716164
10405,1786574376.783201
10406,1786574376.849404
10407,1786574376.916570
10408,1786574376.982647
10409,1786574377.049824
10410,1786574377.116206
10411,1786574377.183514
10412,1786574377.249297
10413,1786574377.316515
10414,1786574377.383089
10415,1786574377.449713
10416,1786574377.516508
10417,1786574377.583748
10418,1786574377.650052
10419,1786574377.717197
10420,1786574377.783244
10421,1786574377.850550
10422,1786574377.916854
10423,1786574377.983841
10424,1786574378.050389
10425,1786574378.117168
10426,1786574378.183265
10427,1786574378.250614
10428,1786574378.317000
10429,1786574378.385373
10430,1786574378.499385
10431,1786574378.575363
10432,1786574378.612370
10433,1786574378.654106
10434,1786574378.717750
10435,1786574378.784544
10436,1786574378.850659
10437,1786574378.918108
10438,1786574378.984096
10439,1786574379.079686
10440,1786574379.213077
10441,1786574379.263701
10442,1786574379.318114
10443,1786574379.385043
10444,1786574379.452367
10445,1786574379.521267
10446,1786574379.584781
10447,1786574379.652093
10448,1786574379.718589
10449,1786574379.786931
10450,1786574379.852198
10451,1786574379.918579
10452,1786574379.999619
10453,1786574380.069234
10454,1786574380.133653
10455,1786574380.229449
10456,1786574380.274237
10457,1786574380.319673
10458,1786574380.384846
10459,1786574380.451909
10460,1786574380.518358
10461,1786574380.585331
10462,1786574380.652634
10463,1786574380.728428
10464,1786574380.785986
10465,1786574380.852739
10466,1786574380.919373
10467,1786574380.985734
10468,1786574381.051912
10469,1786574381.119720
10470,1786574381.185312
10471,1786574381.252495
10472,1786574381.319327
10473,1786574381.385782
10474,1786574381.452414
10475,1786574381.519254
10476,1786574381.585691
10477,1786574381.653031
10478,1786574381.718905
10479,1786574381.786047
10480,1786574381.854348
10481,1786574381.920604
10482,1786574381.986251
10483,1786574382.053642
10484,1786574382.121185
10485,1786574382.188281
10486,1786574382.253272
10487,1786574382.320426
10488,1786574382.386233
10489,1786574382.454095
10490,1786574382.520388
10491,1786574382.587900
10492,1786574382.652997
10493,1786574382.720437
10494,1786574382.787205
10495,1786574382.854666
10496,1786574382.919987
10497,1786574382.987270
10498,1786574383.053780
10499,1786574383.122984
10500,1786574383.186721
10501,1786574383.254815
10502,1786574383.320544
10503,1786574383.387429
10504,1786574383.453592
10505,1786574383.520876
10506,1786574383.587331
10507,1786574383.655228
10508,1786574383.721060
10509,1786574383.787875
10510,1786574383.855392
10511,1786574384.738956
10512,1786574384.815793
10513,1786574384.865350
10514,1786574384.921661
10515,1786574384.988474
10516,1786574385.054826
10517,1786574385.122345
10518,1786574385.194714
10519,1786574385.255286
10520,1786574385.322327
10521,1786574385.388942
10522,1786574385.454534
10523,1786574385.522312
10524,1786574385.590454
10525,1786574385.656827
10526,1786574385.722797
10527,1786574385.789485
10528,1786574385.855344
10529,1786574385.924009
10530,1786574385.990439
10531,1786574386.055693
10532,1786574386.122209
10533,1786574386.191133
10534,1786574386.255795
10535,1786574386.322558
10536,1786574386.390677
10537,1786574386.456125
10538,1786574386.522521
10539,1786574386.590111
10540,1786574386.655675
10541,1786574386.723794
10542,1786574386.790560
10543,1786574386.856919
10544,1786574386.923008
10545,1786574386.990781
10546,1786574387.056456
10547,1786574387.123917
10548,1786574387.192979
10549,1786574387.257308
10550,1786574387.322871
10551,1786574387.390338
10552,1786574387.456218
10553,1786574387.523445
10554,1786574387.589721
10555,1786574387.658525
10556,1786574387.724578
10557,1786574387.790846
10558,1786574387.856544
10559,1786574387.923966
10560,1786574387.991012
10561,1786574388.057295
10562,1786574388.124462
10563,1786574388.191336
10564,1786574388.257084
10565,1786574388.324445
10566,1786574388.390472
10567,1786574388.459121
10568,1786574388.526022
10569,1786574388.591798
10570,1786574388.657427
10571,1786574388.724118
10572,1786574388.792131
10573,1786574388.858565
10574,1786574388.924101
10575,1786574388.991690
10576,1786574389.058002
10577,1786574389.124810
10578,1786574389.191300
10579,1786574389.258074
10580,1786574389.325032
10581,1786574389.391440
10582,1786574389.457566
10583,1786574389.524878
10584,1786574389.591536
10585,1786574389.658419
10586,1786574389.724518
10587,1786574389.791601
10588,1786574389.858517
10589,1786574389.925534
10590,1786574389.991606
10591,1786574390.059104
10592,1786574390.130583
10593,1786574390.192075
10594,1786574390.258005
10595,1786574390.325240
10596,1786574390.391502
10597,1786574390.458906
10598,1786574390.525544
10599,1786574390.592660
10600,1786574390.658476
10601,1786574390.734351
10602,1786574390.791654
10603,1786574390.859559
10604,1786574390.926864
10605,1786574390.992761
10606,1786574391.058919
10607,1786574391.126315
10608,1786574391.192371
10609,1786574391.260133
10610,1786574391.325812
10611,1786574391.392850
10612,1786574391.459565
10613,1786574391.526783
10614,1786574391.592514
10615,1786574391.659663
10616,1786574391.726586
10617,1786574391.793749
10618,1786574391.859187
10619,1786574391.926501
10620,1786574391.993389
10621,1786574392.060508
10622,1786574392.126081
10623,1786574392.193409
10624,1786574392.259471
10625,1786574392.328423
10626,1786574392.394047
10627,1786574392.462390
10628,1786574392.526436
10629,1786574392.594336
10630,1786574392.661633
10631,1786574392.727238
10632,1786574392.793660
10633,1786574392.860534
10634,1786574392.926218
10635,1786574392.994478
10636,1786574393.059684
10637,1786574393.127699
10638,1786574393.193119
10639,1786574393.260586
10640,1786574393.327240
10641,1786574393.394000
10642,1786574393.461395
10643,1786574393.527492
10644,1786574393.594324
10645,1786574393.661810
10646,1786574393.727844
10647,1786574393.794693
10648,1786574393.869313
10649,1786574393.928714
10650,1786574393.994077
10651,1786574394.061713
10652,1786574394.127408
10653,1786574394.195059
10654,1786574394.261904
10655,1786574394.327712
10656,1786574394.393997
10657,1786574394.461241
10658,1786574394.528616
10659,1786574394.595071
10660,1786574394.660920
10661,1786574394.728432
10662,1786574394.794399
10663,1786574394.861274
10664,1786574394.930830
10665,1786574394.996707
10666,1786574395.061890
10667,1786574395.128466
10668,1786574395.196163
10669,1786574395.262291
10670,1786574395.328338
10671,1786574395.395607
10672,1786574395.472471
10673,1786574395.534336
10674,1786574395.603401
10675,1786574395.661677
10676,1786574395.728938
10677,1786574395.795089
10678,1786574395.863091
10679,1786574395.928668
10680,1786574396.008483
10681,1786574396.064525
10682,1786574396.130347
10683,1786574396.196257
10684,1786574396.263526
10685,1786574396.329559
10686,1786574396.396742
10687,1786574396.463295
10688,1786574396.539319
10689,1786574396.596100
10690,1786574396.663318
10691,1786574396.729288
10692,1786574396.797066
10693,1786574396.863432
10694,1786574396.929490
10695,1786574396.997659
10696,1786574397.101227
10697,1786574397.162894
10698,1786574397.222277
10699,1786574397.269181
10700,1786574397.330812
10701,1786574397.397130
10702,1786574397.466554
10703,1786574397.529721
10704,1786574397.604243
10705,1786574397.673752
10706,1786574397.730247
10707,1786574397.796404
10708,1786574397.863657
10709,1786574397.930324
10710,1786574397.996622
10711,1786574398.063445
10712,1786574398.131912
10713,1786574398.197143
10714,1786574398.263774
10715,1786574398.330057
10716,1786574398.398874
10717,1786574398.465625
10718,1786574398.531137
10719,1786574398.597246
10720,1786574398.670885
10721,1786574398.730627
10722,1786574398.799152
10723,1786574398.863979
10724,1786574398.931845
10725,1786574398.998187
10726,1786574399.065345
10727,1786574399.131148
10728,1786574399.201812
10729,1786574399.264230
10730,1786574399.331902
10731,1786574399.397604
10732,1786574399.465362
10733,1786574399.538330
10734,1786574399.601005
10735,1786574399.664475
10736,1786574399.740003
10737,1786574399.797670
10738,1786574399.865896
10739,1786574399.931316
10740,1786574399.998185
10741,1786574400.065200
10742,1786574400.131555
10743,1786574400.197893
10744,1786574400.265300
10745,1786574400.331078
10746,1786574400.398611
10747,1786574400.464671
10748,1786574400.532182
10749,1786574400.598423
10750,1786574400.666016
10751,1786574400.731843
10752,1786574400.799192
10753,1786574400.864921
10754,1786574400.932389
10755,1786574400.998897
10756,1786574401.065890
10757,1786574401.131971
10758,1786574401.199370
10759,1786574401.265680
10760,1786574401.332769
10761,1786574401.398494
10762,1786574401.465783
10763,1786574401.532266
10764,1786574401.600290
10765,1786574401.665876
10766,1786574401.733225
10767,1786574401.798975
10768,1786574401.868663
10769,1786574401.932352
10770,1786574401.999299
10771,1786574402.065567
10772,1786574402.132898
10773,1786574402.199175
10774,1786574402.266346
10775,1786574402.332746
10776,1786574402.399832
10777,1786574402.465929
10778,1786574402.533432
10779,1786574402.600842
10780,1786574402.667506
10781,1786574402.733469
10782,1786574402.800389
10783,1786574402.866603
10784,1786574402.943075
10785,1786574403.000139
10786,1786574403.067024
10787,1786574403.133342
10788,1786574403.200731
10789,1786574403.267146
10790,1786574403.334213
10791,1786574403.400410
10792,1786574403.471539
10793,1786574403.533626
10794,1786574403.601069
10795,1786574403.667032
10796,1786574403.734447
10797,1786574403.800472
10798,1786574403.868062
10799,1786574403.934008
10800,1786574404.002598
10801,1786574404.066562
10802,1786574404.133839
10803,1786574404.200132
10804,1786574404.267907
10805,1786574404.334298
10806,1786574404.401047
10807,1786574404.469483
10808,1786574404.552887
10809,1786574404.609117
10810,1786574404.669562
10811,1786574404.734423
10812,1786574404.802979
10813,1786574404.868721
10814,1786574404.935767
10815,1786574405.001434
10816,1786574405.074522
10817,1786574405.134495
10818,1786574405.201906
10819,1786574405.268407
10820,1786574405.335518
10821,1786574405.401855
10822,1786574405.468168
10823,1786574405.535724
10824,1786574405.613818
10825,1786574405.669635
10826,1786574405.734427
10827,1786574405.801764
10828,1786574405.869388
10829,1786574405.935607
10830,1786574406.002308
10831,1786574406.069403
10832,1786574406.141146
10833,1786574406.202070
10834,1786574406.269177
10835,1786574406.335834
10836,1786574406.403277
10837,1786574406.469208
10838,1786574406.535876
10839,1786574406.602756
10840,1786574406.673242
10841,1786574406.736415
10842,1786574406.802297
10843,1786574406.870077
10844,1786574406.936150
10845,1786574407.007245
10846,1786574407.070653
10847,1786574407.136758
10848,1786574407.205862
10849,1786574407.269856
10850,1786574407.336093
10851,1786574407.403242
10852,1786574407.469409
10853,1786574407.536872
10854,1786574407.603192
10855,1786574407.670660
10856,1786574407.748760
10857,1786574407.804929
10858,1786574407.869501
10859,1786574407.937234
10860,1786574408.004011
10861,1786574408.070782
10862,1786574408.136670
10863,1786574408.204111
10864,1786574408.275076
10865,1786574408.337107
10866,1786574408.403532
10867,1786574408.470465
10868,1786574408.536522
10869,1786574408.604878
10870,1786574408.670419
10871,1786574408.737880
10872,1786574408.806320
10873,1786574408.870692
10874,1786574408.936935
10875,1786574409.004473
10876,1786574409.070484
10877,1786574409.137854
10878,1786574409.203931
10879,1786574409.271122
10880,1786574409.347469
10881,1786574409.406843
10882,1786574409.471838
10883,1786574409.537897
10884,1786574409.604311
10885,1786574409.672820
10886,1786574409.744363
10887,1786574409.805207
10888,1786574409.874994
10889,1786574409.937741
10890,1786574410.004514
10891,1786574410.072084
10892,1786574410.138401
10893,1786574410.204924
10894,1786574410.271609
10895,1786574410.338742
10896,1786574410.415842
10897,1786574410.471714
10898,1786574410.538317
10899,1786574410.605592
10900,1786574410.672521
10901,1786574410.738507
10902,1786574410.805293
10903,1786574410.872305
10904,1786574410.939640
10905,1786574411.005765
10906,1786574411.071791
10907,1786574411.139530
10908,1786574411.205663
10909,1786574411.273175
10910,1786574411.338711
10911,1786574411.406371
10912,1786574411.477258
10913,1786574411.539829
10914,1786574411.605750
10915,1786574411.673884
10916,1786574411.739124
10917,1786574411.806324
10918,1786574411.872732
10919,1786574411.944149
10920,1786574412.024848
10921,1786574412.079831
10922,1786574412.138987
10923,1786574412.206680
10924,1786574412.272987
10925,1786574412.340216
10926,1786574412.405814
10927,1786574412.473286
10928,1786574412.546201
10929,1786574412.606574
10930,1786574412.672729
10931,1786574412.740313
10932,1786574412.806043
10933,1786574412.873511
10934,1786574412.939553
10935,1786574413.008776
10936,1786574413.093353
10937,1786574413.142584
10938,1786574413.206486
10939,1786574413.273582
10940,1786574413.340132
10941,1786574413.408510
10942,1786574413.473191
10943,1786574413.540848
10944,1786574413.622476
10945,1786574413.675165
10946,1786574413.740746
10947,1786574413.808657
10948,1786574413.873693
10949,1786574413.941139
10950,1786574414.007737
10951,1786574414.075562
10952,1786574414.162496
10953,1786574414.208784
10954,1786574414.273760
10955,1786574414.341183
10956,1786574414.407109
10957,1786574414.474889
10958,1786574414.541876
10959,1786574415.444552
10960,1786574415.848056
10961,1786574415.896765
10962,1786574415.945547
10963,1786574416.016907
10964,1786574416.075506
10965,1786574416.142320
10966,1786574416.214359
10967,1786574416.276108
10968,1786574416.341752
10969,1786574416.408827
10970,1786574416.475160
10971,1786574416.542269
10972,1786574416.608744
10973,1786574416.675847
10974,1786574416.742957
10975,1786574416.809577
10976,1786574416.875823
10977,1786574416.943271
10978,1786574417.009107
10979,1786574417.083131
10980,1786574417.142155
10981,1786574417.209874
10982,1786574417.275702
10983,1786574417.343079
10984,1786574417.409649
10985,1786574417.478516
10986,1786574417.543448
10987,1786574417.610292
10988,1786574417.676257
10989,1786574417.743319
10990,1786574417.809722
10991,1786574417.876909
10992,1786574417.943596
10993,1786574418.010350
10994,1786574418.075838
10995,1786574418.143358
10996,1786574418.209640
10997,1786574418.276345
10998,1786574418.344514
10999,1786574418.412632
11000,1786574418.478513
11001,1786574418.544538
11002,1786574418.610933
11003,1786574418.700550
11004,1786574418.759828
11005,1786574418.816476
11006,1786574418.878055
11007,1786574418.944377
11008,1786574419.010888
11009,1786574419.078237
11010,1786574419.143867
11011,1786574419.212927
11012,1786574419.277208
11013,1786574419.344675
11014,1786574419.410460
11015,1786574419.477459
11016,1786574419.543506
11017,1786574419.611124
11018,1786574419.677094
11019,1786574419.744266
11020,1786574419.843683
11021,1786574419.895194
11022,1786574419.944210
11023,1786574420.011780
11024,1786574420.077342
11025,1786574420.145334
11026,1786574420.211482
11027,1786574420.278312
11028,1786574420.344660
11029,1786574420.411442
11030,1786574420.478093
11031,1786574420.545348
11032,1786574420.611321
11033,1786574420.678601
11034,1786574420.744732
11035,1786574420.811726
11036,1786574420.878081
11037,1786574420.945646
11038,1786574421.011532
11039,1786574421.079066
11040,1786574421.145132
11041,1786574421.212283
11042,1786574421.278425
11043,1786574421.347186
11044,1786574421.411830
11045,1786574421.479241
11046,1786574421.545232
11047,1786574421.612875
11048,1786574421.681521
11049,1786574421.746459
11050,1786574421.811849
11051,1786574421.879054
11052,1786574421.945348
11053,1786574422.012345
11054,1786574422.079093
11055,1786574422.145468
11056,1786574422.218219
11057,1786574422.279479
11058,1786574422.345753
11059,1786574422.415630
11060,1786574422.478873
11061,1786574422.546322
11062,1786574422.612280
11063,1786574422.680616
11064,1786574422.746058
11065,1786574422.813409
11066,1786574422.879085
11067,1786574422.946442
11068,1786574423.013907
11069,1786574423.081112
11070,1786574423.146904
11071,1786574423.213729
11072,1786574423.281086
11073,1786574423.346479
11074,1786574423.413521
11075,1786574423.483169
11076,1786574423.546746
11077,1786574423.625783
11078,1786574423.680772
11079,1786574423.747832
11080,1786574423.813695
11081,1786574423.880664
11082,1786574423.946772
11083,1786574424.019002
11084,1786574424.080471
11085,1786574424.148278
11086,1786574424.213593
11087,1786574424.281259
11088,1786574424.346999
11089,1786574424.415233
11090,1786574424.481206
11091,1786574424.550808
11092,1786574424.615288
11093,1786574424.682478
11094,1786574424.747516
11095,1786574424.814968
11096,1786574424.881774
11097,1786574424.948367
11098,1786574425.015195
11099,1786574425.102976
11100,1786574425.155443
11101,1786574425.216770
11102,1786574425.281703
11103,1786574425.348594
11104,1786574425.414532
11105,1786574425.481847
11106,1786574425.548598
11107,1786574425.622876
11108,1786574425.681823
11109,1786574425.748677
11110,1786574425.815049
11111,1786574425.882312
11112,1786574425.949070
11113,1786574426.015342
11114,1786574426.081655
11115,1786574426.150228
11116,1786574426.215720
11117,1786574426.282276
11118,1786574426.348208
11119,1786574426.416380
11120,1786574426.481868
11121,1786574426.549802
11122,1786574426.615846
11123,1786574426.684579
11124,1786574426.748331
11125,1786574426.815769
11126,1786574426.882760
11127,1786574426.950760
11128,1786574427.016007
11129,1786574427.082390
11130,1786574427.148702
11131,1786574427.219345
11132,1786574427.282331
11133,1786574427.349840
11134,1786574427.415958
11135,1786574427.483639
11136,1786574427.552629
11137,1786574427.616666
11138,1786574427.682993
11139,1786574427.749756
11140,1786574427.817019
11141,1786574427.883103
11142,1786574427.949644
11143,1786574428.016656
11144,1786574428.083067
11145,1786574428.152453
11146,1786574428.216255
11147,1786574428.283735
11148,1786574428.351903
11149,1786574428.420057
11150,1786574428.484340
11151,1786574428.550678
11152,1786574428.616331
11153,1786574428.683820
11154,1786574428.750235
11155,1786574428.818044
11156,1786574428.883828
11157,1786574428.950656
11158,1786574429.017102
11159,1786574429.083683
11160,1786574429.155592
11161,1786574429.217126
11162,1786574429.283644
11163,1786574429.351834
11164,1786574429.417167
11165,1786574429.484069
11166,1786574429.550578
11167,1786574429.617853
11168,1786574429.683591
11169,1786574429.750749
11170,1786574429.817406
11171,1786574429.885211
11172,1786574429.951394
11173,1786574430.018145
11174,1786574430.087274
11175,1786574430.150748
11176,1786574430.218622
11177,1786574430.284641
11178,1786574430.351564
11179,1786574430.428652
11180,1786574430.484597
11181,1786574430.552193
11182,1786574430.619137
11183,1786574430.684870
11184,1786574430.754668
11185,1786574430.823575
11186,1786574430.884779
11187,1786574430.955718
11188,1786574431.017844
11189,1786574431.084829
11190,1786574431.151314
11191,1786574431.218540
11192,1786574431.286126
11193,1786574431.351874
11194,1786574431.418437
11195,1786574431.494919
11196,1786574431.552291
11197,1786574431.619522
11198,1786574431.685874
11199,1786574431.755717
11200,1786574431.819207
11201,1786574431.887792
11202,1786574431.960237
11203,1786574432.038844
11204,1786574432.092820
11205,1786574432.153149
11206,1786574432.218696
11207,1786574432.286659
11208,1786574432.352182
11209,1786574432.419370
11210,1786574432.485507
11211,1786574432.553135
11212,1786574432.619274
11213,1786574432.686201
11214,1786574432.753082
11215,1786574432.819599
11216,1786574432.886096
11217,1786574432.953551
11218,1786574433.019253
11219,1786574433.090368
11220,1786574433.154608
11221,1786574433.219427
11222,1786574433.286267
11223,1786574433.354130
11224,1786574433.419549
11225,1786574433.486661
11226,1786574433.553105
11227,1786574433.620065
11228,1786574433.686046
11229,1786574433.753780
11230,1786574433.820159
11231,1786574433.887723
11232,1786574433.954000
11233,1786574434.020530
11234,1786574434.086788
11235,1786574434.157771
11236,1786574434.220369
11237,1786574434.286889
11238,1786574434.353661
11239,1786574434.420775
11240,1786574434.486757
11241,1786574434.554161
11242,1786574434.620438
11243,1786574434.692211
11244,1786574434.754497
11245,1786574434.820753
11246,1786574434.887396
11247,1786574434.959492
11248,1786574435.021252
11249,1786574435.087686
11250,1786574435.154597
11251,1786574435.226014
11252,1786574435.290746
11253,1786574435.354853
11254,1786574435.421442
11255,1786574435.489117
11256,1786574435.554507
11257,1786574435.622473
11258,1786574435.687799
11259,1786574435.755690
11260,1786574435.821812
11261,1786574435.889021
11262,1786574435.955611
11263,1786574436.021755
11264,1786574436.090014
11265,1786574436.155792
11266,1786574436.221618
11267,1786574436.296007
11268,1786574436.355191
11269,1786574436.421896
11270,1786574436.488098
11271,1786574436.556121
11272,1786574436.621977
11273,1786574436.689365
11274,1786574436.755334
11275,1786574436.829801
11276,1786574436.893585
11277,1786574436.958905
11278,1786574437.022502
11279,1786574437.089785
11280,1786574437.155397
11281,1786574437.222742
11282,1786574437.288759
11283,1786574437.361276
11284,1786574437.422817
11285,1786574437.490058
11286,1786574437.555352
11287,1786574437.622979
11288,1786574437.689284
11289,1786574437.757179
11290,1786574437.822828
11291,1786574437.890391
11292,1786574437.956011
11293,1786574438.023902
11294,1786574438.089830
11295,1786574438.159018
11296,1786574438.223148
11297,1786574438.290127
11298,1786574438.356255
11299,1786574438.424650
11300,1786574438.489333
11301,1786574438.556584
11302,1786574438.625862
11303,1786574438.690836
11304,1786574438.756505
11305,1786574438.824311
11306,1786574438.889616
11307,1786574438.966454
11308,1786574439.025759
11309,1786574439.091369
11310,1786574439.157873
11311,1786574439.225479
11312,1786574439.290689
11313,1786574439.357151
11314,1786574439.424273
11315,1786574439.493358
11316,1786574439.561186
11317,1786574439.626159
11318,1786574439.689775
11319,1786574439.757504
11320,1786574439.823330
11321,1786574439.890725
11322,1786574439.957139
11323,1786574440.030803
11324,1786574440.090659
11325,1786574440.157540
11326,1786574440.224501
11327,1786574440.290825
11328,1786574440.356914
11329,1786574440.425038
11330,1786574440.490587
11331,1786574440.562198
11332,1786574440.624888
11333,1786574440.691498
11334,1786574440.757961
11335,1786574440.824655
11336,1786574440.891195
11337,1786574440.958453
11338,1786574441.025038
11339,1786574441.098582
11340,1786574441.158489
11341,1786574441.225662
11342,1786574441.291065
11343,1786574441.358933
11344,1786574441.424567
11345,1786574441.492357
11346,1786574441.559360
