frame_idx,t_wall
9101,1786574287.049343
9102,1786574287.116775
9103,1786574287.181980
9104,1786574287.249497
9105,1786574287.315693
9106,1786574287.382960
9107,1786574287.448836
9108,1786574287.516617
9109,1786574287.583305
9110,1786574287.651189
9111,1786574287.715767
9112,1786574287.784119
9113,1786574287.853322
9114,1786574287.917228
9115,1786574287.982654
9116,1786574288.052613
9117,1786574288.116344
9118,1786574288.184046
9119,1786574288.249839
9120,1786574288.317312
9121,1786574288.382802
9122,1786574288.450843
9123,1786574288.516999
9124,1786574288.583771
9125,1786574288.650867
9126,1786574288.717321
9127,1786574288.785784
9128,1786574288.851263
9129,1786574288.916756
9130,1786574288.984709
9131,1786574289.050684
9132,1786574289.118200
9133,1786574289.184320
9134,1786574289.254025
9135,1786574289.317147
9136,1786574289.384361
9137,1786574289.453009
9138,1786574289.518154
9139,1786574289.584221
9140,1786574289.651542
9141,1786574289.718627
9142,1786574289.786113
9143,1786574289.851304
9144,1786574289.919179
9145,1786574289.988835
9146,1786574290.052457
9147,1786574290.118726
9148,1786574290.185063
9149,1786574290.252239
9150,1786574290.318549
9151,1786574290.385151
9152,1786574290.452666
9153,1786574290.519298
9154,1786574290.585890
9155,1786574290.652585
9156,1786574290.719136
9157,1786574290.786949
9158,1786574290.864228
9159,1786574290.918872
9160,1786574290.985815
9161,1786574291.052494
9162,1786574291.120635
9163,1786574291.185634
9164,1786574291.253467
9165,1786574291.319298
9166,1786574291.387906
9167,1786574291.452312
9168,1786574291.520417
9169,1786574291.606102
9170,1786574291.652770
9171,1786574291.719349
9172,1786574291.786454
9173,1786574291.853382
9174,1786574291.920601
9175,1786574291.986272
9176,1786574292.054346
9177,1786574292.120401
9178,1786574292.187317
9179,1786574292.255593
9180,1786574292.320166
9181,1786574292.387309
9182,1786574292.453557
9183,1786574292.520452
9184,1786574292.587851
9185,1786574292.655262
9186,1786574292.721224
9187,1786574292.786731
9188,1786574292.854720
9189,1786574292.921132
9190,1786574292.987726
9191,1786574293.054144
9192,1786574293.121133
9193,1786574293.187145
9194,1786574293.254847
9195,1786574293.323653
9196,1786574293.388206
9197,1786574293.454623
9198,1786574293.523088
9199,1786574293.589030
9200,1786574293.654765
9201,1786574293.721441
9202,1786574293.788141
9203,1786574293.854984
9204,1786574293.923454
9205,1786574293.999093
9206,1786574294.054927
9207,1786574294.121671
9208,1786574294.189461
9209,1786574294.255051
9210,1786574294.322301
9211,1786574294.388607
9212,1786574294.455467
9213,1786574294.522257
9214,1786574294.588853
9215,1786574294.656655
9216,1786574294.722927
9217,1786574294.790620
9218,1786574294.856089
9219,1786574294.925464
9220,1786574294.989939
9221,1786574295.055516
9222,1786574295.122938
9223,1786574295.189809
9224,1786574295.256110
9225,1786574295.322681
9226,1786574295.390083
9227,1786574295.456126
9228,1786574295.523554
9229,1786574295.589566
9230,1786574295.657254
9231,1786574295.723237
9232,1786574295.790599
9233,1786574295.856096
9234,1786574295.923359
9235,1786574295.990968
9236,1786574296.056870
9237,1786574296.123487
9238,1786574296.190385
9239,1786574296.256455
9240,1786574296.327445
9241,1786574296.399070
9242,1786574296.457252
9243,1786574296.523255
9244,1786574296.590619
9245,1786574296.658118
9246,1786574296.725464
9247,1786574296.791192
9248,1786574296.858212
9249,1786574296.923716
9250,1786574296.991153
9251,1786574297.058152
9252,1786574297.124721
9253,1786574297.191283
9254,1786574297.258074
9255,1786574297.324116
9256,1786574297.392321
9257,1786574297.484053
9258,1786574297.534171
9259,1786574297.604728
9260,1786574297.665428
9261,1786574297.727864
9262,1786574297.794802
9263,1786574297.858864
9264,1786574297.927834
9265,1786574297.993759
9266,1786574298.058724
9267,1786574298.124745
9268,1786574298.192057
9269,1786574298.258673
9270,1786574298.325500
9271,1786574298.391397
9272,1786574298.461453
9273,1786574298.527282
9274,1786574298.592576
9275,1786574298.658848
9276,1786574298.726610
9277,1786574298.792854
9278,1786574298.863325
9279,1786574298.926927
9280,1786574298.997682
9281,1786574299.062991
9282,1786574299.126240
9283,1786574299.192401
9284,1786574299.259711
9285,1786574299.326278
9286,1786574299.394050
9287,1786574299.460675
9288,1786574299.528261
9289,1786574299.612100
9290,1786574299.661618
9291,1786574299.726780
9292,1786574299.793613
9293,1786574299.859703
9294,1786574299.926665
9295,1786574299.992700
9296,1786574300.060741
9297,1786574300.140681
9298,1786574300.196172
9299,1786574300.260440
9300,1786574300.327780
9301,1786574300.393893
9302,1786574300.461250
9303,1786574300.527093
9304,1786574300.595690
9305,1786574300.665494
9306,1786574300.730621
9307,1786574300.793864
9308,1786574300.862381
9309,1786574300.927124
9310,1786574300.994217
9311,1786574301.061195
9312,1786574301.128004
9313,1786574301.193640
9314,1786574301.261804
9315,1786574301.327208
9316,1786574301.394702
9317,1786574301.460782
9318,1786574301.528266
9319,1786574301.594929
9320,1786574301.661546
9321,1786574301.734287
9322,1786574301.797448
9323,1786574302.466255
9324,1786574302.530430
9325,1786574302.594968
9326,1786574302.662347
9327,1786574302.728623
9328,1786574302.796063
9329,1786574302.862096
9330,1786574302.930515
9331,1786574302.995403
9332,1786574303.062423
9333,1786574303.129064
9334,1786574303.197416
9335,1786574303.264703
9336,1786574303.331053
9337,1786574303.396609
9338,1786574303.463813
9339,1786574303.529571
9340,1786574303.596408
9341,1786574303.662463
9342,1786574303.730154
9343,1786574303.798043
9344,1786574303.863392
9345,1786574303.930537
9346,1786574303.996882
9347,1786574304.063410
9348,1786574304.131135
9349,1786574304.196293
9350,1786574304.264275
9351,1786574304.330240
9352,1786574304.397383
9353,1786574304.463655
9354,1786574304.533720
9355,1786574304.596699
9356,1786574304.664104
9357,1786574304.730753
9358,1786574304.799230
9359,1786574304.864229
9360,1786574304.930731
9361,1786574304.998278
9362,1786574305.064131
9363,1786574305.130499
9364,1786574305.197742
9365,1786574305.264303
9366,1786574305.330870
9367,1786574305.398225
9368,1786574305.464646
9369,1786574305.531447
9370,1786574305.597850
9371,1786574305.665519
9372,1786574305.732372
9373,1786574305.802031
9374,1786574305.865472
9375,1786574305.931289
9376,1786574305.998681
9377,1786574306.064427
9378,1786574306.131569
9379,1786574306.199150
9380,1786574306.265186
9381,1786574306.331851
9382,1786574306.398513
9383,1786574306.464865
9384,1786574306.531975
9385,1786574306.602056
9386,1786574306.666605
9387,1786574306.732667
9388,1786574306.810407
9389,1786574306.866865
9390,1786574306.933385
9391,1786574306.999534
9392,1786574307.067849
9393,1786574307.133189
9394,1786574307.201736
9395,1786574307.265221
9396,1786574307.332664
9397,1786574307.398859
9398,1786574307.466243
9399,1786574307.537652
9400,1786574307.599871
9401,1786574307.666599
9402,1786574307.733564
9403,1786574307.801027
9404,1786574307.878602
9405,1786574307.933115
9406,1786574308.000022
9407,1786574308.066797
9408,1786574308.135849
9409,1786574308.199821
9410,1786574308.266913
9411,1786574308.332852
9412,1786574308.401461
9413,1786574308.466897
9414,1786574308.533514
9415,1786574308.600495
9416,1786574308.667445
9417,1786574308.733756
9418,1786574308.800621
9419,1786574308.867458
9420,1786574308.938052
9421,1786574309.000324
9422,1786574309.068734
9423,1786574309.133777
9424,1786574309.201154
9425,1786574309.266732
9426,1786574309.334340
9427,1786574309.400481
9428,1786574309.467621
9429,1786574309.534498
9430,1786574309.601254
9431,1786574309.667664
9432,1786574309.734347
9433,1786574309.801396
9434,1786574309.868410
9435,1786574309.935046
9436,1786574310.002294
9437,1786574310.067612
9438,1786574310.135166
9439,1786574310.202123
9440,1786574310.268221
9441,1786574310.334925
9442,1786574310.402664
9443,1786574310.467729
9444,1786574310.535858
9445,1786574310.601369
9446,1786574310.669561
9447,1786574310.734830
9448,1786574310.803266
9449,1786574310.868819
9450,1786574310.935743
9451,1786574311.002432
9452,1786574311.069250
9453,1786574311.136097
9454,1786574311.202494
9455,1786574311.268962
9456,1786574311.336102
9457,1786574311.402954
9458,1786574311.486429
9459,1786574311.535832
9460,1786574311.604473
9461,1786574311.669335
9462,1786574311.737612
9463,1786574311.802706
9464,1786574311.869832
9465,1786574311.935904
9466,1786574312.004553
9467,1786574312.069800
9468,1786574312.150680
9469,1786574312.203302
9470,1786574312.271561
9471,1786574312.340257
9472,1786574312.403541
9473,1786574312.469930
9474,1786574312.538867
9475,1786574312.602884
9476,1786574312.678866
9477,1786574312.739046
9478,1786574312.804915
9479,1786574312.870284
9480,1786574312.937412
9481,1786574313.003830
9482,1786574313.070970
9483,1786574313.137074
9484,1786574313.204363
9485,1786574313.271543
9486,1786574313.338342
9487,1786574313.404190
9488,1786574313.471634
9489,1786574313.537313
9490,1786574313.604786
9491,1786574313.671113
9492,1786574313.738508
9493,1786574313.804404
9494,1786574313.871325
9495,1786574313.937429
9496,1786574314.004607
9497,1786574314.071038
9498,1786574314.138518
9499,1786574314.204656
9500,1786574314.271534
9501,1786574314.337968
9502,1786574314.405670
9503,1786574314.471694
9504,1786574314.539267
9505,1786574314.605603
9506,1786574314.672997
9507,1786574314.738096
9508,1786574314.805442
9509,1786574314.871563
9510,1786574314.939427
9511,1786574315.005905
9512,1786574315.072597
9513,1786574315.140098
9514,1786574315.207418
9515,1786574315.274443
9516,1786574315.351479
9517,1786574315.410136
9518,1786574315.473740
9519,1786574315.541019
9520,1786574315.606592
9521,1786574315.673196
9522,1786574315.745132
9523,1786574315.806124
9524,1786574315.872839
9525,1786574315.939066
9526,1786574316.006188
9527,1786574316.072266
9528,1786574316.141771
9529,1786574316.206308
9530,1786574316.274063
9531,1786574316.339429
9532,1786574316.406568
9533,1786574316.472704
9534,1786574316.540643
9535,1786574316.606442
9536,1786574316.673676
9537,1786574316.739737
9538,1786574316.806762
9539,1786574316.873510
9540,1786574316.940454
9541,1786574317.006822
9542,1786574317.074390
9543,1786574317.139995
9544,1786574317.207524
9545,1786574317.273376
9546,1786574317.340721
9547,1786574317.406896
9548,1786574317.474236
9549,1786574317.540186
9550,1786574317.608309
9551,1786574317.674107
9552,1786574317.742506
9553,1786574317.808768
9554,1786574317.874359
9555,1786574317.941105
9556,1786574318.009647
9557,1786574318.074982
9558,1786574318.141562
9559,1786574318.208244
9560,1786574318.275328
9561,1786574318.340896
9562,1786574318.410682
9563,1786574318.475221
9564,1786574318.541302
9565,1786574318.608206
9566,1786574318.675035
9567,1786574318.741743
9568,1786574318.809860
9569,1786574318.874845
9570,1786574318.942750
9571,1786574319.008220
9572,1786574319.075589
9573,1786574319.143432
9574,1786574319.209145
9575,1786574319.275469
9576,1786574319.342831
9577,1786574319.408466
9578,1786574319.475506
9579,1786574319.541677
9580,1786574319.608687
9581,1786574319.676670
9582,1786574319.742382
9583,1786574319.808598
9584,1786574319.876071
9585,1786574319.942568
9586,1786574320.009270
9587,1786574320.076926
9588,1786574320.142977
9589,1786574320.209521
9590,1786574320.277262
9591,1786574320.342593
9592,1786574320.409899
9593,1786574320.475662
9594,1786574320.543310
9595,1786574320.609539
9596,1786574320.676348
9597,1786574320.742973
9598,1786574320.809929
9599,1786574320.876527
9600,1786574320.943602
9601,1786574321.009337
9602,1786574321.077142
9603,1786574321.147128
9604,1786574321.213209
9605,1786574321.276870
9606,1786574321.344188
9607,1786574321.410341
9608,1786574321.478237
9609,1786574321.543324
9610,1786574321.610311
9611,1786574321.678100
9612,1786574321.744745
9613,1786574321.811189
9614,1786574321.877630
9615,1786574321.943683
9616,1786574322.011397
9617,1786574322.078263
9618,1786574322.144760
9619,1786574322.210442
9620,1786574322.277646
9621,1786574322.343704
9622,1786574322.411894
9623,1786574322.477320
9624,1786574322.544639
9625,1786574322.610904
9626,1786574322.679253
9627,1786574322.744220
9628,1786574322.812576
9629,1786574322.878177
9630,1786574322.945135
9631,1786574323.011143
9632,1786574323.078469
9633,1786574323.144499
9634,1786574323.212341
9635,1786574323.278497
9636,1786574323.345491
9637,1786574323.411220
9638,1786574323.479531
9639,1786574323.545269
9640,1786574323.612205
9641,1786574323.678292
9642,1786574323.745078
9643,1786574323.812309
9644,1786574323.879088
9645,1786574323.946073
9646,1786574324.012912
9647,1786574324.078796
9648,1786574324.146049
9649,1786574324.211914
9650,1786574324.279107
9651,1786574324.345523
9652,1786574324.425892
9653,1786574324.479760
9654,1786574324.547152
9655,1786574324.612269
9656,1786574324.679617
9657,1786574324.746401
9658,1786574324.813829
9659,1786574324.879580
9660,1786574324.946523
9661,1786574325.013226
9662,1786574325.080689
9663,1786574325.146544
9664,1786574325.213382
9665,1786574325.279752
9666,1786574325.347501
9667,1786574325.414146
9668,1786574325.489782
9669,1786574325.546447
9670,1786574325.614016
9671,1786574325.680022
9672,1786574325.746990
9673,1786574325.813499
9674,1786574325.880616
9675,1786574325.946595
9676,1786574326.013906
9677,1786574326.080373
9678,1786574326.146975
9679,1786574326.407260
9680,1786574326.450861
9681,1786574326.509027
9682,1786574326.549342
9683,1786574326.614011
9684,1786574326.681235
9685,1786574326.747062
9686,1786574326.814515
9687,1786574326.880543
9688,1786574326.947628
9689,1786574327.014163
9690,1786574327.081217
9691,1786574327.147224
9692,1786574327.214563
9693,1786574327.280809
9694,1786574327.348073
9695,1786574327.414605
9696,1786574327.481637
9697,1786574327.547543
9698,1786574327.615131
9699,1786574328.865826
9700,1786574328.940133
9701,1786574328.979092
9702,1786574329.021896
9703,1786574329.082297
9704,1786574329.149761
9705,1786574329.216432
9706,1786574329.285113
9707,1786574329.349663
9708,1786574329.417315
9709,1786574329.487666
9710,1786574329.558353
9711,1786574329.617428
9712,1786574329.684428
9713,1786574329.750594
9714,1786574329.817796
9715,1786574329.884652
9716,1786574329.951203
9717,1786574330.030743
9718,1786574330.083787
9719,1786574330.150309
9720,1786574330.218386
9721,1786574330.283425
9722,1786574330.350834
9723,1786574330.416827
9724,1786574330.484058
9725,1786574330.558407
9726,1786574330.617428
9727,1786574330.683682
9728,1786574330.751179
9729,1786574330.817837
9730,1786574330.884409
9731,1786574330.950459
9732,1786574331.018288
9733,1786574331.087249
9734,1786574331.151583
9735,1786574331.217391
9736,1786574331.284734
9737,1786574331.351161
9738,1786574331.419250
9739,1786574331.484692
9740,1786574331.551612
9741,1786574331.619852
9742,1786574331.685882
9743,1786574331.774831
9744,1786574331.836405
9745,1786574331.885513
9746,1786574331.951583
9747,1786574332.018119
9748,1786574332.084823
9749,1786574332.151438
9750,1786574332.218372
9751,1786574332.285200
9752,1786574332.352905
9753,1786574332.419136
9754,1786574332.485273
9755,1786574332.552261
9756,1786574332.618765
9757,1786574332.685108
9758,1786574332.751859
9759,1786574332.818377
9760,1786574332.885395
9761,1786574332.952101
9762,1786574333.019218
9763,1786574333.085078
9764,1786574333.152521
9765,1786574333.218421
9766,1786574333.285788
9767,1786574333.353079
9768,1786574333.419411
9769,1786574333.485481
9770,1786574333.553087
9771,1786574333.619376
9772,1786574333.686344
9773,1786574333.752649
9774,1786574333.821084
9775,1786574333.885982
9776,1786574333.953308
9777,1786574334.019440
9778,1786574334.086268
9779,1786574334.155218
9780,1786574334.220272
9781,1786574334.288774
9782,1786574334.354300
9783,1786574334.423648
9784,1786574334.486910
9785,1786574334.554056
9786,1786574334.621634
9787,1786574334.686557
9788,1786574334.754140
9789,1786574334.820053
9790,1786574334.887264
9791,1786574334.954263
9792,1786574335.021609
9793,1786574335.086852
9794,1786574335.154539
9795,1786574335.223156
9796,1786574335.294105
9797,1786574335.354260
9798,1786574335.423409
9799,1786574335.487211
9800,1786574335.554831
9801,1786574335.621128
9802,1786574335.687753
9803,1786574335.754583
9804,1786574335.821663
9805,1786574335.887290
9806,1786574335.954328
9807,1786574336.021023
9808,1786574336.088239
9809,1786574336.154406
9810,1786574336.221464
9811,1786574336.288403
9812,1786574336.355304
9813,1786574336.420718
9814,1786574336.488888
9815,1786574336.554181
9816,1786574336.621572
9817,1786574336.687985
9818,1786574336.755272
9819,1786574336.821688
9820,1786574336.891389
9821,1786574336.954847
9822,1786574337.023405
9823,1786574337.102899
9824,1786574337.155402
9825,1786574337.221320
9826,1786574337.296303
9827,1786574337.354860
9828,1786574337.421999
9829,1786574337.488388
9830,1786574337.556337
9831,1786574337.622049
9832,1786574337.689232
9833,1786574337.755262
9834,1786574337.826168
9835,1786574337.888932
9836,1786574337.956400
9837,1786574338.023011
9838,1786574338.090449
9839,1786574338.155454
9840,1786574338.222922
9841,1786574338.289919
9842,1786574338.356102
9843,1786574338.423361
9844,1786574338.497801
9845,1786574338.581764
9846,1786574338.633235
9847,1786574338.689379
9848,1786574338.756674
9849,1786574338.822849
9850,1786574338.889894
9851,1786574338.955818
9852,1786574339.023513
9853,1786574339.090883
9854,1786574339.157456
9855,1786574339.223875
9856,1786574339.291643
9857,1786574339.356688
9858,1786574339.424756
9859,1786574339.489588
9860,1786574339.627576
9861,1786574339.683205
9862,1786574339.722114
9863,1786574339.759985
9864,1786574339.824260
9865,1786574339.890246
9866,1786574339.957034
9867,1786574340.024219
9868,1786574340.090828
9869,1786574340.158106
9870,1786574340.224303
9871,1786574340.290506
9872,1786574340.358057
9873,1786574340.423888
9874,1786574340.491448
9875,1786574340.558686
9876,1786574340.625441
9877,1786574340.690501
9878,1786574340.757790
9879,1786574340.824404
9880,1786574340.891660
9881,1786574340.957714
9882,1786574341.025181
9883,1786574341.091270
9884,1786574341.158678
9885,1786574341.225342
9886,1786574341.295071
9887,1786574341.357820
9888,1786574341.425104
9889,1786574341.491462
9890,1786574341.558836
9891,1786574341.624783
9892,1786574341.692613
9893,1786574341.758471
9894,1786574341.827842
9895,1786574341.891792
9896,1786574341.959381
9897,1786574342.025627
9898,1786574342.092846
9899,1786574342.158672
9900,1786574342.226351
9901,1786574342.292439
9902,1786574342.361639
9903,1786574342.425126
9904,1786574342.492779
9905,1786574342.558839
9906,1786574342.626217
9907,1786574342.692242
9908,1786574342.759662
9909,1786574342.826429
9910,1786574342.919379
9911,1786574342.977103
9912,1786574343.034969
9913,1786574343.094751
9914,1786574343.161254
9915,1786574343.226954
9916,1786574343.294335
9917,1786574343.361609
9918,1786574343.440613
9919,1786574343.493813
9920,1786574343.560451
9921,1786574343.627079
9922,1786574343.693899
9923,1786574343.759490
9924,1786574343.828331
9925,1786574343.894301
9926,1786574343.963515
9927,1786574344.027216
9928,1786574344.094523
9929,1786574344.161619
9930,1786574344.228647
9931,1786574344.293369
9932,1786574344.360931
9933,1786574344.426598
9934,1786574344.495327
9935,1786574344.561145
9936,1786574344.627742
9937,1786574344.694189
9938,1786574344.761910
9939,1786574344.827169
9940,1786574344.896501
9941,1786574344.960820
9942,1786574345.028748
9943,1786574345.094406
9944,1786574345.162163
9945,1786574345.227985
9946,1786574345.295649
9947,1786574345.366324
9948,1786574345.428999
9949,1786574345.495736
9950,1786574345.581091
9951,1786574345.629178
9952,1786574345.697055
9953,1786574345.761663
9954,1786574345.829922
9955,1786574345.895180
9956,1786574345.963280
9957,1786574346.029356
9958,1786574346.096782
9959,1786574346.163246
9960,1786574346.228837
9961,1786574346.295895
9962,1786574346.362454
9963,1786574346.428760
9964,1786574346.495167
9965,1786574346.562737
9966,1786574346.628652
9967,1786574346.695927
9968,1786574346.763058
9969,1786574346.829205
9970,1786574346.896554
9971,1786574346.963258
9972,1786574347.030305
9973,1786574347.098907
9974,1786574347.163821
9975,1786574347.231169
9976,1786574347.297124
9977,1786574347.363659
9978,1786574347.429791
9979,1786574347.497875
9980,1786574347.563245
9981,1786574347.630156
9982,1786574347.696011
9983,1786574347.764308
9984,1786574347.829948
9985,1786574347.897251
9986,1786574347.963283
9987,1786574348.030860
9988,1786574348.096638
9989,1786574348.163897
9990,1786574348.229795
9991,1786574348.301182
9992,1786574348.363338
9993,1786574348.430212
9994,1786574348.497082
9995,1786574348.567112
9996,1786574348.629657
9997,1786574348.697280
9998,1786574348.765035
9999,1786574348.830660
10000,1786574348.897089
10001,1786574348.965017
10002,1786574349.030297
10003,1786574349.097544
10004,1786574349.172610
10005,1786574349.231379
10006,1786574349.297157
10007,1786574349.364476
10008,1786574349.431466
10009,1786574349.498027
10010,1786574349.564336
10011,1786574349.635290
10012,1786574349.697760
10013,1786574349.765362
10014,1786574349.830996
10015,1786574349.899656
10016,1786574349.964730
10017,1786574350.031701
10018,1786574350.098658
10019,1786574350.165157
10020,1786574350.231158
10021,1786574350.298705
10022,1786574350.364725
10023,1786574350.431988
10024,1786574350.498605
10025,1786574350.566608
10026,1786574350.631425
10027,1786574350.707535
10028,1786574350.767901
10029,1786574350.833687
10030,1786574350.900889
10031,1786574350.966178
10032,1786574351.032641
10033,1786574351.098982
10034,1786574351.165811
10035,1786574351.233112
10036,1786574351.298295
10037,1786574351.367090
10038,1786574351.432205
10039,1786574351.501416
10040,1786574351.565144
10041,1786574351.633050
10042,1786574351.701309
10043,1786574351.766697
10044,1786574351.832379
10045,1786574351.900162
10046,1786574351.965883
10047,1786574352.034323
10048,1786574352.099661
10049,1786574352.167655
10050,1786574352.233063
10051,1786574352.300436
10052,1786574352.367527
10053,1786574352.433328
10054,1786574352.499869
10055,1786574352.566843
10056,1786574352.635786
10057,1786574352.700569
10058,1786574352.767729
10059,1786574352.833736
10060,1786574352.899581
10061,1786574352.966865
10062,1786574353.033035
10063,1786574353.103731
10064,1786574353.166464
10065,1786574353.235188
10066,1786574353.300936
10067,1786574353.367623
10068,1786574353.434277
10069,1786574353.506871
10070,1786574353.586377
10071,1786574353.634106
10072,1786574353.699987
10073,1786574353.767051
10074,1786574353.835008
10075,1786574353.901455
